,student_id,error_type,correct_trigram_poss,incorrect_trigram_poss,en,es,correct_sentence,incorrect_sentence
1337,TR729*0102*2000*01,FV,NOUN DET ADP,ADP DET ADP,-1.2931408729982212,-1.2690037477903695,"Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to  | tell this to. She was also concerned about being pregnant, but she was afraid to  | tell John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and told John immediately. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay for a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her imagination. And Pat understood that secrets should die on your own . ","Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to  | told this to. She was also concerned about being pregnant, but she was afraid to  | told John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and told John immediately. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay for a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her imagination. And Pat understood that secrets should die on your own . "
1338,TR729*0102*2000*01,MT,NOUN PUNCT PRON,DET PUNCT PRON,-2.9625243601061935,-3.455849573124587,"Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to tell this  | to. She was also concerned about being pregnant, but she was afraid to tell John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and told John immediately. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay for a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her imagination. And Pat understood that secrets should die on your own . ","Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to tell this  |  . She was also concerned about being pregnant, but she was afraid to tell John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and told John immediately. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay for a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her imagination. And Pat understood that secrets should die on your own . "
1339,TR729*0102*2000*01,S,NOUN PUNCT CCONJ,VERB PUNCT CCONJ,-2.368557221510472,-2.252731095633834,"Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to tell this to. She was also concerned about being  | pregnant, but she was afraid to tell John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and told John immediately. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay for a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her imagination. And Pat understood that secrets should die on your own . ","Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to tell this to. She was also concerned about being  | pregned, but she was afraid to tell John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and told John immediately. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay for a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her imagination. And Pat understood that secrets should die on your own . "
1340,TR729*0102*2000*01,FV,NOUN DET ADP,ADP DET ADP,-1.2931408729982212,-1.2690037477903695,"Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to  | tell this to. She was also concerned about being pregnant, but she was afraid to  | tell John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and told John immediately. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay for a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her imagination. And Pat understood that secrets should die on your own . ","Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to  | told this to. She was also concerned about being pregnant, but she was afraid to  | told John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and told John immediately. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay for a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her imagination. And Pat understood that secrets should die on your own . "
1341,TR729*0102*2000*01,AS,NOUN PROPN ADV,NOUN ADV ADP,-2.4512430112868344,-2.3585061548078152,"Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to tell this to. She was also concerned about being pregnant, but she was afraid to tell John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and  | told John immediately. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay for a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her imagination. And Pat understood that secrets should die on your own . ","Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to tell this to. She was also concerned about being pregnant, but she was afraid to tell John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and  | told immediately to John. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay for a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her imagination. And Pat understood that secrets should die on your own . "
1342,TR729*0102*2000*01,MT,VERB DET ADV,VERB ADV ADJ,-1.7830562103016847,-2.2651576090933774,"Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to tell this to. She was also concerned about being pregnant, but she was afraid to tell John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and told John immediately. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay  | for a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her imagination. And Pat understood that secrets should die on your own . ","Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to tell this to. She was also concerned about being pregnant, but she was afraid to tell John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and told John immediately. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay  |  a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her imagination. And Pat understood that secrets should die on your own . "
1343,TR729*0102*2000*01,RN,NOUN PUNCT CCONJ,ADJ PUNCT CCONJ,-1.9140383848933438,-1.2798049813591155,"Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to tell this to. She was also concerned about being pregnant, but she was afraid to tell John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and told John immediately. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay for a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her  | imagination. And Pat understood that secrets should die on your own . ","Unfortunately, Pat wasn't very good at keeping secrets. He had talked to Caroline days before the secret was known. She had told him about her relationship with her boyfriend. Everybody knew that Caroline and her boyfriend John , loved each other so much that it wouldn't be surprising to find that they had had sex . The point here is , that Caroline chose the worst friend to tell this to. She was also concerned about being pregnant, but she was afraid to tell John about it. So she decided to ask Pat what to do. When she finally told him, Pat reacted in a very bad way and told John immediately. He couldn't believe what Pat had told him, so he broke Pat's nose. Pat's father had to pay for a very expensive operation. But like every story this has a happy ending. John and Caroline still love each other, and she wasn't pregnant at all, it was just her  | fantasy. And Pat understood that secrets should die on your own . "
1344,TR970*0102*2000*01,MT,NOUN PRON ADP,NOUN ADP PRON,-1.9359271909577098,-1.8327421277942435,"I'M WRITING  | TO YOU BECAUSE I WANT YOU TO KNOW WHAT HAPPENED LAST WEEK, WHEN I WENT TO THE CIRCLE THEATRE AND I SAW ""OVER THE RAINBOW"". IT WAS REALLY DISAPPOINTING. ","I'M WRITING  |  YOU BECAUSE I WANT YOU TO KNOW WHAT HAPPENED LAST WEEK, WHEN I WENT TO THE CIRCLE THEATRE AND I SAW ""OVER THE RAINBOW"". IT WAS REALLY DISAPPOINTING. "
1345,TR970*0102*2000*01,MA,NOUN VERB ADP,NOUN ADP NOUN,-1.79494205384267,-1.543930972627937,"FIRST OF ALL, IN YOUR ADVERTISEMENT  | YOU SAID THAT DISCOUNTS WERE AVAILABLE, BUT I COULDN'T FIND THEM AVAILABLE ANYWHERE. SECONDLY...THE PLAY STARTED AT QUARTER PAST EIGHT: FOURTY-FIVE FORTY-FIVE MINUTES LATE. WHEN IT STARTED I COULD SEE THAT DANNY BROOK WASN'T IN THE PLAY, AND NOBODY TOLD US WHY. THE ACTOR WHO WAS ACTING HIS PART IS THE WORST I HAVE EVER SEEN, REALLY TERRIBLE. HAD HE BEEN IN A PLAY BEFORE? I DON'T THINK SO.... FINALLY, WHEN THE PLAY FINISHED, WE WENT TO THE THEATRE RESTAURANT TO HAVE DINNER BUT IT WAS CLOSED. I DON'T KNOW THE REASON WHY... ","FIRST OF ALL, IN YOUR ADVERTISEMENT  |  SAID THAT DISCOUNTS WERE AVAILABLE, BUT I COULDN'T FIND THEM AVAILABLE ANYWHERE. SECONDLY...THE PLAY STARTED AT QUARTER PAST EIGHT: FOURTY-FIVE FORTY-FIVE MINUTES LATE. WHEN IT STARTED I COULD SEE THAT DANNY BROOK WASN'T IN THE PLAY, AND NOBODY TOLD US WHY. THE ACTOR WHO WAS ACTING HIS PART IS THE WORST I HAVE EVER SEEN, REALLY TERRIBLE. HAD HE BEEN IN A PLAY BEFORE? I DON'T THINK SO.... FINALLY, WHEN THE PLAY FINISHED, WE WENT TO THE THEATRE RESTAURANT TO HAVE DINNER BUT IT WAS CLOSED. I DON'T KNOW THE REASON WHY... "
1346,TR970*0102*2000*01,MJ,ADJ ADV PUNCT,ADV PUNCT ADV,-2.038161168251437,-1.9249809486257796,"FIRST OF ALL, IN YOUR ADVERTISEMENT YOU SAID THAT DISCOUNTS WERE AVAILABLE, BUT I COULDN'T FIND THEM  | AVAILABLE ANYWHERE. SECONDLY...THE PLAY STARTED AT QUARTER PAST EIGHT: FOURTY-FIVE FORTY-FIVE MINUTES LATE. WHEN IT STARTED I COULD SEE THAT DANNY BROOK WASN'T IN THE PLAY, AND NOBODY TOLD US WHY. THE ACTOR WHO WAS ACTING HIS PART IS THE WORST I HAVE EVER SEEN, REALLY TERRIBLE. HAD HE BEEN IN A PLAY BEFORE? I DON'T THINK SO.... FINALLY, WHEN THE PLAY FINISHED, WE WENT TO THE THEATRE RESTAURANT TO HAVE DINNER BUT IT WAS CLOSED. I DON'T KNOW THE REASON WHY... ","FIRST OF ALL, IN YOUR ADVERTISEMENT YOU SAID THAT DISCOUNTS WERE AVAILABLE, BUT I COULDN'T FIND THEM  |  ANYWHERE. SECONDLY...THE PLAY STARTED AT QUARTER PAST EIGHT: FOURTY-FIVE FORTY-FIVE MINUTES LATE. WHEN IT STARTED I COULD SEE THAT DANNY BROOK WASN'T IN THE PLAY, AND NOBODY TOLD US WHY. THE ACTOR WHO WAS ACTING HIS PART IS THE WORST I HAVE EVER SEEN, REALLY TERRIBLE. HAD HE BEEN IN A PLAY BEFORE? I DON'T THINK SO.... FINALLY, WHEN THE PLAY FINISHED, WE WENT TO THE THEATRE RESTAURANT TO HAVE DINNER BUT IT WAS CLOSED. I DON'T KNOW THE REASON WHY... "
1347,TR970*0102*2000*01,W,PRON VERB ADP,VERB VERB ADP,-1.952454766351046,-2.265163249577383,"FIRST OF ALL, IN YOUR ADVERTISEMENT YOU SAID THAT DISCOUNTS WERE AVAILABLE, BUT I COULDN'T FIND THEM AVAILABLE ANYWHERE. SECONDLY...THE PLAY STARTED AT QUARTER PAST EIGHT: FOURTY-FIVE FORTY-FIVE MINUTES LATE. WHEN IT STARTED I COULD SEE THAT DANNY BROOK WASN'T IN THE PLAY, AND NOBODY TOLD US WHY. THE ACTOR WHO WAS ACTING HIS PART IS THE WORST I HAVE EVER SEEN, REALLY TERRIBLE.  | HAD HE BEEN IN A PLAY BEFORE? I DON'T THINK SO.... FINALLY, WHEN THE PLAY FINISHED, WE WENT TO THE THEATRE RESTAURANT TO HAVE DINNER BUT IT WAS CLOSED. I DON'T KNOW THE REASON WHY... ","FIRST OF ALL, IN YOUR ADVERTISEMENT YOU SAID THAT DISCOUNTS WERE AVAILABLE, BUT I COULDN'T FIND THEM AVAILABLE ANYWHERE. SECONDLY...THE PLAY STARTED AT QUARTER PAST EIGHT: FOURTY-FIVE FORTY-FIVE MINUTES LATE. WHEN IT STARTED I COULD SEE THAT DANNY BROOK WASN'T IN THE PLAY, AND NOBODY TOLD US WHY. THE ACTOR WHO WAS ACTING HIS PART IS THE WORST I HAVE EVER SEEN, REALLY TERRIBLE.  | HE HAD BEEN IN A PLAY BEFORE? I DON'T THINK SO.... FINALLY, WHEN THE PLAY FINISHED, WE WENT TO THE THEATRE RESTAURANT TO HAVE DINNER BUT IT WAS CLOSED. I DON'T KNOW THE REASON WHY... "
1348,TR970*0102*2000*01,MP,VERB PUNCT PRON,VERB VERB ADV,-2.131650512771762,-2.691669198561216,"AS YOU CAN SEE | , IT WASN'T A ""PERFECT EVENING"". ","AS YOU CAN SEE |  IT WASN'T A ""PERFECT EVENING"". "
1349,TR970*0102*2000*01,FV,VERB ADP PRON,ADV ADP PRON,-2.338933056028674,-2.315112540782741,I WANT YOU TO GIVE ME A FULL REFUND. MY ADDRESS IS IN THE ENVELOPE. I'M LOOKING FORWARD TO  | HEARING FROM YOU IN THE VERY NEAR FUTURE. ,I WANT YOU TO GIVE ME A FULL REFUND. MY ADDRESS IS IN THE ENVELOPE. I'M LOOKING FORWARD TO  | HEAR FROM YOU IN THE VERY NEAR FUTURE. 
1350,TR970*0102*2000*01,ID,DET ADV ADP,PROPN ADV ADP,-2.454250658402555,-2.4426783146251143,I WANT YOU TO GIVE ME A FULL REFUND. MY ADDRESS IS IN THE ENVELOPE. I'M LOOKING FORWARD TO HEARING FROM YOU IN  | THE VERY NEAR FUTURE. ,I WANT YOU TO GIVE ME A FULL REFUND. MY ADDRESS IS IN THE ENVELOPE. I'M LOOKING FORWARD TO HEARING FROM YOU IN  | A VERY NEAR FUTURE. 
1351,TR970*0102*2000*01,RV,VERB PART ADP,ADV ADP NOUN,-2.489541844797259,-2.0468097640973086,"UNFORTUNATELY, PAT WASN'T VERY GOOD AT KEEPING SECRETS....AND WHEN SHE  | FOUND OUT THAT MARIA WAS GOING OUT WITH TIM (A CLASSMATE), SHE TOLD EVERYONE SHE MET. WITHIN A FEW DAYS MARIA'S FATHER (WHO IS VERY JEALOUS) HAD HEARD THE RUMOUR. HE ASKED MARIA IF IT WAS TRUE AND SHE COULDN'T LIE. HE GOT VERY ANGRY AND HE DIDN'T ALLOW MARIA TO GO OUT FOR A PERIOD OF TWO WEEKS. MARIA TALKED TO HER FATHER AND TRIED TO EXPLAIN TO HIM THAT TIM IS A GOOD PERSON BUT HER FATHER SAYS THAT SHE IS TOO YOUNG TO HAVE A BOYFRIEND. ","UNFORTUNATELY, PAT WASN'T VERY GOOD AT KEEPING SECRETS....AND WHEN SHE  | KNEW THAT MARIA WAS GOING OUT WITH TIM (A CLASSMATE), SHE TOLD EVERYONE SHE MET. WITHIN A FEW DAYS MARIA'S FATHER (WHO IS VERY JEALOUS) HAD HEARD THE RUMOUR. HE ASKED MARIA IF IT WAS TRUE AND SHE COULDN'T LIE. HE GOT VERY ANGRY AND HE DIDN'T ALLOW MARIA TO GO OUT FOR A PERIOD OF TWO WEEKS. MARIA TALKED TO HER FATHER AND TRIED TO EXPLAIN TO HIM THAT TIM IS A GOOD PERSON BUT HER FATHER SAYS THAT SHE IS TOO YOUNG TO HAVE A BOYFRIEND. "
1352,TR970*0102*2000*01,U,VERB PRON VERB,ADJ ADP NOUN,-2.199884609182139,-1.995139568024603,"UNFORTUNATELY, PAT WASN'T VERY GOOD AT KEEPING SECRETS....AND WHEN SHE FOUND OUT THAT MARIA WAS GOING OUT WITH TIM (A CLASSMATE), SHE TOLD  |  EVERYONE SHE MET. WITHIN A FEW DAYS MARIA'S FATHER (WHO IS VERY JEALOUS) HAD HEARD THE RUMOUR. HE ASKED MARIA IF IT WAS TRUE AND SHE COULDN'T LIE. HE GOT VERY ANGRY AND HE DIDN'T ALLOW MARIA TO GO OUT FOR A PERIOD OF TWO WEEKS. MARIA TALKED TO HER FATHER AND TRIED TO EXPLAIN TO HIM THAT TIM IS A GOOD PERSON BUT HER FATHER SAYS THAT SHE IS TOO YOUNG TO HAVE A BOYFRIEND. ","UNFORTUNATELY, PAT WASN'T VERY GOOD AT KEEPING SECRETS....AND WHEN SHE FOUND OUT THAT MARIA WAS GOING OUT WITH TIM (A CLASSMATE), SHE TOLD  | IT TO EVERYONE SHE MET. WITHIN A FEW DAYS MARIA'S FATHER (WHO IS VERY JEALOUS) HAD HEARD THE RUMOUR. HE ASKED MARIA IF IT WAS TRUE AND SHE COULDN'T LIE. HE GOT VERY ANGRY AND HE DIDN'T ALLOW MARIA TO GO OUT FOR A PERIOD OF TWO WEEKS. MARIA TALKED TO HER FATHER AND TRIED TO EXPLAIN TO HIM THAT TIM IS A GOOD PERSON BUT HER FATHER SAYS THAT SHE IS TOO YOUNG TO HAVE A BOYFRIEND. "
1353,TR970*0102*2000*01,MD,ADJ ADJ NOUN,ADJ NOUN NOUN,-1.2995470374899842,-2.4586083513900148,"UNFORTUNATELY, PAT WASN'T VERY GOOD AT KEEPING SECRETS....AND WHEN SHE FOUND OUT THAT MARIA WAS GOING OUT WITH TIM (A CLASSMATE), SHE TOLD EVERYONE SHE MET. WITHIN  | A FEW DAYS MARIA'S FATHER (WHO IS VERY JEALOUS) HAD HEARD THE RUMOUR. HE ASKED MARIA IF IT WAS TRUE AND SHE COULDN'T LIE. HE GOT VERY ANGRY AND HE DIDN'T ALLOW MARIA TO GO OUT FOR A PERIOD OF TWO WEEKS. MARIA TALKED TO HER FATHER AND TRIED TO EXPLAIN TO HIM THAT TIM IS A GOOD PERSON BUT HER FATHER SAYS THAT SHE IS TOO YOUNG TO HAVE A BOYFRIEND. ","UNFORTUNATELY, PAT WASN'T VERY GOOD AT KEEPING SECRETS....AND WHEN SHE FOUND OUT THAT MARIA WAS GOING OUT WITH TIM (A CLASSMATE), SHE TOLD EVERYONE SHE MET. WITHIN  |  FEW DAYS MARIA'S FATHER (WHO IS VERY JEALOUS) HAD HEARD THE RUMOUR. HE ASKED MARIA IF IT WAS TRUE AND SHE COULDN'T LIE. HE GOT VERY ANGRY AND HE DIDN'T ALLOW MARIA TO GO OUT FOR A PERIOD OF TWO WEEKS. MARIA TALKED TO HER FATHER AND TRIED TO EXPLAIN TO HIM THAT TIM IS A GOOD PERSON BUT HER FATHER SAYS THAT SHE IS TOO YOUNG TO HAVE A BOYFRIEND. "
1354,TR970*0102*2000*01,FV,NOUN VERB PART,VERB PART ADP,-2.1443409888019183,-3.63580765265569,"UNFORTUNATELY, PAT WASN'T VERY GOOD AT KEEPING SECRETS....AND WHEN SHE FOUND OUT THAT MARIA WAS GOING OUT WITH TIM (A CLASSMATE), SHE TOLD EVERYONE SHE MET. WITHIN A FEW DAYS MARIA'S FATHER (WHO IS VERY JEALOUS) HAD HEARD THE RUMOUR. HE ASKED MARIA IF IT WAS TRUE AND SHE COULDN'T LIE. HE GOT VERY ANGRY AND HE DIDN'T ALLOW MARIA  | TO GO OUT FOR A PERIOD OF TWO WEEKS. MARIA TALKED TO HER FATHER AND TRIED TO EXPLAIN TO HIM THAT TIM IS A GOOD PERSON BUT HER FATHER SAYS THAT SHE IS TOO YOUNG TO HAVE A BOYFRIEND. ","UNFORTUNATELY, PAT WASN'T VERY GOOD AT KEEPING SECRETS....AND WHEN SHE FOUND OUT THAT MARIA WAS GOING OUT WITH TIM (A CLASSMATE), SHE TOLD EVERYONE SHE MET. WITHIN A FEW DAYS MARIA'S FATHER (WHO IS VERY JEALOUS) HAD HEARD THE RUMOUR. HE ASKED MARIA IF IT WAS TRUE AND SHE COULDN'T LIE. HE GOT VERY ANGRY AND HE DIDN'T ALLOW MARIA  | GOING OUT FOR A PERIOD OF TWO WEEKS. MARIA TALKED TO HER FATHER AND TRIED TO EXPLAIN TO HIM THAT TIM IS A GOOD PERSON BUT HER FATHER SAYS THAT SHE IS TOO YOUNG TO HAVE A BOYFRIEND. "
1355,TR970*0102*2000*01,MT,VERB PRON ADP,VERB ADP NOUN,-1.9282851425070102,-1.7394536372098353,"UNFORTUNATELY, PAT WASN'T VERY GOOD AT KEEPING SECRETS....AND WHEN SHE FOUND OUT THAT MARIA WAS GOING OUT WITH TIM (A CLASSMATE), SHE TOLD EVERYONE SHE MET. WITHIN A FEW DAYS MARIA'S FATHER (WHO IS VERY JEALOUS) HAD HEARD THE RUMOUR. HE ASKED MARIA IF IT WAS TRUE AND SHE COULDN'T LIE. HE GOT VERY ANGRY AND HE DIDN'T ALLOW MARIA TO GO OUT FOR A PERIOD OF TWO WEEKS. MARIA TALKED TO HER FATHER AND TRIED TO EXPLAIN  | TO HIM THAT TIM IS A GOOD PERSON BUT HER FATHER SAYS THAT SHE IS TOO YOUNG TO HAVE A BOYFRIEND. ","UNFORTUNATELY, PAT WASN'T VERY GOOD AT KEEPING SECRETS....AND WHEN SHE FOUND OUT THAT MARIA WAS GOING OUT WITH TIM (A CLASSMATE), SHE TOLD EVERYONE SHE MET. WITHIN A FEW DAYS MARIA'S FATHER (WHO IS VERY JEALOUS) HAD HEARD THE RUMOUR. HE ASKED MARIA IF IT WAS TRUE AND SHE COULDN'T LIE. HE GOT VERY ANGRY AND HE DIDN'T ALLOW MARIA TO GO OUT FOR A PERIOD OF TWO WEEKS. MARIA TALKED TO HER FATHER AND TRIED TO EXPLAIN  |  HIM THAT TIM IS A GOOD PERSON BUT HER FATHER SAYS THAT SHE IS TOO YOUNG TO HAVE A BOYFRIEND. "
1356,TR970*0102*2000*01,UT,NOUN NOUN DET,ADP DET NOUN,-0.8839081756184947,-0.8304410875123192,"MARIA MET TIM AT NIGHT, WHEN HER FATHER WAS SLEEPING. WHEN MARIA COULD GO OUT SHE TOLD  |  HER FRIENDS WHAT PAT HAD DONE. NOW NOBODY TELLS HER ANYTHING. MARIA IS STILL GOING OUT WITH TIM. HER FATHER ACCEPTED HIM AFTER A WHILE. ","MARIA MET TIM AT NIGHT, WHEN HER FATHER WAS SLEEPING. WHEN MARIA COULD GO OUT SHE TOLD  | TO HER FRIENDS WHAT PAT HAD DONE. NOW NOBODY TELLS HER ANYTHING. MARIA IS STILL GOING OUT WITH TIM. HER FATHER ACCEPTED HIM AFTER A WHILE. "
1357,TR970*0102*2000*01,TV,NOUN VERB PUNCT,VERB VERB PUNCT,-2.016991357056556,-2.528446751883899,"MARIA MET TIM AT NIGHT, WHEN HER FATHER WAS SLEEPING. WHEN MARIA COULD GO OUT SHE TOLD HER FRIENDS WHAT PAT  | HAD DONE. NOW NOBODY TELLS HER ANYTHING. MARIA IS STILL GOING OUT WITH TIM. HER FATHER ACCEPTED HIM AFTER A WHILE. ","MARIA MET TIM AT NIGHT, WHEN HER FATHER WAS SLEEPING. WHEN MARIA COULD GO OUT SHE TOLD HER FRIENDS WHAT PAT  | HAVE DONE. NOW NOBODY TELLS HER ANYTHING. MARIA IS STILL GOING OUT WITH TIM. HER FATHER ACCEPTED HIM AFTER A WHILE. "
1358,TR970*0102*2000*01,X,NOUN PUNCT PROPN,VERB PUNCT PROPN,-2.3530241666447074,-2.239912696029858,"MARIA MET TIM AT NIGHT, WHEN HER FATHER WAS SLEEPING. WHEN MARIA COULD GO OUT SHE TOLD HER FRIENDS WHAT PAT HAD DONE. NOW NOBODY TELLS HER  | ANYTHING. MARIA IS STILL GOING OUT WITH TIM. HER FATHER ACCEPTED HIM AFTER A WHILE. ","MARIA MET TIM AT NIGHT, WHEN HER FATHER WAS SLEEPING. WHEN MARIA COULD GO OUT SHE TOLD HER FRIENDS WHAT PAT HAD DONE. NOW NOBODY TELLS HER  | NOTHING. MARIA IS STILL GOING OUT WITH TIM. HER FATHER ACCEPTED HIM AFTER A WHILE. "
1359,TR970*0102*2000*01,MA,VERB ADP DET,VERB DET NOUN,-1.236818848599535,-1.0261147597333864,"MARIA MET TIM AT NIGHT, WHEN HER FATHER WAS SLEEPING. WHEN MARIA COULD GO OUT SHE TOLD HER FRIENDS WHAT PAT HAD DONE. NOW NOBODY TELLS HER ANYTHING. MARIA IS STILL GOING OUT WITH TIM. HER FATHER ACCEPTED  | HIM AFTER A WHILE. ","MARIA MET TIM AT NIGHT, WHEN HER FATHER WAS SLEEPING. WHEN MARIA COULD GO OUT SHE TOLD HER FRIENDS WHAT PAT HAD DONE. NOW NOBODY TELLS HER ANYTHING. MARIA IS STILL GOING OUT WITH TIM. HER FATHER ACCEPTED  |  AFTER A WHILE. "
1360,TR129*0102*2000*01,RA,NOUN VERB ADP,PROPN VERB ADP,-1.9283224278548983,-2.510267431641512,I am writing to you about an incident  | that occurred at the musical which was put on at your theatre during my week's holiday in London. ,I am writing to you about an incident  | I occurred at the musical which was put on at your theatre during my week's holiday in London. 
1361,TR129*0102*2000*01,RV,VERB ADP DET,NOUN ADP DET,-1.5614557259996151,-1.453720561512487,I am writing to you about an incident that  | occurred at the musical which was put on at your theatre during my week's holiday in London. ,I am writing to you about an incident that  | had at the musical which was put on at your theatre during my week's holiday in London. 
1362,TR129*0102*2000*01,RT,VERB DET ADJ,NOUN DET ADJ,-2.9114880867823527,-2.9415889228159773,I am writing to you about an incident that occurred  | at the musical which was put on at your theatre during my week's holiday in London. ,I am writing to you about an incident that occurred  | with the musical which was put on at your theatre during my week's holiday in London. 
1363,TR129*0102*2000*01,UN,NOUN VERB VERB,NOUN DET VERB,-2.652918320587763,-2.9415889228159773,I am writing to you about an incident that occurred at the musical  |  which was put on at your theatre during my week's holiday in London. ,I am writing to you about an incident that occurred at the musical  | show which was put on at your theatre during my week's holiday in London. 
