,Unnamed: 0,error_type,Negative transfer?,Likely reason for mistake,correct_sentence,correct_trigram_ud,incorrect_sentence,incorrect_trigram_ud,type_and_trigram_ud,nlt,result
873,52,AGN,True,Number error,"In conclusion, | computers have become a necessity in our life, and it's still a young invention, which needs to be improved. ",NOUN VERB VERB,"In conclusion, | computer have become a necessity in our life, and it's still a young invention, which needs to be improved. ",NOUN VERB VERB,AGN NOUN VERB VERB,True,True
874,53,AGN,True,Number error,"These are my | suggestions for this party. If you still have a problem, you can call me. ",NOUN ADP DET,"These are my | suggestion for this party. If you still have a problem, you can call me. ",NOUN ADP DET,AGN NOUN ADP DET,True,True
875,54,AGN,False,Overcorrection,""" | Television is just an amazing invention."" My good friend said that. I agree with her. Firstly, televisions let us know more about the world without travelling it all . If there were no televisions, we wouldn't know what were the other countries the other countries were like, or even what language they speak, unless we went to that country. ",NOUN VERB ADV,""" | Televisions is just an amazing invention."" My good friend said that. I agree with her. Firstly, televisions let us know more about the world without travelling it all . If there were no televisions, we wouldn't know what were the other countries the other countries were like, or even what language they speak, unless we went to that country. ",NOUN VERB ADV,AGN NOUN VERB ADV,True,False
876,55,AGN,False,Overcorrection,"Last but not least, it is a good kind of | entertainment. Maybe you think that playing basketball , and going to cinemas and discos are much better than staying at home sitting in front of an object. However, televisions can bring you the fun that other activities can't. If sometimes I don't want to go out and I don't want to be lonely, it's easy, I just turn on the television and enjoy myself. ",NOUN PUNCT ADV,"Last but not least, it is a good kind of | entertainments. Maybe you think that playing basketball , and going to cinemas and discos are much better than staying at home sitting in front of an object. However, televisions can bring you the fun that other activities can't. If sometimes I don't want to go out and I don't want to be lonely, it's easy, I just turn on the television and enjoy myself. ",NOUN PUNCT ADV,AGN NOUN PUNCT ADV,True,False
877,56,AGN,False,Overcorrection,"First of all, we have already booked the Five-Stars Five-Star Hotel for your group. It is a modern hotel, near our college, and it is also very convenient for the airport. You can take either | bus or taxies. The number 101 bus leaves from the airport, then you can get off at the ""city college"" stop. It would be a great chance attend the party for everyone for everyone to attend the party . This is just a relaxing party, just so the members have a chance to relax and make friends. So I think you'd better wear a dress. ",NOUN CCONJ NOUN,"First of all, we have already booked the Five-Stars Five-Star Hotel for your group. It is a modern hotel, near our college, and it is also very convenient for the airport. You can take either | buses or taxies. The number 101 bus leaves from the airport, then you can get off at the ""city college"" stop. It would be a great chance attend the party for everyone for everyone to attend the party . This is just a relaxing party, just so the members have a chance to relax and make friends. So I think you'd better wear a dress. ",NOUN CCONJ NOUN,AGN NOUN CCONJ NOUN,True,False
878,57,AGN,False,Overcorrection,"First of all, in my opinion, TV has a great educational | function, and it also makes the world smaller. You can just sit at home and you can know what is happening all over the world at that moment. I would rather watch the news on TV instead of reading a newspaper or listening to the radio because the news on TV is vivid . ",NOUN PUNCT CCONJ,"First of all, in my opinion, TV has a great educational | functions, and it also makes the world smaller. You can just sit at home and you can know what is happening all over the world at that moment. I would rather watch the news on TV instead of reading a newspaper or listening to the radio because the news on TV is vivid . ",NOUN PUNCT CCONJ,AGN NOUN PUNCT CCONJ,True,False
879,58,AGN,True,Number error,"For the afternoon free time on the last day . There , there are a wide variety of choices in the things that they can do. They can play tennis, do athletics, swim... and many other sports | events in our school, if they want to. Or they can also visit Epsom Town. There are shops which sell clothes, food, and books ... They can decide what they want to do , it's . It's entirely up to them. ",NOUN ADP DET,"For the afternoon free time on the last day . There , there are a wide variety of choices in the things that they can do. They can play tennis, do athletics, swim... and many other sports | event in our school, if they want to. Or they can also visit Epsom Town. There are shops which sell clothes, food, and books ... They can decide what they want to do , it's . It's entirely up to them. ",NOUN ADP DET,AGN NOUN ADP DET,True,True
880,59,AGN,True,Number error,"Apart from the main Hall, there are also lots of other galleries. In these galleries there are Historical paintings , and antique furniture which Chiang used. These | treasures are very old, even older than the history of America. All these treasures were brought over to Taiwan by Chiang during the defeat in China. They are all being well looked after. ",NOUN VERB ADV,"Apart from the main Hall, there are also lots of other galleries. In these galleries there are Historical paintings , and antique furniture which Chiang used. These | treasure are very old, even older than the history of America. All these treasures were brought over to Taiwan by Chiang during the defeat in China. They are all being well looked after. ",NOUN VERB ADV,AGN NOUN VERB ADV,True,True
881,60,AGN,True,Number error,"As well as all the treasures, | statues and historical paintings...there are also restaurants and modern galleries. When you are tired after looking around you might want to buy drinks or something to eat, or if you are fed up with historical things, you might as well just pop into the modern gallery to see things which are more modern. ",NOUN CCONJ ADJ,"As well as all the treasures, | statue and historical paintings...there are also restaurants and modern galleries. When you are tired after looking around you might want to buy drinks or something to eat, or if you are fed up with historical things, you might as well just pop into the modern gallery to see things which are more modern. ",NOUN CCONJ ADJ,AGN NOUN CCONJ ADJ,True,True
882,61,AGN,True,Number error,"Apart from national history, there are more | contents about the history of the world. You can go to many sections such as the Asian Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",NOUN ADP DET,"Apart from national history, there are more | content about the history of the world. You can go to many sections such as the Asian Hall, Egyptian Hall, European Hall and so on. The countless fascinating things will definitely take you the whole day to appreciate. After a visit to the British Museum, you will certainly be able to put your history textbook away! ",ADJ ADP DET,AGN ADJ ADP DET,False,False
883,0,AS,True,Chinese sentence structure differs from English,"I went to your annual international art festival. Most of the events I went to were good, but I feel that the festival could be even better next year. So, I | am writing to you with some of my opinions and suggestions. I hope it might help with next year's festival. ",VERB VERB ADP,"I went to your annual international art festival. Most of the events I went to were good, but I feel that the festival could be even better next year. So, I | opinions and suggestions to you. I hope it might help with next year's festival. ",NOUN CCONJ NOUN,AS NOUN CCONJ NOUN,True,True
884,1,AS,True,Chinese sentence structure differs from English,"Therefore, she came to the river every day and talked about everything with the golden fish. They were very close friends. After half a year, the golden fish suddenly disappeared. Sara was very sad. She sat and cried by the river. Then somebody called her name: ""Sara... Sara... look at me... I'm standing on your left-hand side."" Sara remembered the golden fish. It had suddenly become human, a little boy. After a few days they got married. | They had a wonderful life together. ",PRON VERB DET,"Therefore, she came to the river every day and talked about everything with the golden fish. They were very close friends. After half a year, the golden fish suddenly disappeared. Sara was very sad. She sat and cried by the river. Then somebody called her name: ""Sara... Sara... look at me... I'm standing on your left-hand side."" Sara remembered the golden fish. It had suddenly become human, a little boy. After a few days they got married. | Both together had their wonderful life. ",DET ADV VERB,AS DET ADV VERB,False,False
885,2,W,False,Order is incorrect in Chinese and English,"The last thing is about the ticket. It was excellent to have one reasonably-priced reasonably priced weekend ticket for all events, because it is convenient and normally young people do not have a lot of money, so I hope next year the ticket will | also be like this. ",ADV VERB ADP,"The last thing is about the ticket. It was excellent to have one reasonably-priced reasonably priced weekend ticket for all events, because it is convenient and normally young people do not have a lot of money, so I hope next year the ticket will | be also like this. ",VERB ADV ADP,W VERB ADV ADP,True,False
886,3,AS,True,Chinese sentence structure differs from English,"I'm very glad to hear from you. I hope everything is ok. I'm really sorry I didn't | write back to you immediately, because I was preparing my exam at that moment, so can you forgive me? We should keep in touch with each other, because you know I'm very happy to have a friend like you. ",VERB ADV ADP,"I'm very glad to hear from you. I hope everything is ok. I'm really sorry I didn't | write you back immediately, because I was preparing my exam at that moment, so can you forgive me? We should keep in touch with each other, because you know I'm very happy to have a friend like you. ",VERB PRON ADV,AS VERB PRON ADV,True,True
887,4,ID,False,This expression doesn't exist in Chinese,"OK, just here . I look forward to hearing from you soon. | All the best and good luck. ",DET DET ADJ,"OK, just here . I look forward to hearing from you soon. | All the best wishes and good luck. ",DET DET ADJ,ID DET DET ADJ,,
888,5,W,True,Sentence could be valid in Chinese,"Moreover, the stars and artists were | from only six countries , . In my opinion, if you can invite more stars and artists from more countries, it will make the festival more exciting, more interesting, and in my opinion, some of the concert halls were too small , the . The people in there couldn't even go to the loo ! , because it was too crowded. Finally, the plays and films were wonderfully welcomed , as far as I'm concerned. If you can have more plays and films, it will have a good effect. ",ADP ADV NUM,"Moreover, the stars and artists were | only from six countries , . In my opinion, if you can invite more stars and artists from more countries, it will make the festival more exciting, more interesting, and in my opinion, some of the concert halls were too small , the . The people in there couldn't even go to the loo ! , because it was too crowded. Finally, the plays and films were wonderfully welcomed , as far as I'm concerned. If you can have more plays and films, it will have a good effect. ",ADV ADP NUM,W ADV ADP NUM,True,True
889,6,ID,False,Wrong prepositional phrase used,"Moreover, the stars and artists were from only six countries , . In my opinion, if you can invite more stars and artists from more countries, it will make the festival more exciting, more interesting, and | in my opinion, some of the concert halls were too small , the . The people in there couldn't even go to the loo ! , because it was too crowded. Finally, the plays and films were wonderfully welcomed , as far as I'm concerned. If you can have more plays and films, it will have a good effect. ",ADP DET NOUN,"Moreover, the stars and artists were from only six countries , . In my opinion, if you can invite more stars and artists from more countries, it will make the festival more exciting, more interesting, and | from my point of view, some of the concert halls were too small , the . The people in there couldn't even go to the loo ! , because it was too crowded. Finally, the plays and films were wonderfully welcomed , as far as I'm concerned. If you can have more plays and films, it will have a good effect. ",ADP DET NOUN,ID ADP DET NOUN,,
890,7,X,False,Structure differs in Chinese,"Unfortunately, Pat wasn't very good at keeping secrets. My story had already been spread the next day. Although failing in the exams wasn't really a big deal, it was awful that people kept mentioning it. I | didn't think I was going to survive after failing the exams and my best friend had been untrustworthy. But this idea was soon be put off since I noticed in the newspaper that I had won the writing competition. I couldn't believe my luck , . I was really sure that I won a return ticket to the Mediterranean Sea. During the trip, I made friends with other people who had also won the competition in their towns. They were so kind to me that we soon became good friends. For the last few days, we spent our time sightseeing and shopping. I must admit that it was the greatest time I have ever had in my life. On the last day when I was packing and getting ready to leave, I realised I had lost my passport and tickets. A horrible thought suddenly came into my mind. My bad luck had never left me. It had only hidden away from me and when there was a chance, it was going to give me a 'surprise'. ",VERB ADV VERB,"Unfortunately, Pat wasn't very good at keeping secrets. My story had already been spread the next day. Although failing in the exams wasn't really a big deal, it was awful that people kept mentioning it. I | thought I was not going to survive after failing the exams and my best friend had been untrustworthy. But this idea was soon be put off since I noticed in the newspaper that I had won the writing competition. I couldn't believe my luck , . I was really sure that I won a return ticket to the Mediterranean Sea. During the trip, I made friends with other people who had also won the competition in their towns. They were so kind to me that we soon became good friends. For the last few days, we spent our time sightseeing and shopping. I must admit that it was the greatest time I have ever had in my life. On the last day when I was packing and getting ready to leave, I realised I had lost my passport and tickets. A horrible thought suddenly came into my mind. My bad luck had never left me. It had only hidden away from me and when there was a chance, it was going to give me a 'surprise'. ",VERB PRON VERB,X VERB PRON VERB,True,False
891,8,W,True,Adjective/modifier precedes described object,"What made things even worse was that the leading actor Danny Brook did not appear on the stage at all. A second-class actor An understudy took | his place. We felt totally disappointed and cheated. After the show, I was hungry and tired. As your poster suggested, I intended to rest for a while at your restaurant. But when I got there, it had closed. In addition, the ticket office didn't offer me any discounts, as you had advertised on the poster, when I bought the ticket. ",DET NOUN PUNCT,"What made things even worse was that the leading actor Danny Brook did not appear on the stage at all. A second-class actor An understudy took | the place of him. We felt totally disappointed and cheated. After the show, I was hungry and tired. As your poster suggested, I intended to rest for a while at your restaurant. But when I got there, it had closed. In addition, the ticket office didn't offer me any discounts, as you had advertised on the poster, when I bought the ticket. ",DET NOUN ADP,W DET NOUN ADP,False,False
892,9,W,True,Adjective/modifier precedes described object,Modern technology plays an important role in our lives. I am hoping to devote myself to | its development.,DET NOUN PUNCT,Modern technology plays an important role in our lives. I am hoping to devote myself to | the development of it.,DET NOUN ADP,W DET NOUN ADP,False,False
893,10,L,True,Chinese sentence structure differs from English,"A few weeks ago, | my family and I had a holiday in London , the . The holiday wasn't too good ! Because , because ... ",DET NOUN CCONJ,"A few weeks ago, | me and my family had a holiday in London , the . The holiday wasn't too good ! Because , because ... ",PRON CCONJ DET,L PRON CCONJ DET,False,False
894,11,W,True,Sentence could be valid in Chinese,"By using the Internet we can make new pen friends overseas, and create clubs , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week | from Hong Kong to the U.K., but network , eg. e.g. E-mail . , is much faster. require Require the time The time required is only a few minutes. Now we can even create a club on Yahoo, which is free. Modern technology saves us a lot of time and brings us many benefits when we use it in the right way, but some bad way to e.g. send virus to break down network . ",ADP PROPN PROPN,"By using the Internet we can make new pen friends overseas, and create clubs , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week | to Hong Kong from the U.K., but network , eg. e.g. E-mail . , is much faster. require Require the time The time required is only a few minutes. Now we can even create a club on Yahoo, which is free. Modern technology saves us a lot of time and brings us many benefits when we use it in the right way, but some bad way to e.g. send virus to break down network . ",ADP PROPN PROPN,W ADP PROPN PROPN,False,False
895,12,AS,True,Missing article,"By using the Internet we can make new pen friends overseas, and create clubs , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week from Hong Kong to the U.K., but network , eg. e.g. E-mail . , is much faster. | The time required is only a few minutes. Now we can even create a club on Yahoo, which is free. Modern technology saves us a lot of time and brings us many benefits when we use it in the right way, but some bad way to e.g. send virus to break down network . ",DET NOUN VERB,"By using the Internet we can make new pen friends overseas, and create clubs , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week from Hong Kong to the U.K., but network , eg. e.g. E-mail . , is much faster. | the time is only a few minutes. Now we can even create a club on Yahoo, which is free. Modern technology saves us a lot of time and brings us many benefits when we use it in the right way, but some bad way to e.g. send virus to break down network . ",DET NOUN VERB,AS DET NOUN VERB,False,False
896,13,CL,False,Wordiness,"By using the Internet we can make new pen friends overseas, and create clubs , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week from Hong Kong to the U.K., but network , eg. e.g. E-mail . , is much faster. require Require the time The time required is only a few minutes. Now we can even create a club on Yahoo, which is free. Modern technology saves us a lot of time and brings us many benefits when we use it in the | right way, but some bad way to e.g. send virus to break down network . ",ADJ NOUN PUNCT,"By using the Internet we can make new pen friends overseas, and create clubs , and societies. Now a message can travel quicker and it is also worldwide . sending letters takes about a week from Hong Kong to the U.K., but network , eg. e.g. E-mail . , is much faster. require Require the time The time required is only a few minutes. Now we can even create a club on Yahoo, which is free. Modern technology saves us a lot of time and brings us many benefits when we use it in the | right correct way, but some bad way to e.g. send virus to break down network . ",ADJ ADJ NOUN,CL ADJ ADJ NOUN,,
897,14,W,True,Adjective/modifier precedes described object,"Unfortunately, Pat wasn't very good at keeping secrets. He was so kind that he couldn't resist telling Janet that she was going to be killed by Mr Brown. After doing that, Pat left the room. Janet was so nervous that she couldn't stop her heart beating quickly. She went | downstairs quietly and closed the door as soon as she went into her room. At that moment a lot of things appeared in her mind, which seemed like they had just happened yesterday. ""Why did Mr Brown want to kill me?"" she said to herself. ""I am just a servant in this castle , . I love him so much and I don't want anything from him although he is the owner of this castle."" It seemed as if a shadow came in through the window and disappeared quickly. Everything in the room was quiet except the sound of the clock, as if everything was going to die. She was so frightened and sad that she had no energy. She fell onto the floor and wept, while nobody could help her. ",ADV ADV CCONJ,"Unfortunately, Pat wasn't very good at keeping secrets. He was so kind that he couldn't resist telling Janet that she was going to be killed by Mr Brown. After doing that, Pat left the room. Janet was so nervous that she couldn't stop her heart beating quickly. She went | quietly downstairs and closed the door as soon as she went into her room. At that moment a lot of things appeared in her mind, which seemed like they had just happened yesterday. ""Why did Mr Brown want to kill me?"" she said to herself. ""I am just a servant in this castle , . I love him so much and I don't want anything from him although he is the owner of this castle."" It seemed as if a shadow came in through the window and disappeared quickly. Everything in the room was quiet except the sound of the clock, as if everything was going to die. She was so frightened and sad that she had no energy. She fell onto the floor and wept, while nobody could help her. ",ADV ADV CCONJ,W ADV ADV CCONJ,True,True
898,15,W,False,Order is incorrect in Chinese and English,"First of all, when I went and bought my ticket, there was no discount, but in your advertisement it | clearly said that discounts are available and as a result the ticket I bought was more expensive. ",ADV VERB ADP,"First of all, when I went and bought my ticket, there was no discount, but in your advertisement it | said clearly that discounts are available and as a result the ticket I bought was more expensive. ",VERB ADV ADP,W VERB ADV ADP,True,False
899,16,ID,False,This expression doesn't exist in Chinese,"In my opinion, | I think clothes will be a lot different in 100 years' time. New materials will be invented and new styles will be created either by designers or people themselves, which will lead to changes in fashion, but | in addition materials will probably still be used such as denim, which was invented ages ago in America. And people nowadays still use denim as a common material . If you walk out on to the street now, you will probably see more than half the people wearing clothes that are made of denim, which is incredibly surprising! ",ADP NOUN NOUN,"In my opinion, I think | In my opinion, clothes will be a lot different in 100 years' time. New materials will be invented and new styles will be created either by designers or people themselves, which will lead to changes in fashion, but | on the other hand materials will probably still be used such as denim, which was invented ages ago in America. And people nowadays still use denim as a common material . If you walk out on to the street now, you will probably see more than half the people wearing clothes that are made of denim, which is incredibly surprising! ",ADP DET ADJ,ID ADP DET ADJ,,
900,17,L,False,Misunderstanding of word usage/meaning,3. I also found out that the theatre restaurant was not open after the show due to the shortage of food sold . I was really hungry after the show and was | very unhappy.,ADV ADJ PUNCT,3. I also found out that the theatre restaurant was not open after the show due to the shortage of food sold . I was really hungry after the show and was | pissed off.,ADJ PART PUNCT,L ADJ PART PUNCT,True,False
901,18,AS,False,Incorrect introduction to subordinate phrase/modifier,"I thought that I would have a great time there, but I was really disappointed with that evening. You said there would be stars such as Danny Brook and Tina Truelove, whose music is my favourite, but the musicians were actually some other people whose names I had never heard of. In the advertisement for the show, you said it would begin at 19.30 , actually . Actually it | was delayed 45 minutes. The discounts on tickets that you mentioned did not exist. It made things worse that our visit to your theatre restaurant, which had already been closed because of a lack of customers, was cancelled. Really, what a letdown! ",VERB VERB NUM,"I thought that I would have a great time there, but I was really disappointed with that evening. You said there would be stars such as Danny Brook and Tina Truelove, whose music is my favourite, but the musicians were actually some other people whose names I had never heard of. In the advertisement for the show, you said it would begin at 19.30 , actually . Actually it | was 45 minutes delay. The discounts on tickets that you mentioned did not exist. It made things worse that our visit to your theatre restaurant, which had already been closed because of a lack of customers, was cancelled. Really, what a letdown! ",VERB NUM NOUN,AS VERB NUM NOUN,True,False
902,19,W,True,Adjective/modifier precedes described object,"I have been | a music enthusiast for a long time , . I used a tape player and I felt it was excellent. Today, there are multi-choices many choices , such as a discman (CD player) . , MD walkman and MP3 player, which are considered to be more portable and have a better sound quality. ",DET NOUN NOUN,"I have been | an enthusiast of music for a long time , . I used a tape player and I felt it was excellent. Today, there are multi-choices many choices , such as a discman (CD player) . , MD walkman and MP3 player, which are considered to be more portable and have a better sound quality. ",DET NOUN ADP,W DET NOUN ADP,False,False
903,20,W,True,Sentence could be valid in Chinese,"It said | in the advertisement that the singers are Danny Brook and Tina Truelove. However, there was a different, unknown actor in that. The show started late, at 20:15, which was very different from '19.30' as shown . There was no discount at all, which was in contrast with 'Discounts Available'. After the show, I wanted to have something in the theatre restaurant and found it was closed for no reason. ",ADP DET NOUN,"It said | that the singers are Danny Brook and Tina Truelove in the advertisement. However, there was a different, unknown actor in that. The show started late, at 20:15, which was very different from '19.30' as shown . There was no discount at all, which was in contrast with 'Discounts Available'. After the show, I wanted to have something in the theatre restaurant and found it was closed for no reason. ",ADP DET NOUN,W ADP DET NOUN,False,False
904,21,CL,False,Wordiness,"The world is changing every day. So, modern technology is needed to meet the requirement . Every single day, a lot of modern technology is produced and it really | affects our daily life. ",VERB DET ADJ,"The world is changing every day. So, modern technology is needed to meet the requirement . Every single day, a lot of modern technology is produced and it really | affects or changes our daily life. ",VERB CCONJ VERB,CL VERB CCONJ VERB,,
905,22,W,False,Interrogative sentence order error,"How | could you dare say ""Your perfect evening out"" in your advertisement. It was quite ridiculous! ",VERB PRON VERB,"How | dare you could say ""Your perfect evening out"" in your advertisement. It was quite ridiculous! ",VERB PRON VERB,W VERB PRON VERB,True,False
906,23,W,True,Sentence could be valid in Chinese,"Today, Pat and Lily | are still friends. But Lily never tells her what she really wants and what she really thinks about things. Pat felt very sorry about that but it was too late. ",VERB ADV NOUN,"Today, Pat and Lily | still are friends. But Lily never tells her what she really wants and what she really thinks about things. Pat felt very sorry about that but it was too late. ",ADV VERB NOUN,W ADV VERB NOUN,True,True
907,24,W,False,Sentence could be valid in Chinese,"According to your advertisement, it stars DANNY BROOK and TINA TRUELOVE, but surprisingly, was performed by a different actor of whom I | didn't even know the name. In addition, the show was supposed to start at 19:30 but it started half an hour later, at 20:15. ",VERB ADV ADV,"According to your advertisement, it stars DANNY BROOK and TINA TRUELOVE, but surprisingly, was performed by a different actor of whom I | even didn't know the name. In addition, the show was supposed to start at 19:30 but it started half an hour later, at 20:15. ",ADV VERB ADV,W ADV VERB ADV,True,False
908,25,ID,False,This expression doesn't exist in Chinese,"| To make matters worse, I had expected to get a discount on the ticket, but when I went to the ticket office, there was not any discount available. The last thing is the theatre restaurant was closed after the show, because it only opened until 9 o'clock at night. ",PART VERB NOUN,"| To make the matter worse, I had expected to get a discount on the ticket, but when I went to the ticket office, there was not any discount available. The last thing is the theatre restaurant was closed after the show, because it only opened until 9 o'clock at night. ",PART VERB DET,ID PART VERB DET,,
909,26,X,True,Phrase are equivalent in Chinese,"To make matters worse, I had expected to get a discount on the ticket, but when I went to the ticket office, there was | not any discount available. The last thing is the theatre restaurant was closed after the show, because it only opened until 9 o'clock at night. ",ADV DET NOUN,"To make matters worse, I had expected to get a discount on the ticket, but when I went to the ticket office, there was | no any discount available. The last thing is the theatre restaurant was closed after the show, because it only opened until 9 o'clock at night. ",DET DET NOUN,X DET DET NOUN,False,False
910,27,AS,True,Chinese sentence structure differs from English,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that | are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",VERB NOUN ADJ,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that | tickets have discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is no discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",NOUN VERB NOUN,AS NOUN VERB NOUN,True,True
911,28,X,False,Misunderstanding of word usage/meaning,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is | no discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",DET NOUN ADP,"How are you? I went to the musical show ""Over the Rainbow"" at your theatre last week. I have got a few things to complain about regarding your theatre. The first thing is in your note it says that you have Danny Brook in the show. But in the show, there was another actor. I was so disappointed, because I came from far away to see Danny Broke. In the note it also says that the show starts at 19:30, and so I went in at 19:25. The show started at 20:15, which means it wasted one hour of my time. The note says that are discounts available there are discounts available on tickets , but I bought my ticket and your people told me that there is | not any discount on the tickets. When the show had finished . , I decided to go and visit your theatre restaurant , . But I went there and it was closed for some reason. I was really hungry and I went to another restaurant as soon as I could. The note says that your perfect evening out, I thought I could get my money back, with your poor service and all my reasons, but it was not ask for money back . ",ADV DET NOUN,X ADV DET NOUN,True,False
912,29,W,True,Sentence could be valid in Chinese,"Science and technology can give us a better lifestyle or better food. For example, once people had to walk from one place to another, but now we can use science and technology to produce a lot of petrol-powered vehicles and we can travel | faster with them. We can also produce more and better food by using science and technology . , e.g. by using science to put all the good parts of two plants into one plant. We can also use technology to produce more food and help them grow faster. ",ADV ADP PRON,"Science and technology can give us a better lifestyle or better food. For example, once people had to walk from one place to another, but now we can use science and technology to produce a lot of petrol-powered vehicles and we can travel | with them faster. We can also produce more and better food by using science and technology . , e.g. by using science to put all the good parts of two plants into one plant. We can also use technology to produce more food and help them grow faster. ",ADP PRON ADV,W ADP PRON ADV,False,False
913,30,W,True,Sentence could be valid in Chinese,"Science and technology can give us a better lifestyle or better food. For example, once people had to walk from one place to another, but now we can use science and technology to produce a lot of petrol-powered vehicles and we can travel faster with them. We | can also produce more and better food by using science and technology . , e.g. by using science to put all the good parts of two plants into one plant. We can also use technology to produce more food and help them grow faster. ",VERB ADV VERB,"Science and technology can give us a better lifestyle or better food. For example, once people had to walk from one place to another, but now we can use science and technology to produce a lot of petrol-powered vehicles and we can travel faster with them. We | also can produce more and better food by using science and technology . , e.g. by using science to put all the good parts of two plants into one plant. We can also use technology to produce more food and help them grow faster. ",ADV VERB VERB,W ADV VERB VERB,True,True
914,31,X,False,Misunderstanding of word usage/meaning,"Science and technology can also be used to produce some materials, e.g. steel or iron, which are used in our buildings , they . They can make them stronger and | hard to destroy. ",ADJ PART VERB,"Science and technology can also be used to produce some materials, e.g. steel or iron, which are used in our buildings , they . They can make them stronger and | not easy to destroy. ",ADV ADJ PART,X ADV ADJ PART,False,True
915,32,AS,False,This expression doesn't exist in Chinese,"Science and technology can give us a lot of good things for our daily life, | making it easy for us to do things or work. ",VERB PRON ADJ,"Science and technology can give us a lot of good things for our daily life, | making us easy to do things or work. ",VERB PRON ADJ,AS VERB PRON ADJ,True,False
916,33,W,False,Order is incorrect in Chinese and English,"Shopping is enjoyable, if you are lucky. Even though I think | most of the time it is very interesting, sometimes it gets people upset. ",ADJ ADP DET,"Shopping is enjoyable, if you are lucky. Even though I think | it most of time is very interesting, sometimes it gets people upset. ",PRON ADJ ADP,W PRON ADJ ADP,False,True
917,34,W,False,Order is incorrect in Chinese and English,"Well, now before you go shopping, think again and you'll realise it won't | always be enjoyable. ",ADV VERB ADJ,"Well, now before you go shopping, think again and you'll realise it won't | be always enjoyable. ",VERB ADV ADJ,W VERB ADV ADJ,True,False
918,35,L,True,Chinese could use word in the given context,"In my opinion, women really enjoy shopping. It seems a human activity during their spare time . However, we are going to change from the traditional system to ""e-shopping"". It is new for customers. With technology they can switch on the computer and click everything they want. Therefore, it looks like a service and is also boring for the customer. I think most | men dislike shopping. They are always waiting for a long time for women to finish their shopping. ",NOUN VERB NOUN,"In my opinion, women really enjoy shopping. It seems a human activity during their spare time . However, we are going to change from the traditional system to ""e-shopping"". It is new for customers. With technology they can switch on the computer and click everything they want. Therefore, it looks like a service and is also boring for the customer. I think most | gentlemen dislike shopping. They are always waiting for a long time for women to finish their shopping. ",NOUN VERB NOUN,L NOUN VERB NOUN,True,True
919,36,CL,False,This expression doesn't exist in Chinese,"I believe that most busy people want to go shopping the | quick and easy way . Because , because they don't like waiting for payment and wasting time . Therefore, they would like to use ""e-shopping"", which is getting better for their time . ",ADJ CCONJ ADJ,"I believe that most busy people want to go shopping the | easy and quick way . Because , because they don't like waiting for payment and wasting time . Therefore, they would like to use ""e-shopping"", which is getting better for their time . ",ADJ CCONJ ADJ,CL ADJ CCONJ ADJ,,
920,37,W,False,Interrogative structure used in a non-interrogative sentence,Would you tell me how much money you will give to me and what | the weather is like in the U.S.A. Thank you for everything!,DET NOUN VERB,Would you tell me how much money you will give to me and what | is the weather like in the U.S.A. Thank you for everything!,VERB DET NOUN,W VERB DET NOUN,True,False
