,english,spanish,en_pos,es_pos
1680,"We can also accept in principle Amendment No 26, provided that the text specifies that reports be sent to the Commission by 31 March each year, and Amendment No 27, subject to the addition of a reference to the Scientific Assessment Panel under the Montreal Protocol.","También podemos aceptar en principio la enmienda 26, a condición de que el texto especifique que los informes deberán enviarse a la Comisión antes del 31 de marzo de cada año, y la enmienda 27, a condición de que se le añada una referencia al Comité Científico de Evaluación de conformidad con el Protocolo de Montreal.",PRON VERB ADV VERB ADP NOUN PROPN DET NUM PUNCT VERB ADP DET NOUN VERB ADP NOUN VERB VERB ADP DET PROPN ADP NUM PROPN DET NOUN PUNCT CCONJ PROPN DET NUM PUNCT ADJ ADP DET NOUN ADP DET NOUN ADP DET PROPN PROPN PROPN ADP DET PROPN PROPN PUNCT ,ADV AUX VERB ADP NOUN DET NOUN NUM PUNCT ADP NOUN ADP SCONJ DET NOUN VERB SCONJ DET NOUN AUX VERB ADP DET PROPN ADV ADP NUM ADP NOUN ADP DET NOUN PUNCT CCONJ DET NOUN NUM PUNCT ADP NOUN ADP SCONJ PRON PRON VERB DET NOUN ADP PROPN PROPN ADP PROPN ADP NOUN ADP DET PROPN ADP PROPN PUNCT 
1681,"Equally, the Commission can accept in principle Amendment No 32, subject to redrafting of the text specifying that any essential use for a substance banned under the Montreal Protocol will also have to be approved by the parties to that Protocol.","Asimismo, la Comisión puede aceptar en principio la enmienda 32, a condición de que vuelva a redactarse el texto para especificar que todo uso necesario de una sustancia prohibida en el Protocolo de Montreal necesitará también la aprobación de los miembros de dicho Protocolo.",ADV PUNCT DET PROPN VERB VERB ADP NOUN PROPN DET NUM PUNCT ADJ ADP VERB ADP DET NOUN VERB ADP DET ADJ NOUN ADP DET NOUN VERB ADP DET PROPN PROPN VERB ADV VERB PART VERB VERB ADP DET NOUN ADP DET PROPN PUNCT ,ADV PUNCT DET PROPN AUX VERB ADP NOUN DET NOUN NUM PUNCT ADP NOUN ADP SCONJ AUX ADP VERB DET NOUN ADP AUX SCONJ DET NOUN ADJ ADP DET NOUN ADJ ADP DET PROPN ADP PROPN VERB ADV DET NOUN ADP DET NOUN ADP ADJ PROPN PUNCT 
1682,"The Commission can accept Amendment No 31 in part and in principle, subject to redrafting that makes the text clearer.","La Comisión puede aceptar la enmienda 31 en parte y en principio, a condición de una nueva redacción que dé mayor claridad al texto.",DET PROPN VERB VERB PROPN DET NUM ADP NOUN CCONJ ADP NOUN PUNCT ADJ ADP NOUN DET VERB DET NOUN ADJ PUNCT ,DET PROPN AUX VERB DET NOUN NUM ADP NOUN CCONJ ADP NOUN PUNCT ADP NOUN ADP DET ADJ NOUN PRON VERB ADJ NOUN ADP NOUN PUNCT 
1683,"The Commission can accept the first part of Amendment No 12 and the part of Amendment No 24 that makes reference to Articles 12, 13 and 14.","La Comisión puede aceptar la primera parte de la enmienda 12 y la parte de la enmienda 24 que hace referencia a los artículos 12, 13 y 14.",DET PROPN VERB VERB DET ADJ NOUN ADP PROPN DET NUM CCONJ DET NOUN ADP PROPN DET NUM DET VERB NOUN ADP PROPN NUM PUNCT NUM CCONJ NUM PUNCT ,DET PROPN AUX VERB DET ADJ NOUN ADP DET NOUN NUM CCONJ DET NOUN ADP DET NOUN NUM PRON VERB NOUN ADP DET NOUN NUM PUNCT NUM CCONJ NUM PUNCT 
1684,"Unfortunately I have to say that the Commission cannot accept Amendment Nos 2, 3, 5, 6, 7, 8, 10, 13, 14, 16, 18, 19, 20, 21, 22, 23, 28, 30 and 34, the reference to Articles 6, 7 and 11 in Amendment No 24, and the last paragraph of Amendment No 31.","Lamentablemente debo decir que la Comisión no puede aceptar las enmiendas 2, 3, 5, 6, 7, 8, 10, 13, 14, 16, 18, 19, 20, 21, 22, 23, 28, 30 y 34, la referencia a los artículos 6, 7 y 11 en la enmienda 24 ni el último apartado de la enmienda 31.",ADV PRON VERB PART VERB ADP DET PROPN AUX ADV VERB PROPN PROPN NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM CCONJ NUM PUNCT DET NOUN ADP PROPN NUM PUNCT NUM CCONJ NUM ADP PROPN DET NUM PUNCT CCONJ DET ADJ NOUN ADP PROPN DET NUM PUNCT ,ADV AUX VERB SCONJ DET PROPN ADV AUX VERB DET NOUN NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM PUNCT NUM CCONJ NUM PUNCT DET NOUN ADP DET NOUN NUM PUNCT NUM CCONJ NUM ADP DET NOUN NUM CCONJ DET ADJ NOUN ADP DET NOUN NUM PUNCT 
1685,I am very grateful to Parliament.,Expreso mi agradecimiento al Parlamento.,PRON VERB ADV ADJ ADP PROPN PUNCT ,VERB DET NOUN ADP PROPN PUNCT 
1686,"Thank you, Commissioner, and we are very grateful to you.","Gracias, señor Comisario, le expresamos nuestro agradecimiento.",VERB PRON PUNCT PROPN PUNCT CCONJ PRON VERB ADV ADJ ADP PRON PUNCT ,NOUN PUNCT NOUN PROPN PUNCT PRON VERB DET NOUN PUNCT 
1687,(The President declared the common position approved as amended),(El Presidente declara aprobada la posición común así modificada),PUNCT DET PROPN VERB DET ADJ NOUN VERB ADP VERB PUNCT ,PUNCT DET PROPN VERB ADJ DET NOUN ADJ ADV ADJ PUNCT 
1688,"Report (A5-0075/1999) by Mr Aparicio Sánchez, on behalf of the Committee on Regional Policy, Transport and Tourism, on a proposal for a European Parliament and Council regulation (EC) on the distribution of permits for heavy goods vehicles travelling in Switzerland (COM(1999)35 - C5-0054/1999 - 1999/0022(COD))","Informe (A5-0075/1999) del Sr. Aparicio Sánchez, en nombre de la Comisión de Transportes, Política Regional y Turismo, sobre la propuesta de reglamento del Parlamento Europeo y del Consejo (CE) por el que se establece la distribución de permisos para los vehículos de transporte pesado de mercancías que circulen por Suiza (COM(1999)35 - C5-0054/1999 - 1999/0022(COD))",NOUN PUNCT PROPN PUNCT PROPN PUNCT ADP PROPN PROPN PROPN PUNCT ADP NOUN ADP DET PROPN ADP PROPN PROPN PUNCT PROPN CCONJ PROPN PUNCT ADP DET NOUN ADP DET PROPN PROPN CCONJ PROPN NOUN PUNCT PROPN PUNCT ADP DET NOUN ADP NOUN ADP ADJ NOUN NOUN VERB ADP PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PUNCT PUNCT ,PROPN PUNCT PROPN PUNCT NUM PUNCT ADP PROPN PROPN PROPN PUNCT ADP NOUN ADP DET PROPN ADP PROPN PUNCT PROPN PROPN CCONJ PROPN PUNCT ADP DET NOUN ADP NOUN ADP PROPN PROPN CCONJ ADP PROPN PUNCT PROPN PUNCT ADP DET PRON PRON VERB DET NOUN ADP NOUN ADP DET NOUN ADP NOUN ADJ ADP NOUN PRON VERB ADP PROPN PUNCT NUM PUNCT PROPN PUNCT NUM PUNCT NUM PUNCT PUNCT 
1689,(Parliament adopted the legislative resolution),(El Parlamento aprueba la resolución legislativa),PUNCT PROPN VERB DET ADJ NOUN PUNCT ,PUNCT DET PROPN VERB DET NOUN ADJ PUNCT 
1690,"Recommendation (A5-0079/1999) by Mr Bodrato, on behalf of the Committee on Industry, External Trade, Research and Energy, on the proposal for a Council decision concerning the conclusion of the agreement concerning the establishment of global technical regulations for wheeled vehicles, equipment and parts which can be fitted and/or used on wheeled vehicles (""Parallel Agreement"") (10167/1999 - COM(1999)27 - C5-0073/1999 - 1999/0011(AVC))","Recomendación (A5-0079/1999) del Sr. Bodrato, en nombre de la Comisión de Industria, Comercio Exterior, Investigación y Energía, sobre la propuesta de decisión del Consejo relativa a la celebración del Acuerdo sobre el establecimiento de reglamentos técnicos mundiales aplicables a los vehículos de ruedas y a los equipos y piezas que puedan montarse o utilizarse en dichos vehículos (""Acuerdo paralelo "") (10167/1999 - COM(1999)27 - C5-0073/1999 - 1999/0011(AVC))",NOUN PUNCT PROPN PUNCT PROPN PUNCT ADP PROPN PROPN PUNCT ADP NOUN ADP DET PROPN ADP PROPN PUNCT PROPN PROPN PUNCT PROPN CCONJ PROPN PUNCT ADP DET NOUN ADP DET PROPN NOUN VERB DET NOUN ADP DET NOUN VERB DET NOUN ADP ADJ ADJ NOUN ADP ADJ NOUN PUNCT NOUN CCONJ NOUN DET VERB VERB VERB CCONJ VERB ADP VERB NOUN PUNCT PUNCT PROPN PROPN PUNCT PUNCT PUNCT NUM PUNCT PROPN PUNCT PROPN PUNCT NUM PUNCT PROPN PUNCT PUNCT ,NOUN PUNCT PROPN PUNCT NUM PUNCT ADP PROPN PROPN PUNCT ADP NOUN ADP DET PROPN ADP PROPN PUNCT PROPN PROPN PUNCT PROPN CCONJ PROPN PUNCT ADP DET NOUN ADP NOUN ADP PROPN ADJ ADP DET NOUN ADP PROPN ADP DET NOUN ADP NOUN ADJ ADJ ADJ ADP DET NOUN ADP NOUN CCONJ ADP DET NOUN CCONJ NOUN PRON AUX VERB CCONJ VERB ADP ADJ NOUN PUNCT PUNCT NOUN ADJ PUNCT PUNCT NUM PUNCT NUM PUNCT PROPN PUNCT NUM PUNCT NUM PUNCT PUNCT 
1691,(Parliament adopted the decision),(El Parlamento aprueba la decisión),PUNCT PROPN VERB DET NOUN PUNCT ,PUNCT DET PROPN VERB DET NOUN PUNCT 
1692,"Report (A5-0092/1999) by Mr Busk, on behalf of the Committee on Fisheries, on the proposal for a Council regulation laying down certain control measures applicable in the area covered by the Convention on Future Multilateral Cooperation in the North-East Atlantic Fisheries (COM(1999) 345 - C5-0201/1999 - 1999/0138(CNS))","Informe (A5-0092/1999) del Sr. Busk, en nombre de la Comisión de Pesca, sobre la propuesta de Reglamento (CE) del Consejo por el que se establecen medidas de control aplicables en la zona del Convenio sobre la futura cooperación multilateral en los caladeros del Atlántico nororiental (COM(1999) 345 - C5-0201/1999 - 1999/0138(CNS))",NOUN PUNCT PROPN PUNCT PROPN PUNCT ADP PROPN PROPN PUNCT ADP NOUN ADP DET PROPN ADP PROPN PUNCT ADP DET NOUN ADP DET PROPN NOUN VERB PART ADJ NOUN NOUN ADJ ADP DET NOUN VERB ADP DET PROPN ADP PROPN PROPN PROPN ADP DET PROPN PUNCT PROPN PROPN PROPN PUNCT PROPN PUNCT NUM PUNCT PROPN PUNCT NUM PUNCT NUM PUNCT PUNCT ,PROPN PUNCT PROPN PUNCT NUM PUNCT ADP PROPN PROPN PUNCT ADP NOUN ADP DET PROPN ADP PROPN PUNCT ADP DET NOUN ADP PROPN PUNCT PROPN PUNCT ADP PROPN ADP DET PRON PRON VERB NOUN ADP NOUN ADJ ADP DET NOUN ADP PROPN ADP DET ADJ NOUN ADJ ADP DET NOUN ADP PROPN ADJ PUNCT PROPN PUNCT NUM PUNCT PROPN PUNCT NUM PUNCT NUM PUNCT PUNCT 
1693,(Parliament adopted the legislative resolution),(El Parlamento aprueba la resolución legislativa),PUNCT PROPN VERB DET ADJ NOUN PUNCT ,PUNCT DET PROPN VERB DET NOUN ADJ PUNCT 
1694,"Report (A5-0081/1999) by Mr Valdivielso de Cué, on behalf of the Committee on Industry, External Trade, Research and Energy, on the proposal for a Council regulation (EURATOM, EC) concerning the provision of assistance to economic reform and recovery in the New Independent States and Mongolia (COM(1998)753 - C5-0038/1999 - 1998/0368(CNS))","Informe (A5-0081/1999) del Sr. Valdivielso de Cué, en nombre de la Comisión de Industria, Comercio Exterior, Investigación y Energía, sobre la propuesta de reglamento (Euratom, CE) del Consejo relativo a la concesión de asistencia a los Nuevos Estados Independientes a Mongolia en su esfuerzo de reforma y recuperación económicas (COM(1998)753 - C5-0038/1999 - 1998/0368(CNS))",NOUN PUNCT PROPN PUNCT PROPN PUNCT ADP PROPN PROPN PROPN PROPN PUNCT ADP NOUN ADP DET PROPN ADP PROPN PUNCT PROPN PROPN PUNCT PROPN CCONJ PROPN PUNCT ADP DET NOUN ADP DET PROPN NOUN PUNCT PROPN PUNCT PROPN PUNCT VERB DET NOUN ADP NOUN ADP ADJ NOUN CCONJ NOUN ADP DET PROPN PROPN PROPN CCONJ PROPN PUNCT ADJ PUNCT PROPN PUNCT NUM PUNCT PROPN PUNCT PUNCT ,PROPN PUNCT PROPN PUNCT NUM PUNCT ADP PROPN PROPN ADP PROPN PUNCT ADP NOUN ADP DET PROPN ADP PROPN PUNCT PROPN PROPN PUNCT PROPN CCONJ PROPN PUNCT ADP DET NOUN ADP NOUN PUNCT PROPN PUNCT PROPN PUNCT ADP PROPN ADJ ADP DET NOUN ADP NOUN ADP DET ADJ PROPN PROPN ADP PROPN ADP DET NOUN ADP NOUN CCONJ NOUN ADJ PUNCT NUM PUNCT PROPN PUNCT NUM PUNCT NUM PUNCT PUNCT 
1695,"Mr President, I would like to hear the opinion of the Commission on the amendments which we have just adopted.","Señor Presidente, me gustaría conocer la opinión de la Comisión sobre las enmiendas que acabamos de aprobar.",PROPN PROPN PUNCT PRON VERB VERB PART VERB DET NOUN ADP DET PROPN ADP DET NOUN DET PRON VERB ADV VERB PUNCT ,NOUN PROPN PUNCT PRON VERB VERB DET NOUN ADP DET PROPN ADP DET NOUN PRON VERB ADP VERB PUNCT 
1696,I spoke at some length yesterday evening in the deepest hours of the night about Parliament's views on TACIS and I set out those amendments that we were able to accept.,". (EN) Anoche, a avanzadas horas de la madrugada, hablé con bastante detenimiento sobre las opiniones del Parlamento relativas a TACIS y expliqué las enmiendas que podíamos aceptar.",PRON VERB ADP DET NOUN NOUN NOUN ADP DET ADJ NOUN ADP DET NOUN ADP PROPN PART NOUN ADP PROPN CCONJ PRON VERB PART DET NOUN ADP PRON VERB ADJ PART VERB PUNCT ,PUNCT PUNCT NOUN PUNCT ADV PUNCT ADP ADJ NOUN ADP DET NOUN PUNCT VERB ADP ADV NOUN ADP DET NOUN ADP PROPN ADJ ADP PROPN CCONJ VERB DET NOUN PRON AUX VERB PUNCT 
1697,I pointed out that we agree with many of the ideas underlining the amendments Parliament has put forward.,Señalé que estamos de acuerdo con muchas de las ideas implícitas en las enmiendas presentadas por el Parlamento.,PRON VERB PART ADP PRON VERB ADP ADJ ADP DET NOUN VERB DET NOUN PROPN VERB VERB ADV PUNCT ,VERB SCONJ AUX ADP NOUN ADP PRON ADP DET NOUN ADJ ADP DET NOUN ADJ ADP DET PROPN PUNCT 
1698,I said these would be reflected in the text.,Dije que éstas estarían reflejadas en el texto.,PRON VERB DET VERB VERB VERB ADP DET NOUN PUNCT ,VERB SCONJ PRON AUX ADJ ADP DET NOUN PUNCT 
1699,"I noted that reasons of form prevented me from accepting the specific wording now advanced in many cases, but in particular I noted that we fully agreed with Amendments Nos 4, 5, 8, 22 and 32 as well as parts of Amendments Nos 1, 14 and 19.","Observé que motivos de forma me impedían aceptar la formulación específica que ahora se ha presentado en muchos casos, pero observé en particular que estamos plenamente de acuerdo con las enmiendas 4, 5, 8, 22 y 32, así como con partes de las enmiendas 1, 14 y 19.",PRON VERB ADP NOUN ADP NOUN VERB PRON ADP VERB DET ADJ NOUN ADV ADJ ADP ADJ NOUN PUNCT CCONJ ADP ADJ PRON VERB ADP PRON ADV VERB ADP PROPN PROPN NUM PUNCT NUM PUNCT NUM PUNCT NUM CCONJ NUM ADV ADV ADP NOUN ADP PROPN PROPN NUM PUNCT NUM CCONJ NUM PUNCT ,AUX SCONJ NOUN ADP NOUN PRON VERB VERB DET NOUN ADJ PRON ADV PRON AUX VERB ADP DET NOUN PUNCT CCONJ VERB ADP NOUN SCONJ AUX ADV ADP NOUN ADP DET NOUN NUM PUNCT NUM PUNCT NUM PUNCT NUM CCONJ NUM PUNCT ADV SCONJ ADP NOUN ADP DET NOUN NUM PUNCT NUM CCONJ NUM PUNCT 
1700,I should like to make one point which I hope Parliament will take in good faith.,Quisiera hacer una observación que espero que el Parlamento acepte de buen grado.,PRON VERB VERB PART VERB NUM NOUN DET PRON VERB PROPN VERB VERB PART ADJ NOUN PUNCT ,VERB VERB DET NOUN PRON VERB SCONJ DET PROPN VERB ADP ADJ NOUN PUNCT 
1701,"The conclusions of the European Council at the weekend met the sort of views that were being expressed in this Parliament the last time we debated Russia and Chechnya, at the last part-session.","Las conclusiones del Consejo Europeo del fin de semana se ajustaron al tipo de opiniones que expresó este Parlamento la última vez que debatimos sobre Rusia y Chechenia, en el anterior período parcial de sesiones.",DET NOUN ADP DET PROPN PROPN ADP DET NOUN VERB DET NOUN ADP NOUN DET VERB VERB VERB ADP DET PROPN DET ADJ NOUN PRON VERB PROPN CCONJ PROPN PUNCT ADP DET ADJ NOUN PUNCT NOUN PUNCT ,DET NOUN ADP PROPN PROPN ADP NOUN ADP NOUN PRON VERB ADP NOUN ADP NOUN PRON VERB DET PROPN DET ADJ NOUN PRON VERB ADP PROPN CCONJ PROPN PUNCT ADP DET ADJ NOUN ADJ ADP NOUN PUNCT 
1702,"We have proposed a way of taking TACIS forward which does not penalise other countries and which makes a distinction between the development of democracy and human rights, on the one hand, and other programmes, on the other.","Hemos propuesto un modo de impulsar el programa TACIS que no penalice a otros países, que permita hacer una distinción entre el avance de la democracia y los derechos humanos, por un lado, y otros programas, por otro.",PRON VERB VERB DET NOUN ADP VERB PROPN ADV DET VERB ADV VERB ADJ NOUN CCONJ DET VERB DET NOUN ADP DET NOUN ADP NOUN CCONJ ADJ NOUN PUNCT ADP DET NUM NOUN PUNCT CCONJ ADJ NOUN PUNCT ADP DET ADJ PUNCT ,AUX VERB DET NOUN ADP VERB DET NOUN PROPN PRON ADV VERB ADP DET NOUN PUNCT PRON VERB VERB DET NOUN ADP DET NOUN ADP DET NOUN CCONJ DET NOUN NOUN PUNCT ADP DET NOUN PUNCT CCONJ DET NOUN PUNCT ADP PRON PUNCT 
1703,We are not talking about suspending TACIS.,No estamos hablando de interrumpir TACIS.,PRON VERB ADV VERB ADP VERB PROPN PUNCT ,ADV AUX VERB ADP VERB PROPN PUNCT 
1704,We are talking about targeting TACIS on those areas of activity which we think we should still be sustaining.,Estamos hablando de enfocar TACIS hacia los ámbitos de actividad que consideramos que debemos seguir apoyando.,PRON VERB VERB ADP VERB PROPN ADP DET NOUN ADP NOUN DET PRON VERB PRON VERB ADV VERB VERB PUNCT ,AUX VERB ADP VERB PROPN ADP DET NOUN ADP NOUN PRON VERB SCONJ AUX AUX VERB PUNCT 
1705,"It is a sensible message for this Parliament, the Commission and the European Union to be sending.","Es un mensaje sensato que deben transmitir este Parlamento, la Comisión y la Unión Europea.",PRON VERB DET ADJ NOUN ADP DET PROPN PUNCT DET PROPN CCONJ DET PROPN PROPN PART VERB VERB PUNCT ,AUX DET NOUN ADJ PRON AUX VERB DET PROPN PUNCT DET PROPN CCONJ DET PROPN PROPN PUNCT 
1706,"We can make this work, though as I say there are one or two problems with precise wordings that we will want to come back to.","Podemos realizar este trabajo, aunque como digo, existe algún que otro problema relativo a la redacción precisa sobre el que deseamos volver.",PRON VERB VERB DET NOUN PUNCT ADP ADP PRON VERB ADV VERB NUM CCONJ NUM NOUN ADP ADJ NOUN ADP PRON VERB VERB PART VERB ADV ADP PUNCT ,AUX VERB DET NOUN PUNCT SCONJ SCONJ VERB PUNCT VERB PRON SCONJ DET NOUN ADJ ADP DET NOUN ADJ ADP DET PRON VERB VERB PUNCT 
1707,"Mr President, the Commission' s reply seems very reasonable and I have no objections.","Señor Presidente, la respuesta de la Comisión me parece muy razonable y no tengo nada que objetar.",PROPN PROPN PUNCT DET PROPN PART PART NOUN VERB ADV ADJ CCONJ PRON VERB DET NOUN PUNCT ,NOUN PROPN PUNCT DET NOUN ADP DET PROPN PRON AUX ADV ADJ CCONJ ADV VERB PRON PRON VERB PUNCT 
1708,(Parliament adopted the resolution),(El Parlamento aprueba la resolución),PUNCT PROPN VERB DET NOUN PUNCT ,PUNCT DET PROPN VERB DET NOUN PUNCT 
1709,"Motion for resolution (B5-0316/1999) tabled by Ms Caullery and others, on behalf of the UEN Group, on the WTO Millennium Round","Propuesta de resolución (B5-0316/1999) presentada por la Sra. Caullery, entre otros, en nombre del Grupo UEN sobre la Ronda del Milenio de la OMC",NOUN ADP NOUN PUNCT PROPN PUNCT PROPN PUNCT VERB ADP PROPN PROPN CCONJ NOUN PUNCT ADP NOUN ADP DET PROPN PROPN PUNCT ADP DET PROPN PROPN PROPN ,NOUN ADP NOUN PUNCT PROPN PUNCT NUM PUNCT ADJ ADP DET PROPN PROPN PUNCT ADP PRON PUNCT ADP NOUN ADP PROPN PROPN ADP DET PROPN ADP PROPN ADP DET PROPN 
1710,(Parliament rejected the motion for resolution),(El Parlamento rechaza la propuesta de resolución),PUNCT PROPN VERB DET NOUN ADP NOUN PUNCT ,PUNCT DET PROPN VERB DET NOUN ADP NOUN PUNCT 
1711,Joint motion for resolution on the Third Ministerial Conference of the World Trade Organisation in Seattle,Propuesta de resolución común sobre la tercera reunión de ministros de la Organización Mundial del Comercio celebrada en Seattle,ADJ NOUN ADP NOUN ADP DET PROPN PROPN PROPN ADP DET PROPN PROPN PROPN ADP PROPN ,NOUN ADP NOUN ADJ ADP DET ADJ NOUN ADP NOUN ADP DET PROPN PROPN ADP PROPN ADJ ADP PROPN 
1712,(Parliament adopted the joint resolution),(El Parlamento aprueba la resolución común),PUNCT PROPN VERB DET ADJ NOUN PUNCT ,PUNCT DET PROPN VERB DET NOUN ADJ PUNCT 
1713,"Motion for a resolution (B5-0313/1999) by Mrs Jackson, on behalf of the Committee on the Environment, Public Health and Consumer Policy, on the follow-up to Parliament's opinion on genetically modified food labelling","Propuesta de resolución (B5-0313/1999) de la Sra. Jackson, en nombre de la Comisión de Medio Ambiente, Salud Pública y Política del Consumidor, sobre el etiquetado de los productos alimenticios producidos a partir de organismos genéticamente modificados",NOUN ADP DET NOUN PUNCT PROPN PUNCT PROPN PUNCT ADP PROPN PROPN PUNCT ADP NOUN ADP DET PROPN ADP DET PROPN PUNCT PROPN PROPN CCONJ PROPN PROPN PUNCT ADP DET NOUN PUNCT NOUN ADP PROPN PART NOUN ADP ADV VERB NOUN NOUN ,NOUN ADP NOUN PUNCT PROPN PUNCT NUM PUNCT ADP DET PROPN PROPN PUNCT ADP NOUN ADP DET PROPN ADP PROPN PROPN PUNCT PROPN PROPN CCONJ PROPN ADP PROPN PUNCT ADP DET NOUN ADP DET NOUN ADJ ADJ ADP NOUN ADP NOUN ADV ADJ 
1714,(Parliament adopted the resolution),(El Parlamento aprueba la resolución),PUNCT PROPN VERB DET NOUN PUNCT ,PUNCT DET PROPN VERB DET NOUN PUNCT 
1715,Joint motion for resolution on Chechnya,Propuesta de resolución común sobre Chechenia,ADJ NOUN ADP NOUN ADP PROPN ,NOUN ADP NOUN ADJ ADP PROPN 
1716,Mr President. I should like to table an oral amendment with regard to recital C on my behalf and on behalf of the Members with whom we negotiated this joint motion.,"Señor Presidente, quería presentar, también en nombre de los colegas con los que hemos debatido esta enmienda de transacción, una enmienda oral al considerando C. La versión alemana dice: ""in Anerkennung"".",PROPN PROPN PUNCT PRON VERB VERB PART NOUN DET ADJ NOUN ADP NOUN PART VERB NOUN ADP DET NOUN CCONJ ADP NOUN ADP DET NOUN ADP PRON PRON VERB DET ADJ NOUN PUNCT ,NOUN PROPN PUNCT VERB VERB PUNCT ADV ADP NOUN ADP DET NOUN ADP DET PRON AUX VERB DET NOUN ADP NOUN PUNCT DET NOUN ADJ ADP VERB PROPN DET PROPN ADJ VERB PUNCT PUNCT ADP PROPN PUNCT PUNCT 
1717,"The German version says ""in acknowledgement of"" . We move that this be amended to ""in the knowledge of"" .","Queríamos sustituir esta expresión por ""in Kenntnis"" .",DET ADJ NOUN VERB PUNCT ADP NOUN ADP PUNCT PUNCT PRON VERB ADP DET VERB VERB ADP PUNCT ADP DET NOUN ADP PUNCT PUNCT ,VERB VERB DET NOUN ADP PUNCT ADP PROPN PUNCT PUNCT 
1718,That is the only oral amendment which I wish to table.,Es la única enmienda oral que deseo proponer.,DET VERB DET ADJ ADJ NOUN DET PRON VERB ADP NOUN PUNCT ,AUX DET ADJ NOUN ADJ PRON VERB VERB PUNCT 
1719,"Mr President, I raised this issue before, at the other sitting.","Señor Presidente, ya en otro período de sesiones planteé este problema.",PROPN PROPN PUNCT PRON VERB DET NOUN ADV PUNCT ADP DET ADJ NOUN PUNCT ,NOUN PROPN PUNCT ADV ADP DET NOUN ADP NOUN VERB DET NOUN PUNCT 
1720,I do not think that we have the correct procedural conditions for voting on this motion for a resolution.,Considero que no estamos en condiciones reglamentarias de votar esta propuesta de resolución.,PRON VERB ADV VERB ADP PRON VERB DET ADJ ADJ NOUN ADP VERB ADP DET NOUN ADP DET NOUN PUNCT ,VERB SCONJ ADV AUX ADP NOUN ADJ ADP VERB DET NOUN ADP NOUN PUNCT 
1721,"The Rules of Procedure clearly state, in Rule 115, that texts must be made available 24 hours in advance.","El Reglamento declara claramente, en el artículo 115, que los textos deben estar disponibles con 24 horas de antelación.",DET PROPN ADP PROPN ADV NOUN PUNCT ADP PROPN NUM PUNCT ADP NOUN VERB VERB VERB ADJ NUM NOUN ADP NOUN PUNCT ,DET PROPN VERB ADV PUNCT ADP DET NOUN NUM PUNCT SCONJ DET NOUN AUX AUX ADJ ADP NUM NOUN ADP NOUN PUNCT 
1722,This is a decision for which it will be difficult to achieve a balance.,Se trata de una deliberación en la que es necesario conseguir un equilibrio difícil.,DET VERB DET NOUN ADP DET PRON VERB VERB ADJ PART VERB DET NOUN PUNCT ,PRON VERB ADP DET NOUN ADP DET PRON AUX ADJ VERB DET NOUN ADJ PUNCT 
1723,I draw your attention for example to clause f).,"Señalo, por ejemplo, a la atención de Sus Señorías el considerando f).",PRON VERB DET NOUN ADP NOUN PART NOUN X PUNCT PUNCT ,VERB PUNCT ADP NOUN PUNCT ADP DET NOUN ADP DET PROPN DET NOUN CCONJ PUNCT PUNCT 
1724,"The very broad deadlines which follow do not allow some Members to make suggestions for amendments and I would therefore suggest that we postpone the vote on this resolution until tomorrow and that a new deadline is set, which would be an attempt at a compromise, just until the end of the day, for the presentation of proposals for amendment.","Los apretadísimos plazos que se han seguido no permiten a algunos diputados presentar propuestas de enmiendas y, por tanto, quisiera proponer que dejáramos la votación de esta resolución para mañana y se concediera un nuevo plazo, que sería un intento de avenencia, hasta el final del día, para la presentación de propuestas de enmiendas.",DET ADV ADJ NOUN DET VERB VERB ADV VERB DET NOUN PART VERB NOUN ADP NOUN CCONJ PRON VERB ADV VERB ADP PRON VERB DET NOUN ADP DET NOUN ADP NOUN CCONJ ADP DET ADJ NOUN VERB VERB PUNCT DET VERB VERB DET NOUN ADP DET NOUN PUNCT ADV ADP DET NOUN ADP DET NOUN PUNCT ADP DET NOUN ADP NOUN ADP NOUN PUNCT ,DET NOUN NOUN PRON PRON AUX VERB ADV VERB ADP DET NOUN VERB NOUN ADP NOUN CCONJ PUNCT ADP NOUN PUNCT VERB AUX SCONJ VERB DET NOUN ADP DET NOUN ADP ADV CCONJ PRON VERB DET ADJ NOUN PUNCT PRON AUX DET NOUN ADP NOUN PUNCT ADP DET NOUN ADP NOUN PUNCT ADP DET NOUN ADP NOUN ADP NOUN PUNCT 
