,incorrect_trigram_poss,error_type,count
39,ADJ PUNCT PROPN,DY,1
40,ADJ PUNCT VERB,FA,1
41,ADJ PUNCT VERB,U,1
42,ADJ PUNCT _,DN,1
43,ADJ PUNCT _,DY,1
44,ADJ PUNCT _,M,1
45,ADJ PUNCT _,MT,1
46,ADJ PUNCT _,MV,1
49,ADJ PUNCT _,SX,1
50,ADJ VERB ADP,UY,1
53,ADJ VERB ADV,R,1
54,ADJ VERB DET,SX,1
55,ADJ VERB NOUN,MP,1
57,ADJ VERB PUNCT,DY,1
58,ADJ VERB PUNCT,L,1
59,ADJ VERB PUNCT,R,1
31,ADJ PUNCT DET,DY,1
30,ADJ PUNCT DET,DN,1
29,ADJ PUNCT CCONJ,S,1
15,ADJ ADP VERB,S,1
2,ADJ ADP DET,DJ,1
3,ADJ ADP DET,DY,1
5,ADJ ADP DET,M,1
6,ADJ ADP DET,MY,1
7,ADJ ADP DET,RY,1
9,ADJ ADP NOUN,DY,1
10,ADJ ADP NOUN,MP,1
11,ADJ ADP NOUN,S,1
12,ADJ ADP NUM,M,1
14,ADJ ADP VERB,R,1
16,ADJ ADV ADJ,AGN,1
28,ADJ PUNCT CCONJ,DN,1
17,ADJ ADV VERB,S,1
19,ADJ DET PRON,IN,1
20,ADJ DET VERB,R,1
21,ADJ INTJ ADP,RP,1
22,ADJ PUNCT ADJ,MD,1
23,ADJ PUNCT ADJ,MY,1
24,ADJ PUNCT ADP,DY,1
25,ADJ PUNCT ADP,FJ,1
26,ADJ PUNCT ADP,RJ,1
27,ADJ PUNCT ADV,SX,1
60,ADJ VERB VERB,DN,1
61,ADP ADP NOUN,ID,1
62,ADP ADP NOUN,R,1
127,ADP DET PROPN,MP,1
100,ADP DET DET,MP,1
101,ADP DET DET,W,1
102,ADP DET NOUN,AS,1
108,ADP DET NOUN,MT,1
118,ADP DET NOUN,UY,1
120,ADP DET NUM,ID,1
121,ADP DET NUM,RT,1
124,ADP DET PRON,R,1
125,ADP DET PRON,U,1
126,ADP DET PRON,UT,1
128,ADP DET PROPN,MY,1
98,ADP DET ADV,R,1
129,ADP DET VERB,U,1
130,ADP DET VERB,UT,1
131,ADP NOUN ADJ,UT,1
132,ADP NOUN ADP,AGD,1
134,ADP NOUN ADP,MA,1
137,ADP NOUN ADP,RT,1
138,ADP NOUN ADP,SX,1
140,ADP NOUN ADP,W,1
141,ADP NOUN ADV,RT,1
143,ADP NOUN CCONJ,RT,1
99,ADP DET DET,ID,1
97,ADP DET ADV,ID,1
63,ADP ADP NOUN,RT,1
77,ADP ADV PUNCT,R,1
65,ADP ADV ADJ,R,1
66,ADP ADV ADP,SX,1
68,ADP ADV CCONJ,MV,1
69,ADP ADV CCONJ,U,1
70,ADP ADV NOUN,U,1
71,ADP ADV PART,W,1
72,ADP ADV PRON,MY,1
73,ADP ADV PRON,R,1
74,ADP ADV PRON,U,1
76,ADP ADV PUNCT,MA,1
79,ADP ADV PUNCT,U,1
96,ADP DET ADP,W,1
80,ADP ADV VERB,MY,1
81,ADP ADV VERB,RA,1
82,ADP ADV VERB,W,1
83,ADP CCONJ PRON,UT,1
86,ADP DET ADJ,MC,1
87,ADP DET ADJ,MN,1
89,ADP DET ADJ,MV,1
91,ADP DET ADJ,RT,1
94,ADP DET ADJ,W,1
95,ADP DET ADP,UT,1
301,ADV PUNCT PRON,R,1
302,ADV PUNCT PRON,RY,1
304,ADV PUNCT _,DJ,1
485,NOUN ADP ADP,RP,1
539,NOUN ADP PRON,FV,1
541,NOUN ADP PRON,MJ,1
544,NOUN ADP PRON,MT,1
548,NOUN ADP PRON,RQ,1
550,NOUN ADP PRON,SX,1
551,NOUN ADP PRON,TV,1
552,NOUN ADP PRON,UN,1
553,NOUN ADP PROPN,AGN,1
556,NOUN ADP PROPN,MD,1
558,NOUN ADP PROPN,MQ,1
560,NOUN ADP PROPN,S,1
561,NOUN ADP PROPN,UN,1
563,NOUN ADP PUNCT,AGN,1
564,NOUN ADP PUNCT,S,1
565,NOUN ADP VERB,FN,1
566,NOUN ADP VERB,ID,1
568,NOUN ADP VERB,S,1
569,NOUN ADP VERB,UN,1
570,NOUN ADP X,S,1
571,NOUN ADV ADJ,AGN,1
572,NOUN ADV ADJ,IQ,1
575,NOUN ADV ADP,CN,1
576,NOUN ADV ADP,DV,1
1,ADJ ADP ADJ,RJ,1
535,NOUN ADP NUM,SX,1
534,NOUN ADP NUM,RP,1
513,NOUN ADP NOUN,DY,1
487,NOUN ADP ADV,FV,1
488,NOUN ADP ADV,MD,1
495,NOUN ADP DET,L,1
498,NOUN ADP DET,MN,1
501,NOUN ADP DET,MY,1
502,NOUN ADP DET,R,1
503,NOUN ADP DET,RN,1
507,NOUN ADP DET,TV,1
508,NOUN ADP DET,UA,1
512,NOUN ADP NOUN,DJ,1
515,NOUN ADP NOUN,FV,1
533,NOUN ADP NUM,CN,1
516,NOUN ADP NOUN,ID,1
517,NOUN ADP NOUN,IQ,1
518,NOUN ADP NOUN,M,1
522,NOUN ADP NOUN,MT,1
524,NOUN ADP NOUN,RJ,1
526,NOUN ADP NOUN,RP,1
528,NOUN ADP NOUN,TV,1
529,NOUN ADP NOUN,U,1
530,NOUN ADP NOUN,UQ,1
532,NOUN ADP NUM,AGN,1
578,NOUN ADV ADP,TV,1
581,NOUN CCONJ DET,CN,1
583,NOUN CCONJ DET,M,1
632,NOUN PUNCT ADV,MJ,1
617,NOUN PUNCT ADP,FN,1
620,NOUN PUNCT ADP,MP,1
621,NOUN PUNCT ADP,MT,1
622,NOUN PUNCT ADP,R,1
623,NOUN PUNCT ADP,RN,1
624,NOUN PUNCT ADP,RP,1
625,NOUN PUNCT ADP,S,1
626,NOUN PUNCT ADP,SX,1
630,NOUN PUNCT ADV,IJ,1
631,NOUN PUNCT ADV,MD,1
633,NOUN PUNCT ADV,MP,1
613,NOUN PROPN PUNCT,FN,1
634,NOUN PUNCT ADV,MQ,1
635,NOUN PUNCT ADV,RP,1
639,NOUN PUNCT CCONJ,FN,1
640,NOUN PUNCT CCONJ,FV,1
641,NOUN PUNCT CCONJ,IJ,1
642,NOUN PUNCT CCONJ,IV,1
644,NOUN PUNCT CCONJ,MP,1
645,NOUN PUNCT CCONJ,MQ,1
647,NOUN PUNCT CCONJ,RN,1
652,NOUN PUNCT DET,DN,1
614,NOUN PROPN PUNCT,W,1
612,NOUN PRON PUNCT,FV,1
584,NOUN CCONJ DET,MD,1
599,NOUN DET NOUN,MT,1
585,NOUN CCONJ DET,MP,1
586,NOUN CCONJ DET,S,1
587,NOUN CCONJ DET,W,1
589,NOUN CCONJ PRON,FN,1
590,NOUN CCONJ PRON,MD,1
591,NOUN CCONJ PRON,MQ,1
592,NOUN CCONJ PRON,RN,1
593,NOUN CCONJ PRON,RP,1
594,NOUN CCONJ PRON,S,1
596,NOUN DET NOUN,AGV,1
600,NOUN DET NOUN,R,1
611,NOUN PRON PART,TV,1
601,NOUN DET NOUN,RP,1
602,NOUN DET NOUN,UN,1
603,NOUN DET NOUN,W,1
604,NOUN NUM NOUN,S,1
605,NOUN PRON ADP,MP,1
606,NOUN PRON ADP,MT,1
607,NOUN PRON ADV,MD,1
608,NOUN PRON AUX,FN,1
609,NOUN PRON CCONJ,DV,1
610,NOUN PRON CCONJ,FV,1
486,NOUN ADP ADV,DJ,1
483,NOUN ADP ADP,DJ,1
305,ADV PUNCT _,DY,1
482,NOUN ADP ADP,AGN,1
346,DET DET VERB,U,1
347,DET DET VERB,UA,1
348,DET NOUN ADJ,MP,1
349,DET NOUN ADJ,MY,1
351,DET NOUN ADJ,S,1
352,DET NOUN ADP,ID,1
354,DET NOUN ADP,MA,1
355,DET NOUN ADP,MP,1
358,DET NOUN ADP,MY,1
360,DET NOUN ADP,RD,1
365,DET NOUN ADP,W,1
368,DET NOUN ADV,MV,1
369,DET NOUN ADV,MY,1
371,DET NOUN ADV,RP,1
372,DET NOUN ADV,RQ,1
374,DET NOUN ADV,W,1
375,DET NOUN CCONJ,M,1
378,DET NOUN CCONJ,MV,1
379,DET NOUN CCONJ,MY,1
383,DET NOUN DET,MP,1
387,DET NOUN DET,UD,1
389,DET NOUN NOUN,M,1
390,DET NOUN NOUN,MD,1
345,DET DET VERB,RA,1
344,DET DET NOUN,X,1
340,DET DET NOUN,UC,1
319,CCONJ DET NOUN,MV,1
307,ADV PUNCT _,MP,1
308,ADV PUNCT _,R,1
309,ADV PUNCT _,RJ,1
311,ADV PUNCT _,S,1
312,ADV PUNCT _,UT,1
314,CCONJ ADJ PUNCT,R,1
315,CCONJ ADP ADJ,UC,1
316,CCONJ ADP SYM,R,1
317,CCONJ ADV NOUN,MN,1
318,CCONJ ADV VERB,R,1
320,CCONJ DET NOUN,UC,1
339,DET DET NOUN,SX,1
323,CCONJ PRON VERB,MT,1
324,CCONJ PRON VERB,MY,1
325,CCONJ PRON VERB,R,1
328,CCONJ PROPN PROPN,MV,1
329,DET ADP NOUN,DA,1
330,DET ADP NOUN,R,1
331,DET ADV ADV,RA,1
332,DET ADV NOUN,R,1
333,DET DET NOUN,ID,1
335,DET DET NOUN,MN,1
397,DET NOUN PART,MT,1
399,DET NOUN PART,U,1
401,DET NOUN PRON,AGQ,1
466,NOUN ADJ ADP,AGN,1
455,DET VERB ADP,UQ,1
456,DET VERB PUNCT,DA,1
457,DET VERB PUNCT,RA,1
458,DET VERB PUNCT,RY,1
459,DET VERB PUNCT,SX,1
460,INTJ ADP DET,DJ,1
461,INTJ ADP PRON,DJ,1
462,INTJ ADV ADV,RY,1
463,INTJ NOUN VERB,SA,1
464,INTJ PRON VERB,RT,1
467,NOUN ADJ ADP,IY,1
452,DET VERB ADP,DA,1
468,NOUN ADJ ADP,MP,1
469,NOUN ADJ ADP,SX,1
470,NOUN ADJ CCONJ,MT,1
471,NOUN ADJ PART,W,1
474,NOUN ADJ PUNCT,S,1
476,NOUN ADP ADJ,DJ,1
477,NOUN ADP ADJ,FN,1
478,NOUN ADP ADJ,MD,1
480,NOUN ADP ADJ,MQ,1
481,NOUN ADP ADJ,TV,1
453,DET VERB ADP,MP,1
450,DET PROPN PUNCT,MT,1
408,DET NOUN PRON,W,1
429,DET NOUN VERB,MA,1
409,DET NOUN PRON,X,1
410,DET NOUN PROPN,W,1
411,DET NOUN PUNCT,AGQ,1
413,DET NOUN PUNCT,MP,1
422,DET NOUN PUNCT,U,1
423,DET NOUN PUNCT,UA,1
425,DET NOUN PUNCT,UQ,1
426,DET NOUN VERB,AS,1
427,DET NOUN VERB,DA,1
428,DET NOUN VERB,M,1
430,DET NOUN VERB,MC,1
449,DET PROPN PRON,RD,1
432,DET NOUN VERB,MT,1
433,DET NOUN VERB,MV,1
436,DET NOUN VERB,RQ,1
437,DET NOUN VERB,U,1
440,DET NOUN VERB,X,1
441,DET NUM NOUN,UD,1
445,DET PRON VERB,UA,1
446,DET PRON VERB,UC,1
447,DET PRON VERB,W,1
448,DET PROPN ADP,MT,1
1075,_ _ _,M,1
