,Unnamed: 0,error_type,Negative transfer?,Likely reason for mistake,correct_sentence,correct_trigram_ud,incorrect_sentence,incorrect_trigram_ud,nlt,result
298,50,RN,True,English words map to the same Chinese word,"You often enter a shop and see people everywhere so you have to squeeze yourself through the | aisles to take a look at a product. After long hours of hesitation, you decide to buy a product but discover that it is overpriced. Frustrated, you nevertheless pick something cheaper and advance towards the cashiers. There, you find an enormous queue waiting for you but you still have to stand up even though your tired legs demand a seat. It is finally your turn and you reluctantly hand the money over to the hypocritical cashier. ",NOUN PART VERB,"You often enter a shop and see people everywhere so you have to squeeze yourself through the | alleys to take a look at a product. After long hours of hesitation, you decide to buy a product but discover that it is overpriced. Frustrated, you nevertheless pick something cheaper and advance towards the cashiers. There, you find an enormous queue waiting for you but you still have to stand up even though your tired legs demand a seat. It is finally your turn and you reluctantly hand the money over to the hypocritical cashier. ",NOUN PART VERB,,
299,51,RN,False,Equivalent word exists but is not used,"Dear | Ms Helen Ryan, ",PROPN PROPN PROPN,"Dear | Madam Helen Ryan, ",PROPN PROPN PROPN,,
300,52,RN,True,Both the incorrect and corrected terms could be used,"Frankly, I like to shop. Of course not because of buying things . I like to go window shopping that is good to go around the shopping | centre. It helps you keep up to date . With what with what fashion is in now. ",NOUN PUNCT PRON,"Frankly, I like to shop. Of course not because of buying things . I like to go window shopping that is good to go around the shopping | area. It helps you keep up to date . With what with what fashion is in now. ",NOUN PUNCT PRON,,
301,53,RN,True,English words map to the same Chinese word,"But , during any peak season, like Christmas , holidays or even during weekends . Then , then I can say I definitely don't feel it is enjoyable . Because , because of the crowds. For me I think , it is not shopping but a kind of suffering . Especially , especially , queuing up for twenty minutes just to pay or waiting for the salesgirl to get the right size . So sometimes I don't think shopping is enjoyable, and if there is any big | holiday, I would rather stay at home and watch television. ",NOUN PUNCT PRON,"But , during any peak season, like Christmas , holidays or even during weekends . Then , then I can say I definitely don't feel it is enjoyable . Because , because of the crowds. For me I think , it is not shopping but a kind of suffering . Especially , especially , queuing up for twenty minutes just to pay or waiting for the salesgirl to get the right size . So sometimes I don't think shopping is enjoyable, and if there is any big | festival, I would rather stay at home and watch television. ",NOUN PUNCT PRON,,
302,54,RN,True,Using the action noun instead of product noun,"Taking | photograph during the holiday is a very good memory for me, and I can share my adventures with my friends. So while I am at the Camp I want to take a lot of photographs and climb a mountain. Fresh-air Fresh air , flowers and meeting some interesting people while you are climbing you have . By the way, I wonder if I need a lot of money and what kind of clothes I should bring. Finally, thanks for giving me this opportunity. I look forward to hearing from you. ",NOUN ADP DET,"Taking | photography during the holiday is a very good memory for me, and I can share my adventures with my friends. So while I am at the Camp I want to take a lot of photographs and climb a mountain. Fresh-air Fresh air , flowers and meeting some interesting people while you are climbing you have . By the way, I wonder if I need a lot of money and what kind of clothes I should bring. Finally, thanks for giving me this opportunity. I look forward to hearing from you. ",NOUN ADP DET,,
303,55,RN,True,Using the action noun instead of product noun,"Taking photographs during the holiday is a very good memory for me, and I can share my adventures with my friends. So while I am at the Camp I want to take a lot of | photographs and climb a mountain. Fresh-air Fresh air , flowers and meeting some interesting people while you are climbing you have . By the way, I wonder if I need a lot of money and what kind of clothes I should bring. Finally, thanks for giving me this opportunity. I look forward to hearing from you. ",NOUN CCONJ VERB,"Taking photographs during the holiday is a very good memory for me, and I can share my adventures with my friends. So while I am at the Camp I want to take a lot of | photography and climb a mountain. Fresh-air Fresh air , flowers and meeting some interesting people while you are climbing you have . By the way, I wonder if I need a lot of money and what kind of clothes I should bring. Finally, thanks for giving me this opportunity. I look forward to hearing from you. ",NOUN CCONJ VERB,,
304,56,RN,True,Both the incorrect and corrected terms could be used,"However, shopping has pros and cons , it . It depends on personal | taste. I enjoy shopping very much , it . It can help me know what's going on in the world. But it is a good idea to have a break during the shopping trip, then you won't feel so tired. ",NOUN PUNCT PRON,"However, shopping has pros and cons , it . It depends on personal | thinking. I enjoy shopping very much , it . It can help me know what's going on in the world. But it is a good idea to have a break during the shopping trip, then you won't feel so tired. ",NOUN PUNCT PRON,,
305,57,RN,False,Equivalent word exists but is not used,"I am pretty good at painting. I have won several prizes in the competitions which were held by my college. On the other hand, I started to play tennis at the age of six. Tennis is my favourite | sport. So I would like to do these two activities while I am at the Camp. ",NOUN PUNCT ADV,"I am pretty good at painting. I have won several prizes in the competitions which were held by my college. On the other hand, I started to play tennis at the age of six. Tennis is my favourite | event . So I would like to do these two activities while I am at the Camp. ",NOUN PUNCT ADV,,
306,58,RN,True,English words map to the same Chinese word,"Shopping , is becoming a popular way of killing time nowadays. In some people's opinion, shopping and spending money is a kind of | amusement and they can even get self-satisfaction satisfaction from it. ",NOUN CCONJ PRON,"Shopping , is becoming a popular way of killing time nowadays. In some people's opinion, shopping and spending money is a kind of | fun and they can even get self-satisfaction satisfaction from it. ",NOUN CCONJ PRON,,
307,59,RN,False,Spelling error,I like doing sports. I would like to play basketball and golf when I am at the Camp. I play basketball a lot and I am a member of our college | team. But I am not very good at golf.,NOUN PUNCT CCONJ,I like doing sports. I would like to play basketball and golf when I am at the Camp. I play basketball a lot and I am a member of our college | term. But I am not very good at golf.,NOUN PUNCT CCONJ,,
308,60,RN,False,Spelling error,"About the activities, I chose swimming and climbing. I am in the swimming | team at school and I won a prize last month. Although I'm not good at climbing, I want to experience it for myself. ",NOUN ADP NOUN,"About the activities, I chose swimming and climbing. I am in the swimming | term at school and I won a prize last month. Although I'm not good at climbing, I want to experience it for myself. ",NOUN ADP NOUN,,
309,61,RN,False,Spelling error,"I am writing to inform you that I can only go in July, the summer holiday, because I have got a place at university and it will start in August. Is the time I request available? I would also like to ask accommodation you offer is in | tents or log cabins. If I can choose I would prefer | tents. I like to sleep on open land and see the sun come up in the morning. ",NOUN CCONJ NOUN,"I am writing to inform you that I can only go in July, the summer holiday, because I have got a place at university and it will start in August. Is the time I request available? I would also like to ask accommodation you offer is in | tens or log cabins. If I can choose I would prefer | tens. I like to sleep on open land and see the sun come up in the morning. ",NOUN CCONJ NOUN,,
310,62,RN,False,Spelling error,"I am writing to inform you that I can only go in July, the summer holiday, because I have got a place at university and it will start in August. Is the time I request available? I would also like to ask accommodation you offer is in | tents or log cabins. If I can choose I would prefer | tents. I like to sleep on open land and see the sun come up in the morning. ",NOUN CCONJ NOUN,"I am writing to inform you that I can only go in July, the summer holiday, because I have got a place at university and it will start in August. Is the time I request available? I would also like to ask accommodation you offer is in | tens or log cabins. If I can choose I would prefer | tens. I like to sleep on open land and see the sun come up in the morning. ",NOUN CCONJ NOUN,,
311,63,RN,False,Equivalent word exists but is not used,"Shopping is not always enjoyable. I don't really like shopping. Sometimes when I'm bored and can't find something else to do . , I go look round the shops. When I see some clothes in the window I like, I go in and try them on. But I always find they do not look nice on me. The other thing I don't like going shopping is at the weekend. All the shops are full of people, and people treat the | items like rubbish . Hanging , hanging them everywhere after they have tried them on and found that they did not suit them. ",NOUN ADP NOUN,"Shopping is not always enjoyable. I don't really like shopping. Sometimes when I'm bored and can't find something else to do . , I go look round the shops. When I see some clothes in the window I like, I go in and try them on. But I always find they do not look nice on me. The other thing I don't like going shopping is at the weekend. All the shops are full of people, and people treat the | articles like rubbish . Hanging , hanging them everywhere after they have tried them on and found that they did not suit them. ",NOUN ADP NOUN,,
312,64,RN,False,Spelling error,| Introduction:,NOUN PUNCT _,| Instruction:,NOUN PUNCT _,,
313,65,RN,True,Both the incorrect and corrected terms could be used,"In the future, our homes will incorporate the most advanced technologies. Computers will play an important part in our daily life, so that we won't go shopping, because via the computer we will be able to buy whatever we want. Books will gradually disappear, and instead we will read all the things we want on our computer. We won't have any | need to leave home, because the computer will give us everything. ",NOUN PART VERB,"In the future, our homes will incorporate the most advanced technologies. Computers will play an important part in our daily life, so that we won't go shopping, because via the computer we will be able to buy whatever we want. Books will gradually disappear, and instead we will read all the things we want on our computer. We won't have any | necessity to leave home, because the computer will give us everything. ",NOUN PART VERB,,
314,66,RN,False,Misunderstanding of word usage/meaning,"Thank goodness, I succeeded , in saving that struggling child. When I got to the | river bank, I saw some red-faced . ",NOUN NOUN PUNCT,"Thank goodness, I succeeded , in saving that struggling child. When I got to the | riverside bank, I saw some red-faced . ",NOUN NOUN PUNCT,,
315,67,RN,False,Spelling error,This will be a great opportunity for us because we will be able to find out more about the people of London and their fashions and style. We might also get a | chance to meet new people and interact with them. The whole class is also very excited about this fashion show and would really appreciate your giving them a | chance to go.,NOUN PART VERB,This will be a great opportunity for us because we will be able to find out more about the people of London and their fashions and style. We might also get a | change to meet new people and interact with them. The whole class is also very excited about this fashion show and would really appreciate your giving them a | change to go.,NOUN PART VERB,,
316,68,RN,False,Spelling error,This will be a great opportunity for us because we will be able to find out more about the people of London and their fashions and style. We might also get a | chance to meet new people and interact with them. The whole class is also very excited about this fashion show and would really appreciate your giving them a | chance to go.,NOUN PART VERB,This will be a great opportunity for us because we will be able to find out more about the people of London and their fashions and style. We might also get a | change to meet new people and interact with them. The whole class is also very excited about this fashion show and would really appreciate your giving them a | change to go.,NOUN PART VERB,,
317,69,RN,True,Both the incorrect and corrected terms could be used,"Every day, something changes and we become more modern. Companies use computers instead of books, dentists use modernized electric | tool instead of just a pair of pliers , even . Even homes are affected. From letters to emails, from gas stoves to electric stoves and microwaves , but . But we aren't just going to stop here are we? No, in the future, the present will be the past and those things now new to us will be old, outdated and changed. ",NOUN ADV ADP,"Every day, something changes and we become more modern. Companies use computers instead of books, dentists use modernized electric | item instead of just a pair of pliers , even . Even homes are affected. From letters to emails, from gas stoves to electric stoves and microwaves , but . But we aren't just going to stop here are we? No, in the future, the present will be the past and those things now new to us will be old, outdated and changed. ",NOUN ADV ADP,,
318,70,RN,False,Misunderstanding of word usage/meaning,I see a very different home for us in the future. Most things will be computerised. We might even be using voice identification and fingerprints instead of keys. We can turn on and off lights with touch pads and remote | controls. We might even be able to open the door without leaving the living room. Cameras will be something usual in every house instead of that little peephole in your door.,NOUN PUNCT PRON,I see a very different home for us in the future. Most things will be computerised. We might even be using voice identification and fingerprints instead of keys. We can turn on and off lights with touch pads and remote | controllers. We might even be able to open the door without leaving the living room. Cameras will be something usual in every house instead of that little peephole in your door.,NOUN PUNCT PRON,,
319,71,RN,True,English words map to the same Chinese word,Although all that may happen our houses may be still the same. The rooms and sizes should remain as they were and the living rooms and everything may still be decorated in the same style. We might still like that old carpet and couch. The furniture should not change that much on the outside and the | number of rooms should not change either.,NOUN ADP NOUN,Although all that may happen our houses may be still the same. The rooms and sizes should remain as they were and the living rooms and everything may still be decorated in the same style. We might still like that old carpet and couch. The furniture should not change that much on the outside and the | amount of rooms should not change either.,NOUN ADP NOUN,,
320,72,RN,False,Equivalent word exists but is not used,"Our homes will still be the same in terms of the | cuisine , it . It will still be filled with vegetables and meat. This is because people won't give up the great taste of food. Although it could be substituted with a vitamin pill or two. ",NOUN PUNCT PRON,"Our homes will still be the same in terms of the | kitchen , it . It will still be filled with vegetables and meat. This is because people won't give up the great taste of food. Although it could be substituted with a vitamin pill or two. ",NOUN PUNCT PRON,,
321,73,RN,False,Misunderstanding of word usage/meaning,"Almost everyone hates other people gossiping about their private | lives. It's a natural reaction to be angry with somebody you don't trust for gossiping about you and bothering your personal thoughts . So I think famous people, no matter if they are politicians or film stars, don't deserve to be followed by journalists every time they are trying to have a good time. ",NOUN PUNCT PRON,"Almost everyone hates other people gossiping about their private | things. It's a natural reaction to be angry with somebody you don't trust for gossiping about you and bothering your personal thoughts . So I think famous people, no matter if they are politicians or film stars, don't deserve to be followed by journalists every time they are trying to have a good time. ",NOUN PUNCT PRON,,
322,74,RN,True,Chinese would use word in the given context,"Last night, when I went into my house it was quite silent. I felt there might be something that had gone wrong. I found my parents sitting in an armchair . I could see sadness in my father's eyes. My mother came over to me and said softly, ; "" My dear, your father's company has just gone bankrupt', then she couldn't help crying. When I heard this bad news, I was very depressed because father worked quite hard for his company. My father always remembered his responsibility was to provide a good salary to his workers to provide his workers with a good salary , which is the | aim of his life. ",NOUN ADP DET,"Last night, when I went into my house it was quite silent. I felt there might be something that had gone wrong. I found my parents sitting in an armchair . I could see sadness in my father's eyes. My mother came over to me and said softly, ; "" My dear, your father's company has just gone bankrupt', then she couldn't help crying. When I heard this bad news, I was very depressed because father worked quite hard for his company. My father always remembered his responsibility was to provide a good salary to his workers to provide his workers with a good salary , which is the | view of his life. ",NOUN ADP DET,,
323,75,RN,True,Both the incorrect and corrected terms could be used,"So I must find a | way to help my great father. One day, I suddenly had a good idea. 'Why not go to the stock exchange?' I said to myself. Almost every day I went there and researched the exchange decline-line, which gave me lots of information . Finally, I decided to join in the dangerous game, which meant losing everything or suddenly becoming a millionaire. With luck, I won by chance . ",NOUN PART VERB,"So I must find a | solution to help my great father. One day, I suddenly had a good idea. 'Why not go to the stock exchange?' I said to myself. Almost every day I went there and researched the exchange decline-line, which gave me lots of information . Finally, I decided to join in the dangerous game, which meant losing everything or suddenly becoming a millionaire. With luck, I won by chance . ",NOUN PART VERB,,
324,76,RN,False,Spelling error,"So I must find a way to help my great father. One day, I suddenly had a good idea. 'Why not go to the | stock exchange?' I said to myself. Almost every day I went there and researched the exchange decline-line, which gave me lots of information . Finally, I decided to join in the dangerous game, which meant losing everything or suddenly becoming a millionaire. With luck, I won by chance . ",NOUN NOUN PUNCT,"So I must find a way to help my great father. One day, I suddenly had a good idea. 'Why not go to the | sock exchange?' I said to myself. Almost every day I went there and researched the exchange decline-line, which gave me lots of information . Finally, I decided to join in the dangerous game, which meant losing everything or suddenly becoming a millionaire. With luck, I won by chance . ",NOUN NOUN PUNCT,,
325,77,RN,True,English words map to the same Chinese word,"When I, with mixed | feelings, went home I found my parents were standing at the door looking very cheerful. 'Surely it doesn't mean that they have learnt the exciting news?' I said to myself . Much to my surprise, they told me in high voices that they never went bankrupt , they . They wanted to give me an opportunity to do something impressive by myself. Now, they are both proud of me! ",NOUN PUNCT VERB,"When I, with mixed | mood, went home I found my parents were standing at the door looking very cheerful. 'Surely it doesn't mean that they have learnt the exciting news?' I said to myself . Much to my surprise, they told me in high voices that they never went bankrupt , they . They wanted to give me an opportunity to do something impressive by myself. Now, they are both proud of me! ",NOUN PUNCT VERB,,
326,78,RN,False,omitted,"We've just been told about your programme and I must say that we all like it! What I am most looking forward to , is the River trip to Greenwich; but I would also really like to visit the Science Museum as well as the National Gallery! This will be very enriching for us! You must wonder why I'm writing to you, then! ... Well actually we've just received an advertisement for the London Fashion and Leisure Show, and the vast majority of the class would like to go and see it. This will take place in the Central Exhibition Hall on Tuesday 14th March. We thought it would be a great experience for us since we quite don't have such opportunities in our everyday life! Moreover, | admission is free for the students so that won't raise the cost of the trip. I thought we should visit the Science Museum on Monday afternoon so that we could do the River trip on Tuesday morning just before going to the fashion show! Anyway, we were going shopping on Tuesday afternoon so that won't be a problem to my mind! ",NOUN VERB ADJ,"We've just been told about your programme and I must say that we all like it! What I am most looking forward to , is the River trip to Greenwich; but I would also really like to visit the Science Museum as well as the National Gallery! This will be very enriching for us! You must wonder why I'm writing to you, then! ... Well actually we've just received an advertisement for the London Fashion and Leisure Show, and the vast majority of the class would like to go and see it. This will take place in the Central Exhibition Hall on Tuesday 14th March. We thought it would be a great experience for us since we quite don't have such opportunities in our everyday life! Moreover, | entrance is free for the students so that won't raise the cost of the trip. I thought we should visit the Science Museum on Monday afternoon so that we could do the River trip on Tuesday morning just before going to the fashion show! Anyway, we were going shopping on Tuesday afternoon so that won't be a problem to my mind! ",NOUN VERB ADJ,,
327,79,RN,False,Spelling error,"George was lying on the floor, surrounded by his own lake of blood. He had just been beaten by a | group of white men. And yet , he was too weak to resist the rats , coming from everywhere and eating his face, his legs and his arms, waiting with great impatience for his death. ",NOUN ADP ADJ,"George was lying on the floor, surrounded by his own lake of blood. He had just been beaten by a | ground of white men. And yet , he was too weak to resist the rats , coming from everywhere and eating his face, his legs and his arms, waiting with great impatience for his death. ",NOUN ADP ADJ,,
328,80,RN,False,Spelling error,"He had been chained and no way could he escape from his fate without some help! The place where I was hidden was overlooking the house where he was kept prisoner. No one was guarding him. They were all celebrating their victory with a gorgeous dinner around the fireplace. I tiptoed as far as the house, carefully opened the door, and headed to George. At the very moment when he saw me, his eyes began to shine and I could feel that he had recovered some hope. I rescued him and we were about to flee, taking back our dignity and freedom, overwhelmed with | joy, when we saw a white man, aiming his gun at us, and about to shoot ... ",NOUN PUNCT ADV,"He had been chained and no way could he escape from his fate without some help! The place where I was hidden was overlooking the house where he was kept prisoner. No one was guarding him. They were all celebrating their victory with a gorgeous dinner around the fireplace. I tiptoed as far as the house, carefully opened the door, and headed to George. At the very moment when he saw me, his eyes began to shine and I could feel that he had recovered some hope. I rescued him and we were about to flee, taking back our dignity and freedom, overwhelmed with | join, when we saw a white man, aiming his gun at us, and about to shoot ... ",NOUN PUNCT ADV,,
329,81,RN,False,Equivalent word exists but is not used,"Firstly, I am being the representative of my class to thank you for organising a good programme in London, especially the visit to the Science Museum and National Art Gallery. We know that it is a good chance for us to learn more different things and we can widen our knowledge in the Science Museum. In addition, we can appreciate and enjoy the art in the National Art Gallery. Unfortunately, I know that most of the students have already visited these two places before. So we decided to choose another | event which have seen as an entertainment . It is the LONDON FASHION AND LEISURE SHOW. The show will be held at the Central Exhibition Hall, London. The date is Tuesday March 14, from 10.00-19.00. It shows the latest fashions, including leisure and sports wear. In spite of this, there are also make-up and hairstyles, which attract girls most . ",NOUN DET VERB,"Firstly, I am being the representative of my class to thank you for organising a good programme in London, especially the visit to the Science Museum and National Art Gallery. We know that it is a good chance for us to learn more different things and we can widen our knowledge in the Science Museum. In addition, we can appreciate and enjoy the art in the National Art Gallery. Unfortunately, I know that most of the students have already visited these two places before. So we decided to choose another | programme which have seen as an entertainment . It is the LONDON FASHION AND LEISURE SHOW. The show will be held at the Central Exhibition Hall, London. The date is Tuesday March 14, from 10.00-19.00. It shows the latest fashions, including leisure and sports wear. In spite of this, there are also make-up and hairstyles, which attract girls most . ",NOUN DET VERB,,
330,82,RN,False,Misunderstanding of word usage/meaning,"On the other hand, there're some | things that remain the same. The toilet should remain the same as people need to use it daily and nothing can replace it. Second, there should be friends and family members in the home to provide joy and fun. Since friends and family members won't change or be replaced , by anything. ",NOUN DET VERB,"On the other hand, there're some | ways that remain the same. The toilet should remain the same as people need to use it daily and nothing can replace it. Second, there should be friends and family members in the home to provide joy and fun. Since friends and family members won't change or be replaced , by anything. ",NOUN DET VERB,,
331,83,RN,True,Chinese would use word in the given context,"I decided to do something for this man , my . My first move was to check whether there was any solid or liquid which could have blocked his | airways. And I checked his body condition . After that I turned on the car's lights in order to warn the passing cars. ",NOUN PUNCT CCONJ,"I decided to do something for this man , my . My first move was to check whether there was any solid or liquid which could have blocked his | breathing . And I checked his body condition . After that I turned on the car's lights in order to warn the passing cars. ",NOUN PUNCT CCONJ,,
332,84,RN,False,Misunderstanding of word usage/meaning,"Regarding the end-of-conference party . We , we have planned a barbecue for 5 oo pm . on our most idyllic | playing field, which overlooks the endless Countryside and farms. At 7:00pm . we can move to our student hall to have a disco dance until 10:00pm. ",NOUN NOUN PUNCT,"Regarding the end-of-conference party . We , we have planned a barbecue for 5 oo pm . on our most idyllic | play field, which overlooks the endless Countryside and farms. At 7:00pm . we can move to our student hall to have a disco dance until 10:00pm. ",NOUN NOUN PUNCT,,
333,85,RN,False,Spelling error,"Regarding the end-of-conference party . We , we have planned a barbecue for 5 oo pm . on our most idyllic playing field, which overlooks the endless Countryside and farms. At 7:00pm . we can move to our student hall to have a | disco dance until 10:00pm. ",NOUN NOUN ADP,"Regarding the end-of-conference party . We , we have planned a barbecue for 5 oo pm . on our most idyllic playing field, which overlooks the endless Countryside and farms. At 7:00pm . we can move to our student hall to have a | disc dance until 10:00pm. ",NOUN NOUN ADP,,
334,86,RN,True,English words map to the same Chinese word,"When I was small, we lived in country yard , . I remember, we used to have oil lamps which used a cotton string dipping in the oil in the small bottle and made it burned the tip of the cotton string to give us light during the | night , it . It gave very little light , and there were many things we couldn't do in the light from the oil lamps because the light range was very small . There was not any light outside our house, and no light on the road or field either. I was always very scared whenever or wherever I was . , because most places . Covered covered by dark, dark and dark . This scary dark is still affecting my life now. I never stay out after dark today except accompanying by my family. ",NOUN PUNCT PRON,"When I was small, we lived in country yard , . I remember, we used to have oil lamps which used a cotton string dipping in the oil in the small bottle and made it burned the tip of the cotton string to give us light during the | nighttime , it . It gave very little light , and there were many things we couldn't do in the light from the oil lamps because the light range was very small . There was not any light outside our house, and no light on the road or field either. I was always very scared whenever or wherever I was . , because most places . Covered covered by dark, dark and dark . This scary dark is still affecting my life now. I never stay out after dark today except accompanying by my family. ",NOUN PUNCT PRON,,
335,87,RN,False,Sentence itself is ungrammatical,"What a big person | Einstein was, who invented light . He created another | day after sunset , people . People use it to do anything they want to do , . We believe we can't live without light today, especially in the city , we . We have a long time to spend on our activities after the Sun goes to bed. We definitely need light to keep on . I dare say, without light, our life would go into a dark, dark hell. ",NOUN ADP NOUN,"What a big person | , who invented the light, Einstein. He created another | daytime after sunset , people . People use it to do anything they want to do , . We believe we can't live without light today, especially in the city , we . We have a long time to spend on our activities after the Sun goes to bed. We definitely need light to keep on . I dare say, without light, our life would go into a dark, dark hell. ",NOUN ADP NOUN,,
336,88,RN,True,Chinese would use word in the given context,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a | flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ",NOUN PUNCT PRON,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a | airline, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ",NOUN PUNCT PRON,,
337,89,RN,True,Chinese would use word in the given context,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a | phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ",NOUN NOUN ADP,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a | phone to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard , that someone , who has a rare illness , has had an operation at a foreign institute , which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ",NOUN ADP DET,,
338,90,RN,True,English words map to the same Chinese word,"This is an International student party, so I suggest you wear traditional | costume. It looks nice and has good meaning . ",NOUN PUNCT PRON,"This is an International student party, so I suggest you wear traditional | clothes. It looks nice and has good meaning . ",NOUN PUNCT PRON,,
339,91,RN,True,English words map to the same Chinese word,"You can inform all the students that they can take some traditional food to the party. After the meal, you can play some games and prepare a | prize for the winner. At the end of the conference you can dance and sing together. ",NOUN ADP DET,"You can inform all the students that they can take some traditional food to the party. After the meal, you can play some games and prepare a | gift for the winner. At the end of the conference you can dance and sing together. ",NOUN ADP DET,,
340,92,RN,False,Spelling error,"There is a very big library. You can find any information from it that you want. For the rest of the time, you can go to the IT | suite to use the Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",NOUN PART VERB,"There is a very big library. You can find any information from it that you want. For the rest of the time, you can go to the IT | suit to use the Internet. If you feel hungry, you don't need to go out. Just in the same building, you can find a restaurant. ",NOUN PART VERB,,
341,93,RN,True,Chinese would use word in the given context,"I hope I have given you enough information and if you still have some | questions, please do not hesitate to contact us. ",NOUN PUNCT INTJ,"I hope I have given you enough information and if you still have some | doubts, please do not hesitate to contact us. ",NOUN PUNCT INTJ,,
342,94,RN,True,Chinese would use word in the given context,"Secondly, in some | ways, it can educate young children. Many TV programmes are specially made for children, such as ""Learn Follow Me"" and ""Be Good to Others"". Actually, they are quite good programmes and helped me learn what I should do generally or how to behave well when I was still a child. ",NOUN PUNCT PRON,"Secondly, in some | points, it can educate young children. Many TV programmes are specially made for children, such as ""Learn Follow Me"" and ""Be Good to Others"". Actually, they are quite good programmes and helped me learn what I should do generally or how to behave well when I was still a child. ",NOUN PUNCT PRON,,
343,95,RN,True,English words map to the same Chinese word,"Nowadays people have become used to watching television programmes every day. The TV is so important that you can see one in every | home, and it is an essential item for everyone. ",NOUN PUNCT CCONJ,"Nowadays people have become used to watching television programmes every day. The TV is so important that you can see one in every | family, and it is an essential item for everyone. ",NOUN PUNCT CCONJ,,
344,96,RN,False,Equivalent word exists but is not used,"Nowadays people have become used to watching television programmes every day. The TV is so important that you can see one in every home, and it is an essential | item for everyone. ",NOUN ADP NOUN,"Nowadays people have become used to watching television programmes every day. The TV is so important that you can see one in every home, and it is an essential | equipment for everyone. ",NOUN ADP NOUN,,
345,97,RN,False,Spelling error,"I received your letter this morning. I am sorry to hear that Richard is ill and is unable to attend the conference; I am glad that you are able to be the leader of the group. I hope that the information below is very useful to you, during your | attendance at the conference. ",NOUN ADP DET,"I received your letter this morning. I am sorry to hear that Richard is ill and is unable to attend the conference; I am glad that you are able to be the leader of the group. I hope that the information below is very useful to you, during your | attempt at the conference. ",NOUN ADP DET,,
346,98,RN,False,Spelling error,"I have booked a hotel not far from our school. The hotel is called the Epsom Down Hotel. Your plane will arrive in England by 9:00. There will be a coach waiting for you, and the driver will be next to the information desk. You should arrive at the hotel by 11:00. You will then have an hour to check in and unpack all your luggage. The conference will start on time at 12:30, so I would suggest you leave the hotel by 12:00. The best way to get to the conference is to follow the | college road and turn left toward the end , you . You then keep going straight , you . You will eventually see the main entrance to the | college. When you get into the college you can just ask any boys in the college where to go from then. They all know where the conference is and when. ",NOUN NOUN CCONJ,"I have booked a hotel not far from our school. The hotel is called the Epsom Down Hotel. Your plane will arrive in England by 9:00. There will be a coach waiting for you, and the driver will be next to the information desk. You should arrive at the hotel by 11:00. You will then have an hour to check in and unpack all your luggage. The conference will start on time at 12:30, so I would suggest you leave the hotel by 12:00. The best way to get to the conference is to follow the | collage road and turn left toward the end , you . You then keep going straight , you . You will eventually see the main entrance to the | collage. When you get into the college you can just ask any boys in the college where to go from then. They all know where the conference is and when. ",NOUN NOUN CCONJ,,
