,error_type,Negative transfer?,Likely reason for mistake,incorrect_ud_tags,incorrect_ud_tags_padded,incorrect_ud_tags_unigram,incorrect_ud_tags_bigram,en,zhs,nlt
719,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,ADJ AUX DET,AUX DET,AUX DET NOUN,-7.026643753051758,-10.144290924072266,False
720,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-4.180315017700195,-5.658925533294678,False
721,M,True,Chinese conventions conflict with English,PROPN,ADJ PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-5.3715057373046875,-6.354854106903076,False
723,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-4.180315017700195,-5.658925533294678,False
724,FD,False,Wrong determiner used,DET,AUX DET PROPN,DET PROPN,DET PROPN NOUN,-5.968169212341309,-9.715459823608398,False
726,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,CCONJ AUX ADJ,AUX ADJ,AUX ADJ NOUN,-6.480894088745117,-10.096198081970215,False
728,AGQ,True,Phrases map to the same Chinese phrase,DET,VERB DET NOUN,DET NOUN,DET NOUN SCONJ,-3.9306564331054688,-5.082910537719727,False
729,TV,True,Modal used for polite speech,VERB,PRON VERB VERB,VERB VERB,VERB VERB DET,-5.228297233581543,-5.464967727661133,False
731,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.7444424629211426,-3.126373767852783,True
732,RD,True,Chinese has no plural marking,DET,VERB DET NOUN,DET NOUN,DET NOUN ADP,-3.9306564331054688,-5.082910537719727,False
735,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.7444424629211426,-3.126373767852783,True
736,FV,False,Incorrectly using progressive aspect,VERB,CCONJ VERB ADV,VERB ADV,VERB ADV PUNCT,-6.787885665893555,-6.954401016235352,False
737,AGN,True,Number error,NOUN,DET NOUN ADP,NOUN ADP,NOUN ADP DET,-5.797200679779053,-6.639105319976807,False
739,RD,True,Chinese has no plural marking,DET,AUX DET NOUN,DET NOUN,DET NOUN PUNCT,-5.383158206939697,-9.59133529663086,False
740,M,True,Chinese conventions conflict with English,PROPN,PROPN PROPN PROPN,PROPN PROPN,PROPN PROPN NOUN,-3.660320281982422,-4.68804931640625,False
741,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN,ADP PROPN NOUN,PROPN NOUN,PROPN NOUN AUX,-5.286179065704346,-5.365639686584473,False
742,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,AUX ADJ NOUN,ADJ NOUN,ADJ NOUN ADP,-6.134273529052734,-9.42715072631836,False
744,RA,False,Random pronoun used instead of null pronoun,PRON,PUNCT PRON AUX,PRON AUX,PRON AUX DET,-6.584131240844727,-8.993627548217773,False
745,FD,False,Wrong determiner used,DET,AUX DET ADJ,DET ADJ,DET ADJ NOUN,-6.400934219360352,-10.999109268188477,False
746,MD,True,Chinese uses classifiers instead of articles in this case,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PROPN,-3.825543165206909,-2.8813514709472656,True
747,RP,False,Overcorrection,PUNCT,NOUN PUNCT PROPN,PUNCT PROPN,PUNCT PROPN NOUN,-3.8684492111206055,-3.011202096939087,True
748,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET PROPN,DET PROPN,DET PROPN PROPN,-6.350265979766846,-6.13121223449707,True
749,RA,False,general grammar rules confusion,PRON,PRON PRON PRON,PRON PRON,PRON PRON VERB,-7.858948707580566,-7.887117862701416,False
751,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.7444424629211426,-3.126373767852783,True
752,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.7444424629211426,-3.126373767852783,True
754,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,NOUN VERB DET,VERB DET,VERB DET NOUN,-5.840568542480469,-7.749291896820068,False
755,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.7444424629211426,-3.126373767852783,True
756,FV,True,"Missing ""to"" for to-infinitive non-finite subordinate clauses",VERB,VERB VERB ADV,VERB ADV,VERB ADV PUNCT,-6.290472030639648,-6.096935272216797,True
758,TV,True,Modal used for polite speech,VERB,PRON VERB VERB,VERB VERB,VERB VERB DET,-5.228297233581543,-5.464967727661133,False
759,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,VERB NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.825543165206909,-2.8813514709472656,True
760,UP,False,Unexplainable punctuation used,PUNCT,ADJ PUNCT ADP,PUNCT ADP,PUNCT ADP ADJ,-7.470429420471191,-8.394352912902832,False
761,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP PROPN,-6.099311828613281,-6.735996246337891,False
763,TV,True,Chinese generally expresses actions in present tense,VERB,VERB VERB ADP,VERB ADP,VERB ADP DET,-6.624293804168701,-7.47643518447876,False
764,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP PROPN,-6.099311828613281,-6.735996246337891,False
765,RP,True,Word not capitalized,INTJ,PUNCT INTJ VERB,INTJ VERB,INTJ VERB DET,-7.165619850158691,-8.16598892211914,False
766,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP PROPN,-6.099311828613281,-6.735996246337891,False
767,DA,False,Using possessive case inappropriately,DET,NOUN DET VERB,DET VERB,DET VERB SCONJ,-6.321255207061768,-7.16915225982666,False
770,RP,True,Word not capitalized,PROPN,PUNCT PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-4.198847770690918,-5.0045166015625,False
771,MP,True,Chinese uses commas to mark the end of a complete thought,DET,PUNCT DET AUX,DET AUX,DET AUX ADV,-6.247740745544434,-9.194565773010254,False
772,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP PROPN,-6.099311828613281,-6.735996246337891,False
773,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP PROPN,-6.099311828613281,-6.735996246337891,False
774,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN ADP,NOUN ADP,NOUN ADP PROPN,-6.099311828613281,-6.735996246337891,False
775,UT,False,Overcorrection,ADP,VERB ADP DET,ADP DET,ADP DET NOUN,-5.851269721984863,-7.798564910888672,False
776,IV,False,Spelling error,VERB,AUX VERB DET,VERB DET,VERB DET NOUN,-6.915292739868164,-11.157712936401367,False
778,UP,False,Punctuation works the same in Chinese/Unexplainable punctuation used,PROPN,NOUN PROPN ADP,PROPN ADP,PROPN ADP DET,-7.029261112213135,-6.82236909866333,True
780,MP,True,Chinese uses commas to mark the end of a complete thought,DET,NOUN DET VERB,DET VERB,DET VERB DET,-6.321255207061768,-7.16915225982666,False
781,UP,False,Unexplainable punctuation used,PROPN,NOUN PROPN ADP,PROPN ADP,PROPN ADP DET,-7.029261112213135,-6.82236909866333,True
786,M,False,Word omitted even though in the Chinese translation it would be there,PROPN,NOUN PROPN NOUN,PROPN NOUN,PROPN NOUN NOUN,-5.180013179779053,-4.436153411865234,True
787,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PROPN,-3.7444424629211426,-3.126373767852783,True
789,UV,False,Unnecessary verb added,VERB,NOUN VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-3.841421604156494,-2.702009916305542,True
790,MN,True,Word prior or after contains the word in Chinese equivalent,PUNCT,NOUN PUNCT,PUNCT,PUNCT,-3.1241037845611572,-2.562624454498291,True
791,UP,False,Unexplainable punctuation used,PUNCT,PROPN PUNCT ADV,PUNCT ADV,PUNCT ADV PUNCT,-6.018286228179932,-6.743637561798096,False
792,MT,True,Chinese doesn't use the word in this context,NOUN,ADV NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-4.410409927368164,-3.3304483890533447,True
795,RQ,False,Quantifier would not be used in this context in Chinese,DET,CCONJ DET NOUN,DET NOUN,DET NOUN ADP,-5.524120330810547,-5.668007850646973,False
797,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,SCONJ NOUN ADP,NOUN ADP,NOUN ADP ADJ,-6.425041198730469,-6.493351936340332,False
799,MJ,True,Chinese equivalent maps to only a part of the English word,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-3.7444424629211426,-3.126373767852783,True
800,DJ,False,Chinese would also use distinct adjective form,NOUN,ADP NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-5.092679023742676,-5.097628593444824,False
801,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,NOUN PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-6.518891334533691,-4.976182460784912,True
802,TV,False,Applying same tense to all verbs to show tense,VERB,PRON VERB PUNCT,VERB PUNCT,VERB PUNCT PRON,-2.6266043186187744,-2.6062400341033936,True
804,UT,False,Overcorrection,ADP,ADJ ADP PUNCT,ADP PUNCT,ADP PUNCT CCONJ,-5.09005880355835,-7.616628646850586,False
805,M,True,Incorrect introduction of subordinate clause or modifiers,ADJ,CCONJ ADJ NOUN,ADJ NOUN,ADJ NOUN PRON,-5.539154052734375,-5.573848724365234,False
807,M,False,Word omitted even though in the Chinese translation it would be there,NOUN,DET NOUN NOUN,NOUN NOUN,NOUN NOUN SCONJ,-4.525265693664551,-4.9093708992004395,False
809,MC,True,Chinese does not use conjunctions to join clauses,DET,PUNCT DET NOUN,DET NOUN,DET NOUN ADP,-5.688526153564453,-5.948286056518555,False
810,M,True,Chinese conventions conflict with English,PUNCT,ADV PUNCT SCONJ,PUNCT SCONJ,PUNCT SCONJ ADJ,-6.889471530914307,-7.203834056854248,False
811,RP,False,Overcorrection,PUNCT,AUX PUNCT SCONJ,PUNCT SCONJ,PUNCT SCONJ ADJ,-8.835162162780762,-10.999892234802246,False
812,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,DET VERB NOUN,VERB NOUN,VERB NOUN AUX,-4.825699806213379,-5.950680732727051,False
813,TV,True,Chinese generally expresses actions in present tense,VERB,ADV VERB ADP,VERB ADP,VERB ADP ADP,-5.790158271789551,-7.351909637451172,False
814,FJ,False,Misunderstanding of word usage/meaning,ADJ,DET ADJ NOUN,ADJ NOUN,ADJ NOUN PROPN,-3.9540467262268066,-5.575438976287842,False
815,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,AUX PUNCT PRON,PUNCT PRON,PUNCT PRON VERB,-8.598926544189453,-10.220757484436035,False
817,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.7444424629211426,-3.126373767852783,True
818,UN,True,Chinese conventions conflict with English,NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.781497001647949,-2.7727162837982178,True
820,RD,False,Grammatical to exclude or include the word in Chinese,DET,ADP DET NOUN,DET NOUN,DET NOUN ADP,-4.498852252960205,-5.256208419799805,False
821,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.7444424629211426,-3.126373767852783,True
822,TV,False,Incorrectly using progressive aspect,VERB,PROPN VERB ADP,VERB ADP,VERB ADP NOUN,-5.896778106689453,-7.416285514831543,False
823,TV,False,Chinese generally expresses actions in present tense,VERB,NOUN VERB VERB,VERB VERB,VERB VERB ADP,-4.602911949157715,-3.9021053314208984,True
824,RP,True,Chinese uses commas to mark the end of a complete thought,PUNCT,PROPN PUNCT PRON,PUNCT PRON,PUNCT PRON AUX,-6.783665180206299,-6.603381156921387,True
825,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADP PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-4.180315017700195,-5.658925533294678,False
826,MP,True,Chinese uses commas to mark the end of a complete thought,DET,PROPN DET AUX,DET AUX,DET AUX PART,-7.435827255249023,-9.097034454345703,False
827,MP,True,Chinese uses commas to mark the end of a complete thought,VERB,NOUN VERB ADP,VERB ADP,VERB ADP NUM,-5.071439743041992,-7.482945919036865,False
828,IN,True,Chinese does not distinguish between mass and count nouns,NOUN,CCONJ NOUN VERB,NOUN VERB,NOUN VERB VERB,-5.825369358062744,-5.428436279296875,True
830,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,ADP ADJ NOUN,ADJ NOUN,ADJ NOUN PUNCT,-4.867474555969238,-5.24747371673584,False
831,FN,True,Missing plural,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT DET,-3.3845911026000977,-3.7189626693725586,False
832,RA,False,Using 'It' incorrectly,PRON,ADP PRON AUX,PRON AUX,PRON AUX PART,-6.314495086669922,-9.086276054382324,False
834,TV,True,Context carries tense rather than verb.,VERB,PRON VERB ADJ,VERB ADJ,VERB ADJ NOUN,-5.124481678009033,-7.6417131423950195,False
835,TV,True,Context carries tense rather than verb.,VERB,CCONJ VERB ADJ,VERB ADJ,VERB ADJ PUNCT,-6.649328708648682,-8.141786575317383,False
836,FN,True,Missing plural,NOUN,VERB NOUN ADP,NOUN ADP,NOUN ADP DET,-6.523250579833984,-5.993576526641846,True
838,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,VERB PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-4.989759922027588,-5.1554460525512695,False
839,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,ADJ SCONJ DET,SCONJ DET,SCONJ DET ADJ,-6.962828636169434,-9.642864227294922,False
841,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,ADJ SCONJ DET,SCONJ DET,SCONJ DET ADJ,-6.962828636169434,-9.642864227294922,False
842,UY,True,Chinese sentence structure differs from English,ADV,NOUN ADV PUNCT,ADV PUNCT,ADV PUNCT,-4.622132778167725,-4.353874206542969,True
843,AGQ,True,Phrases map to the same Chinese phrase,DET,ADV DET NOUN,DET NOUN,DET NOUN VERB,-5.579914569854736,-5.837550163269043,False
845,UD,False,Overcorrection,DET,ADP DET ADJ,DET ADJ,DET ADJ NOUN,-6.006399631500244,-7.8341217041015625,False
846,AGN,True,Number error,NOUN,ADJ NOUN ADP,NOUN ADP,NOUN ADP DET,-5.321064472198486,-6.8281636238098145,False
848,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,SCONJ PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-5.582935333251953,-6.104339122772217,False
849,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN,DET PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-4.155953407287598,-5.799369812011719,False
850,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN,PUNCT PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-4.198847770690918,-5.0045166015625,False
851,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN,PUNCT PROPN PROPN,PROPN PROPN,PROPN PROPN CCONJ,-4.198847770690918,-5.0045166015625,False
852,MD,True,Chinese has no articles and doesn't use classifiers in this situation,ADJ,PUNCT ADJ ADJ,ADJ ADJ,ADJ ADJ NOUN,-7.271589279174805,-8.437545776367188,False
853,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,SCONJ PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-5.582935333251953,-6.104339122772217,False
854,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,ADV PROPN PROPN,PROPN PROPN,PROPN PROPN AUX,-6.08919620513916,-5.2221221923828125,True
856,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,PUNCT PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-4.198847770690918,-5.0045166015625,False
857,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",PROPN,DET PROPN NOUN,PROPN NOUN,PROPN NOUN PUNCT,-4.570893287658691,-5.258031368255615,False
858,RA,False,that vs which confusion,DET,PUNCT DET AUX,DET AUX,DET AUX ADJ,-6.247740745544434,-9.194565773010254,False
859,UV,True,Chinese conventions conflict with English,VERB,AUX VERB ADP,VERB ADP,VERB ADP NUM,-5.9264702796936035,-10.943586349487305,False
861,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,CCONJ NOUN AUX,NOUN AUX,NOUN AUX ADV,-6.426807403564453,-9.169766426086426,False
862,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,ADV AUX ADV,AUX ADV,AUX ADV NUM,-6.41871452331543,-9.616199493408203,False
864,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,NOUN AUX VERB,AUX VERB,AUX VERB ADJ,-4.896549224853516,-9.386462211608887,False
865,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,NOUN AUX AUX,AUX AUX,AUX AUX VERB,-6.957669734954834,-10.485102653503418,False
867,DY,False,Spelling error,ADV,VERB ADV PUNCT,ADV PUNCT,ADV PUNCT SCONJ,-4.155261039733887,-3.874390125274658,True
868,AGN,False,Overcorrection,PROPN,PUNCT PROPN AUX,PROPN AUX,PROPN AUX ADV,-6.902624607086182,-9.112839698791504,False
870,FV,True,Progressive aspect not applied,VERB,ADP VERB PRON,VERB PRON,VERB PRON DET,-6.750405311584473,-6.177890777587891,True
871,TV,True,Chinese generally expresses actions in present tense,AUX,ADV AUX DET,AUX DET,AUX DET NOUN,-5.4498291015625,-10.07882022857666,False
872,TV,False,-,VERB,PRON VERB PART,VERB PART,VERB PART VERB,-5.957681655883789,-5.246342658996582,True
873,MP,True,Chinese uses commas to mark the end of a complete thought,SCONJ,VERB SCONJ PRON,SCONJ PRON,SCONJ PRON VERB,-7.160313129425049,-7.532689571380615,False
874,TV,True,Chinese generally expresses actions in present tense,VERB,PRON VERB ADP,VERB ADP,VERB ADP DET,-5.866825103759766,-7.247402191162109,False
880,AGN,False,Overcorrection,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT ADV,-3.7444424629211426,-3.126373767852783,True
883,RA,True,Chinese does not have a null pronoun like 'It' so used 'that',DET,PUNCT DET AUX,DET AUX,DET AUX ADJ,-6.247740745544434,-9.194565773010254,False
884,MA,False,Pronoun can also be used here in Chinese,ADV,PUNCT ADV VERB,ADV VERB,ADV VERB ADP,-6.230034828186035,-5.62807035446167,True
885,AGV,True,3rd person singular form used instead of 3rd person plural verb form,AUX,NOUN AUX DET,AUX DET,AUX DET ADV,-6.276090621948242,-10.107090950012207,False
887,CD,True,Chinese uses a character that maps a determiner in this case,DET,SCONJ DET NOUN,DET NOUN,DET NOUN ADV,-5.216005325317383,-5.812114715576172,False
888,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,DET NOUN ADV,NOUN ADV,NOUN ADV AUX,-5.2622785568237305,-6.017061233520508,False
889,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,ADP AUX ADV,AUX ADV,AUX ADV ADJ,-6.580883979797363,-9.598503112792969,False
892,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN PUNCT,NOUN PUNCT,NOUN PUNCT,-3.7444424629211426,-3.126373767852783,True
893,UY,False,Wordiness,ADV,ADV ADV ADP,ADV ADP,ADV ADP DET,-7.010592460632324,-7.24690055847168,False
894,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,VERB PROPN PROPN,PROPN PROPN,PROPN PROPN PROPN,-4.989759922027588,-5.1554460525512695,False
895,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,VERB PROPN PROPN,PROPN PROPN,PROPN PROPN PROPN,-4.989759922027588,-5.1554460525512695,False
899,AGV,False,Incorrect application of 3rd person present tense (e.g. tagging on the suffix -s),VERB,DET VERB ADV,VERB ADV,VERB ADV DET,-6.123031139373779,-7.139476299285889,False
900,MV,True,Chinese conventions conflict with English,PART,NOUN PART VERB,PART VERB,PART VERB DET,-5.269878387451172,-4.897017478942871,True
901,TV,True,Will and would map to the same word in Chinese,VERB,PRON VERB VERB,VERB VERB,VERB VERB PRON,-5.228297233581543,-5.464967727661133,False
902,RA,False,Using possessive case inappropriately,PRON,VERB PRON VERB,PRON VERB,PRON VERB ADJ,-5.8026533126831055,-5.355888366699219,True
903,M,False,Incorrect/incomplete expression used,SCONJ,NOUN SCONJ PRON,SCONJ PRON,SCONJ PRON VERB,-7.477080345153809,-7.455321311950684,True
904,FV,False,Incorrectly using progressive aspect,NOUN,PUNCT NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,-4.491583824157715,-3.7155699729919434,True
905,AGN,True,Number error,NOUN,NOUN NOUN ADP,NOUN ADP,NOUN ADP DET,-6.03188943862915,-6.254598617553711,False
906,UD,False,Overcorrection,DET,VERB DET PROPN,DET PROPN,DET PROPN PROPN,-4.910896301269531,-5.428092956542969,False
907,DV,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,DET NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-4.525265693664551,-4.9093708992004395,False
909,FN,False,Number disagreement,NOUN,PUNCT NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,-4.491583824157715,-3.7155699729919434,True
911,DA,False,Using your instead of yours for sign offs,DET,DET ADV,DET ADV,DET ADV PUNCT,-5.793658256530762,-6.4350409507751465,False
912,UP,False,Error that native speakers would make as well,PUNCT,VERB PUNCT DET,PUNCT DET,PUNCT DET NOUN,-7.021751403808594,-7.77955436706543,False
913,UT,True,Chinese sentence structure differs from English,ADP,VERB ADP DET,ADP DET,ADP DET NOUN,-5.851269721984863,-7.798564910888672,False
914,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,VERB PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-4.989759922027588,-5.1554460525512695,False
915,UD,False,Chinese doesn't distinguish indefinite and definite articles like English,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-4.498852252960205,-5.256208419799805,False
917,CN,True,Chinese does not distinguish between mass and count nouns,NOUN,ADJ NOUN DET,NOUN DET,NOUN DET PROPN,-7.114615440368652,-7.871583938598633,False
918,AGN,True,Number error,NOUN,DET NOUN AUX,NOUN AUX,NOUN AUX ADV,-5.36509895324707,-9.14844799041748,False
919,FV,True,Progressive aspect not applied,AUX,ADV AUX ADV,AUX ADV,AUX ADV VERB,-6.41871452331543,-9.616199493408203,False
920,TV,True,Chinese generally expresses actions in present tense,VERB,ADV VERB ADV,VERB ADV,VERB ADV PUNCT,-6.064979553222656,-5.808259010314941,True
921,AGN,True,Number error,NOUN,PUNCT NOUN CCONJ,NOUN CCONJ,NOUN CCONJ ADJ,-7.189330101013184,-8.03166389465332,False
922,RP,False,Inappropriate capitalization in the middle of sentence,PRON,PUNCT PRON AUX,PRON AUX,PRON AUX ADV,-6.584131240844727,-8.993627548217773,False
923,FN,True,Missing plural,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT PRON,-3.3845911026000977,-3.7189626693725586,False
925,TV,True,Will and would map to the same word in Chinese,VERB,PRON VERB VERB,VERB VERB,VERB VERB PRON,-5.228297233581543,-5.464967727661133,False
926,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PROPN,VERB PROPN PROPN,PROPN PROPN,PROPN PROPN PUNCT,-4.989759922027588,-5.1554460525512695,False
927,AGV,True,Not applying the 3rd person present tense suffix -s,VERB,ADV VERB ADV,VERB ADV,VERB ADV NUM,-6.064979553222656,-5.808259010314941,True
928,RQ,True,Chinese would use word in the given context,DET,VERB DET NOUN,DET NOUN,DET NOUN CCONJ,-3.9306564331054688,-5.082910537719727,False
929,UT,False,Overcorrection,ADP,DET ADP NOUN,ADP NOUN,ADP NOUN CCONJ,-6.013761520385742,-6.539122581481934,False
930,AGN,False,Overcorrection,NOUN,DET NOUN CCONJ,NOUN CCONJ,NOUN CCONJ NOUN,-6.334964275360107,-7.611853122711182,False
933,MD,True,Chinese has no articles and doesn't use classifiers in this situation,PUNCT,ADP PUNCT NOUN,PUNCT NOUN,PUNCT NOUN NOUN,-5.9755096435546875,-5.77888298034668,True
935,DN,True,"Chinese verbs, adjectives, and nouns sometimes are the same",VERB,ADJ VERB AUX,VERB AUX,VERB AUX PART,-7.328349590301514,-9.414786338806152,False
936,MV,False,Missing word is important to the sentence,PART,NOUN PART VERB,PART VERB,PART VERB VERB,-5.269878387451172,-4.897017478942871,True
937,DN,False,Spelling error,NOUN,ADJ NOUN NOUN,NOUN NOUN,NOUN NOUN ADP,-4.427311420440674,-4.297308444976807,True
939,MV,True,Chinese conventions conflict with English,PART,NOUN PART VERB,PART VERB,PART VERB VERB,-5.269878387451172,-4.897017478942871,True
940,RP,True,Punctuation error related to Spelling errors (missing space),NOUN,NOUN NOUN PUNCT,NOUN PUNCT,NOUN PUNCT DET,-3.781497001647949,-2.7727162837982178,True
941,RA,False,Using 'It' incorrectly,PRON,VERB PRON ADP,PRON ADP,PRON ADP DET,-6.403122901916504,-7.380842208862305,False
943,FD,False,Wrong determiner used,DET,AUX DET ADJ,DET ADJ,DET ADJ NOUN,-6.400934219360352,-10.999109268188477,False
945,DJ,True,"Chinese verbs, adjectives, and nouns sometimes are the same",NOUN,ADJ NOUN NOUN,NOUN NOUN,NOUN NOUN PUNCT,-4.427311420440674,-4.297308444976807,True
946,AGN,False,Overcorrection,NOUN,ADJ NOUN PUNCT,NOUN PUNCT,NOUN PUNCT CCONJ,-3.3845911026000977,-3.7189626693725586,False
947,MA,True,Chinese is a pro-drop language,ADV,CCONJ ADV VERB,ADV VERB,ADV VERB DET,-6.003990650177002,-5.709296226501465,True
948,UV,True,Chinese conventions conflict with English,VERB,NOUN VERB ADJ,VERB ADJ,VERB ADJ PUNCT,-5.308319091796875,-7.883735656738281,False
949,FJ,True,Chinese would use word in this context,ADJ,NOUN ADJ PUNCT,ADJ PUNCT,ADJ PUNCT PRON,-4.598243713378906,-7.278192520141602,False
951,RD,False,Wrong determiner used,DET,ADP DET NOUN,DET NOUN,DET NOUN PUNCT,-4.498852252960205,-5.256208419799805,False
952,FV,False,Incorrectly using progressive aspect,VERB,ADV VERB DET,VERB DET,VERB DET NOUN,-6.075562477111816,-7.546862602233887,False
956,MD,True,Chinese has no articles and doesn't use classifiers in this situation,NOUN,ADP NOUN SCONJ,NOUN SCONJ,NOUN SCONJ DET,-7.352096080780029,-8.37526798248291,False
957,AGV,True,3rd person plural verb form used instead of 3rd person singular form,AUX,PROPN AUX ADJ,AUX ADJ,AUX ADJ PUNCT,-5.833841323852539,-10.203492164611816,False
958,UD,False,Overcorrection,DET,AUX DET ADJ,DET ADJ,DET ADJ NOUN,-6.400934219360352,-10.999109268188477,False
959,UD,False,Chinese doesn't distinguish indefinite and definite articles like English,DET,ADP DET NOUN,DET NOUN,DET NOUN PRON,-4.498852252960205,-5.256208419799805,False
960,UV,True,Modal used for polite speech,VERB,PRON VERB VERB,VERB VERB,VERB VERB PART,-5.228297233581543,-5.464967727661133,False
