,en,zhs,en_ud
6813,-23.654848030113378,-inf,NUM NOUN ADP PROPN AUX DET ADP DET NOUN PUNCT SCONJ PUNCT NOUN PUNCT 
6814,-inf,-inf,ADV PUNCT PUNCT PROPN AUX VERB ADP VERB DET NOUN ADP DET SYM NUM NUM ADP DET ADJ NOUN SCONJ ADP DET NUM NOUN NOUN PRON VERB ADP ADJ PROPN PROPN PROPN PROPN PUNCT PUNCT 
6815,-16.196561362857572,-15.253194737752034,ADJ NOUN PROPN PUNCT PROPN VERB ADV ADP NOUN PART NOUN PUNCT 
6816,-6.108759493301949,-inf,CCONJ PROPN VERB PART AUX VERB ADP ADJ NOUN PUNCT 
6817,-16.782336865565345,-inf,ADJ NOUN AUX VERB PART VERB NOUN PART AUX VERB ADP ADP DET NOUN PUNCT 
6818,-10.517452052568837,-inf,DET PROPN PROPN PROPN PART NOUN AUX VERB ADJ PUNCT 
6819,-15.0908048512082,-inf,ADV AUX PRON VERB DET ADJ NOUN PRON VERB ADP DET PROPN NOUN PUNCT 
6820,-7.1323594244399855,-17.238704320511374,NOUN PUNCT PROPN ADP PROPN PROPN PROPN CCONJ PROPN PUNCT ADJ PROPN 
6821,-99.75715143256024,-inf,ADP DET ADJ NOUN PROPN VERB SCONJ PRON VERB PRON AUX DET NOUN ADP PROPN PART NOUN ADP DET NOUN CCONJ DET NOUN PART ADJ NOUN PUNCT CCONJ PROPN AUX DET NOUN ADP PROPN PUNCT PRON VERB PUNCT CCONJ PROPN VERB DET NOUN CCONJ ADV DET PROPN PROPN PROPN VERB DET NOUN ADP NOUN PROPN PUNCT 
6822,-11.869659716175692,-inf,ADP PROPN PUNCT PRON VERB PUNCT ADV CCONJ ADV PUNCT 
6823,-inf,-inf,PRON AUX ADP NOUN VERB ADP DET NOUN DET AUX VERB PUNCT PROPN CCONJ PROPN PROPN ADP NOUN PUNCT AUX SCONJ NOUN ADP DET PROPN AUX VERB ADV CCONJ NOUN AUX PART VERB ADP SCONJ NOUN AUX VERB PUNCT 
6824,-25.84784816498632,-inf,ADP VERB NUM NOUN SCONJ ADP DET NOUN PUNCT PRON AUX ADV ADJ PART VERB ADV ADP PROPN NOUN PUNCT 
6825,-13.470879144976855,-inf,ADV PRON VERB VERB PRON SCONJ PRON VERB PART VERB ADP NOUN PUNCT 
6826,-inf,-inf,DET PUNCT PROPN PUNCT PUNCT NOUN ADP PROPN PUNCT AUX ADV VERB ADP DET ADJ NOUN CCONJ DET NOUN AUX VERB ADJ ADJ NOUN PUNCT DET ADV ADJ ADV AUX PROPN PROPN PUNCT 
6827,-33.297910382402186,-46.17921322950233,PROPN PROPN PUNCT ADJ NOUN ADP PROPN PROPN PROPN PUNCT VERB DET ADJ NOUN VERB PART VERB DET NOUN NOUN PUNCT ADV ADJ PUNCT PUNCT 
6828,-inf,-inf,PRON AUX DET ADJ NOUN ADP PROPN PRON AUX VERB DET SYM ADJ NOUN ADP NOUN NOUN ADP NOUN CCONJ ADP NOUN PUNCT ADP PROPN PUNCT VERB DET NOUN PART ADJ NOUN NOUN NUM NOUN ADP DET NOUN PUNCT ADP PROPN PUNCT VERB ADP DET NOUN ADP DET NOUN PART ADJ NUM NOUN PUNCT 
6829,-56.46417846012709,-inf,ADV PUNCT NUM NOUN ADP NOUN NOUN VERB PUNCT NOUN NOUN ADV VERB ADP PROPN ADV VERB ADV ADP DET NOUN VERB PART AUX VERB PUNCT PROPN PROPN PUNCT PROPN PUNCT PROPN NUM PUNCT NUM 
6830,-inf,-inf,PUNCT PRON VERB PROPN PROPN PROPN ADV ADV SCONJ ADV PRON VERB ADP PRON PUNCT PRON VERB PRON ADP DET NOUN PUNCT 
6831,-inf,-inf,ADV DET ADJ NOUN ADP NOUN PRON AUX ADJ NOUN VERB VERB DET NOUN CCONJ DET ADJ ADP ADJ NOUN VERB VERB ADJ CCONJ VERB ADP PRON PUNCT 
6832,-12.228214703740603,-inf,NOUN NOUN AUX VERB ADP NUM NOUN DET ADJ NOUN PUNCT 
6833,-inf,-inf,PUNCT VERB PRON DET ADP DET VERB PRON VERB NOUN PUNCT PUNCT 
6834,-inf,-inf,CCONJ NOUN VERB ADV PRON VERB PROPN PUNCT NOUN VERB CCONJ ADP PROPN PUNCT PROPN VERB PUNCT 
6835,-inf,-inf,VERB SCONJ DET VERB PUNCT AUX NOUN PUNCT PRON VERB DET NOUN PUNCT PUNCT DET VERB NOUN VERB VERB PUNCT PUNCT 
6836,-0.943583610620263,-1.2414206918914337,PROPN PROPN PUNCT PROPN PUNCT 
6837,0.0,0.0,NOUN NOUN NOUN NOUN 
6838,-24.05690948889636,-inf,ADP DET ADJ NOUN PUNCT CCONJ DET ADJ NOUN PUNCT PRON AUX NUM ADP DET ADV ADJ NOUN ADP PROPN PUNCT 
6839,-45.189172359790646,-inf,DET PROPN PROPN PROPN AUX VERB ADP DET PROPN PROPN PROPN PROPN PUNCT PROPN PUNCT PART VERB DET ADJ NOUN NOUN ADP NOUN NOUN PUNCT VERB ADP PROPN NUM ADP PROPN NUM PUNCT 
6840,-54.418391567451515,-inf,ADP NUM ADJ NOUN VERB DET NOUN PUNCT CCONJ DET NOUN AUX VERB SCONJ ADJ NOUN PUNCT NOUN CCONJ NOUN VERB SCONJ PROPN AUX VERB CCONJ VERB NOUN ADP ADV ADJ NOUN PUNCT 
6841,-38.877888004806,-inf,DET NOUN VERB SCONJ PROPN PROPN PROPN ADP DET PROPN PROPN NOUN VERB ADP DET NOUN VERB DET NOUN ADP DET NOUN ADP DET NOUN ADV VERB ADP NOUN PUNCT 
6842,-inf,-inf,ADP DET NOUN PUNCT PRON VERB SCONJ NOUN ADP PROPN AUX PRON SCONJ ADJ NOUN VERB ADP ADJ NOUN CCONJ ADJ NOUN PUNCT 
6843,-25.873386223295874,-inf,DET NOUN ADP DET ADJ NOUN PUNCT ADV NOUN PUNCT ADP PROPN PROPN PART NOUN AUX ADJ PUNCT 
6844,-12.745072933421614,-20.16792787426268,PRON ADV VERB PROPN PART VERB VERB DET NOUN ADP ADJ NOUN PUNCT 
6845,-47.793995442764405,-inf,DET NOUN ADV VERB NOUN NOUN PART VERB ADP NOUN VERB ADP DET ADJ NOUN PUNCT NOUN PUNCT NOUN ADP NOUN ADP VERB PRON DET ADJ NOUN ADV PUNCT 
6846,-86.42630513593159,-inf,DET NOUN PUNCT ADP DET ADJ ADP DET NOUN PUNCT AUX SCONJ DET NOUN ADP DET PROPN PUNCT CCONJ DET ADJ NOUN PRON AUX VERB ADV ADV ADV SCONJ ADV PUNCT VERB ADJ ADP DET NOUN PUNCT VERB NOUN ADP DET ADJ NOUN SCONJ VERB ADP DET NOUN CCONJ ADJ NOUN PUNCT 
6847,-36.16452227858089,-inf,ADV AUX DET NOUN PUNCT CCONJ ADV AUX PRON PROPN PROPN PUNCT PRON AUX PROPN PROPN PROPN NOUN PUNCT VERB PUNCT 
6848,-18.293000549989266,-inf,PUNCT VERB PRON AUX PRON PUNCT PROPN PUNCT PUNCT VERB PROPN PROPN PUNCT 
6849,-64.70207970279428,-inf,PROPN PART ADJ NOUN AUX PROPN PROPN PUNCT DET VERB NOUN ADP DET ADJ NOUN PUNCT DET VERB PART PUNCT VERB NOUN ADP NOUN CCONJ ADJ CCONJ ADJ NOUN PUNCT ADV ADV SCONJ PART VERB DET NOUN ADP NOUN CCONJ NOUN PUNCT PUNCT 
6850,-inf,-inf,NUM NOUN PUNCT NUM NOUN CCONJ SYM NUM PUNCT NUM NOUN VERB CCONJ SYM NUM PUNCT VERB ADV ADP PROPN PUNCT 
6851,-14.387349271837381,-inf,ADJ NOUN VERB VERB NOUN VERB ADP ADJ ADJ CCONJ ADJ NOUN PUNCT 
6852,-inf,-inf,PUNCT ADJ AUX ADV ADP DET ADJ NOUN PUNCT CCONJ SCONJ ADJ NOUN AUX VERB CCONJ NOUN AUX VERB PUNCT PRON AUX PART VERB NOUN VERB VERB PART VERB PUNCT PUNCT 
6853,-51.3170493833817,-inf,VERB ADP ADJ NOUN NOUN PUNCT DET NOUN ADP VERB DET NOUN ADP DET ADJ NOUN PUNCT PROPN VERB ADP DET NOUN CCONJ VERB DET PROPN NOUN NOUN CCONJ VERB PART VERB DET NOUN ADP DET NOUN PUNCT 
6854,-45.298174089316525,-inf,PRON VERB DET PROPN ADP PROPN PROPN PART VERB ADP DET NOUN CCONJ ADJ ADJ ADJ NOUN CCONJ PRON AUX PART DET NOUN ADP NOUN ADV ADV PUNCT 
6855,-10.785847984263228,-inf,DET NOUN AUX VERB ADP VERB NOUN CCONJ ADJ NOUN PUNCT 
6856,-12.955625569625774,-inf,PROPN PART NOUN AUX ADJ CCONJ ADV ADV VERB PUNCT 
6857,-72.97463017524058,-inf,VERB ADP PROPN PROPN CCONJ PROPN PROPN PUNCT DET NOUN PUNCT PRON VERB ADP PROPN CCONJ ADV VERB ADP PROPN PROPN PROPN PUNCT DET NOUN AUX PART VERB ADJ CCONJ ADJ NOUN PUNCT DET VERB DET ADP DET ADJ CCONJ ADJ NOUN VERB ADV PUNCT 
6858,-35.456236039869616,-46.20190610623803,ADJ NOUN PUNCT DET PROPN PROPN ADP PROPN PROPN ADV VERB PUNCT DET NOUN ADP VERB NOUN NOUN ADP ADJ NOUN ADP NOUN PUNCT PUNCT 
6859,-23.070286975301098,-inf,DET NOUN AUX ADV VERB ADJ SCONJ NUM NOUN ADP DET NOUN DET VERB AUX VERB ADP DET PROPN PROPN 
6860,-22.060280147438114,-inf,DET NOUN AUX DET ADJ NOUN ADP DET ADJ NOUN ADP DET NOUN PROPN PROPN PROPN PUNCT VERB ADP PROPN PUNCT PUNCT 
6861,-149.93001343766255,-inf,DET NOUN VERB PUNCT PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN VERB ADP PROPN PROPN ADP PROPN PROPN PROPN PUNCT PUNCT PUNCT PROPN ADP PROPN PROPN PROPN PROPN PROPN PROPN ADP PROPN PROPN PROPN ADV PROPN PROPN PROPN PROPN PROPN PROPN PUNCT PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PUNCT PUNCT DET PROPN PUNCT PUNCT PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN NOUN ADP PROPN PROPN PROPN PROPN PUNCT PROPN PROPN PROPN PROPN PUNCT VERB NUM ADP PROPN PROPN PROPN PROPN PROPN PRON AUX VERB PART VERB ADP NUM ADJ NOUN PUNCT PROPN PUNCT PROPN CCONJ PROPN PUNCT 
6862,-inf,-inf,ADJ NOUN PROPN VERB SCONJ ADP NUM PROPN ADP PROPN PROPN PUNCT DET NOUN VERB SCONJ ADP DET NOUN ADP NOUN NOUN PUNCT NOUN PUNCT CCONJ ADJ NOUN ADP ADJ NOUN ADP DET NOUN PUNCT 
6863,-2.101469394000648,-inf,VERB PROPN PROPN ADP DET NOUN PUNCT 
6864,-35.55548141226667,-inf,ADP DET NOUN PART VERB PUNCT DET NOUN VERB VERB ADV CCONJ VERB DET NOUN SCONJ DET AUX ADV PRON VERB ADP PUNCT 
6865,-56.84854139768021,-inf,ADP DET NOUN ADP DET NOUN ADP NUM PUNCT DET NOUN ADP PROPN PROPN PUNCT ADJ NOUN NOUN NOUN ADP DET PROPN NOUN PUNCT VERB SYM NUM NUM PUNCT VERB ADP DET ADJ NOUN ADJ PUNCT 
6866,-65.16819313925248,-inf,ADP NOUN DET PRON VERB ADP PROPN VERB NOUN NOUN ADV VERB ADP PROPN VERB VERB DET NOUN NUM NOUN PUNCT PROPN PROPN PROPN PROPN PROPN PROPN PROPN PUNCT PROPN PUNCT CCONJ PRON VERB PRON ADP PUNCT PUNCT 
6867,-41.88254527462787,-inf,DET AUX VERB ADP DET PROPN PROPN PROPN DET VERB DET ADJ NOUN ADP NOUN NOUN PUNCT NOUN CCONJ NOUN ADP VERB ADJ ADJ NOUN PART NOUN NOUN PUNCT 
6868,0.0,0.0,PROPN VERB PUNCT 
6869,-30.312234575572575,-inf,ADJ PROPN PUNCT PROPN PUNCT PUNCT PRON AUX DET ADJ NOUN NOUN CCONJ PRON AUX PRON VERB ADP PRON PUNCT 
6870,-45.43446841930027,-inf,DET NOUN NOUN AUX PART ADP DET NOUN ADP NOUN NOUN CCONJ PRON VERB SCONJ DET ADJ PROPN PROPN NOUN PROPN PROPN AUX VERB ADP DET VERB NOUN PUNCT 
6871,-35.985758704415915,-inf,DET AUX DET NOUN DET VERB ADP ADV DET NOUN ADP ADJ NOUN PUNCT DET NOUN PART VERB DET NOUN ADP NOUN PUNCT NOUN PUNCT NOUN CCONJ NOUN PUNCT 
6872,-44.1617807352984,-inf,CCONJ ADV DET NOUN VERB ADP PUNCT PRON VERB ADP ADV PUNCT VERB NOUN VERB ADP PUNCT DET PROPN PUNCT PRON AUX VERB PUNCT 
6873,-27.33385231884207,-inf,PRON VERB ADV PROPN PROPN VERB AUX VERB NOUN SCONJ PRON VERB ADP PROPN PART ADJ NOUN PUNCT 
6874,-46.6428563540748,-inf,DET NOUN CCONJ NOUN AUX DET NOUN PUNCT ADJ PUNCT NOUN PUNCT NOUN CCONJ NOUN NOUN ADP PROPN PART ADJ ADJ NOUN CCONJ NOUN PUNCT VERB ADP PROPN PROPN PUNCT 
6875,-27.57605913755865,-inf,NOUN VERB DET ADJ NOUN ADP NOUN ADP VERB DET NOUN PART VERB CCONJ ADV PART VERB ADP NOUN PUNCT 
6876,-9.037203161153371,-inf,ADP VERB SCONJ PROPN AUX ADP NOUN ADP NOUN PUNCT 
6877,-59.557771851207065,-inf,PROPN VERB PUNCT SCONJ ADJ PUNCT NOUN ADP DET PROPN PART VERB ADJ NOUN VERB DET NOUN PUNCT VERB ADP DET PROPN PROPN PUNCT PROPN PROPN PROPN PROPN PROPN AUX VERB PUNCT SCONJ VERB ADP PROPN PROPN PUNCT 
6878,-inf,-inf,PRON VERB VERB ADP ADV SCONJ DET NOUN AUX PART AUX ADV ADV ADV CCONJ SCONJ DET NOUN ADV VERB AUX ADJ PUNCT 
6879,-56.59847490943128,-inf,PRON VERB DET NOUN DET PUNCT NOUN NOUN PUNCT DET VERB VERB ADP ADJ NOUN PUNCT NOUN ADP ADJ PUNCT ADJ NOUN PUNCT NOUN CCONJ NOUN NOUN PUNCT NOUN ADP NOUN CCONJ NOUN NOUN PUNCT 
6880,-inf,-inf,PRON VERB VERB ADJ ADP PART VERB DET NOUN ADP PROPN PROPN PART NOUN CCONJ NOUN PUNCT 
6881,-inf,-inf,PRON AUX VERB ADV SCONJ PUNCT SCONJ VERB PUNCT PRON AUX ADJ PART VERB NOUN ADP NOUN PUNCT 
6882,-inf,-inf,ADP PROPN PUNCT ADJ NUM PUNCT ADJ NOUN NOUN ADP ADJ ADJ NOUN VERB ADP DET NOUN ADP DET NOUN NOUN ADP PROPN PUNCT PROPN PUNCT 
6883,-37.54986613153357,-inf,PRON VERB VERB NOUN CCONJ VERB DET NOUN VERB SCONJ PRON AUX ADJ ADP PRON AUX VERB ADP DET NOUN CCONJ PRON VERB PART VERB PRON PUNCT 
6884,0.0,0.0,DET ADP PRON PUNCT 
6885,-5.805545169894069,-13.607075800021661,PROPN PUNCT PROPN PROPN CCONJ NOUN PUNCT ADJ PROPN 
6886,-6.331816813336396,-inf,ADJ ADP PROPN AUX ADV VERB ADP ADJ NOUN PUNCT 
6887,-58.26042989823829,-inf,PROPN PUNCT VERB NOUN PROPN ADP PROPN PUNCT PROPN PUNCT AUX VERB DET PROPN VERB PROPN PROPN PART VERB NOUN ADP VERB NOUN ADP NOUN DET AUX NOUN ADP DET VERB NOUN PUNCT 
6888,-55.37054458069201,-inf,ADV VERB SCONJ PROPN PUNCT PROPN CCONJ VERB ADP PROPN PUNCT PROPN PUNCT PRON AUX NOUN ADP NOUN ADV DET NOUN AUX VERB ADP NUM ADJ NOUN CCONJ ADV VERB ADP PROPN PROPN PUNCT 
6889,-54.909901233144225,-inf,ADJ PUNCT NOUN NOUN ADP ADJ NOUN AUX VERB NOUN PART VERB NOUN ADP ADJ NOUN NOUN PUNCT ADJ NOUN NOUN CCONJ ADJ NOUN NOUN PUNCT CCONJ DET AUX VERB DET ADJ NOUN ADP DET NOUN CCONJ NOUN PUNCT 
6890,0.0,0.0,ADJ NOUN 
6891,-8.079989707520859,-inf,NUM PUNCT PROPN AUX ADJ SCONJ VERB PUNCT 
6892,0.0,0.0,VERB DET NOUN 
6893,-4.324424087608848,-10.821924690428979,ADJ NOUN VERB VERB DET NOUN ADP DET NOUN PUNCT 
6894,-inf,-inf,DET PROPN PUNCT DET NOUN ADP NOUN VERB DET NOUN NOUN PUNCT AUX VERB PRON ADV SCONJ DET NOUN AUX VERB PART VERB DET NOUN CCONJ SCONJ ADJ ADP PRON AUX PART VERB DET NOUN ADV PUNCT 
6895,-42.602920552728456,-inf,DET ADJ NOUN PUNCT ADV VERB ADP PROPN PUNCT AUX ADV VERB DET ADJ NOUN PRON AUX VERB PRON ADP ADP NOUN ADP ADP DET NOUN PUNCT 
6896,-inf,-inf,PUNCT PRON VERB DET NOUN ADV PROPN VERB VERB ADJ PUNCT ADV PRON VERB AUX DET ADJ NOUN PUNCT PUNCT PRON VERB ADP DET NOUN PUNCT DET VERB ADP DET VERB NOUN ADP DET NOUN PUNCT 
6897,-inf,-inf,VERB ADV DET NUM AUX ADJ CCONJ PRON PRON VERB ADP PUNCT ADJ PUNCT PUNCT PROPN VERB ADP DET NOUN ADP DET NOUN PUNCT PROPN PROPN PROPN ADP PROPN DET NOUN NOUN PUNCT PUNCT DET ADV VERB ADP PUNCT DET NOUN VERB ADP NOUN CCONJ NOUN ADP ADV ADJ NOUN ADP DET NOUN PUNCT PUNCT ADP PROPN PROPN PUNCT NOUN ADP PROPN PROPN PUNCT 
6898,0.0,0.0,PROPN PROPN VERB PUNCT 
6899,-116.08778166710599,-inf,ADV NOUN PRON VERB ADP PUNCT VERB DET NOUN PUNCT VERB VERB VERB DET NOUN ADP PUNCT SCONJ PRON VERB ADV ADJ PART VERB ADP DET PUNCT VERB ADP PRON SCONJ DET NOUN PUNCT PUNCT VERB ADP DET ADJ NOUN PUNCT AUX ADP DET ADJ NOUN NOUN PUNCT NOUN VERB PUNCT VERB DET NOUN ADP PUNCT CCONJ VERB ADP NOUN PUNCT 
6900,-32.99401204386271,-inf,DET ADJ NOUN AUX VERB DET ADJ NOUN DET AUX AUX ADJ ADP DET ADJ NOUN ADP DET ADJ NOUN DET VERB ADJ ADJ NOUN PUNCT 
6901,-inf,-inf,SCONJ PRON AUX NOUN VERB SCONJ DET ADJ ADJ NOUN ADP NOUN AUX ADP PART NUM NOUN PUNCT ADJ NOUN NOUN PUNCT PROPN PROPN AUX VERB ADP SCONJ DET NOUN AUX VERB ADP ADJ NOUN SCONJ DET ADJ NOUN ADP PROPN AUX PART VERB PART AUX ADJ PUNCT 
6902,-3.982597958097749,-3.5172322571799963,NOUN NOUN PROPN VERB PROPN NOUN PUNCT 
6903,-18.555791718911504,-inf,CCONJ DET NOUN ADP DET NOUN ADP ADJ ADJ NOUN VERB DET DET NOUN PUNCT 
6904,-inf,-inf,NOUN AUX DET ADJ NOUN ADV PUNCT PRON AUX NUM PART NUM NOUN PART VERB DET NOUN PUNCT NOUN PUNCT 
6905,-58.36605538406153,-inf,NOUN ADP DET ADJ NOUN PART PROPN PROPN PROPN PROPN PROPN PROPN SCONJ VERB NOUN ADP DET NOUN ADP PROPN AUX VERB ADP PROPN SCONJ PRON AUX DET NOUN DET VERB ADV VERB ADP DET NOUN ADP DET NOUN 
6906,-44.18219200023049,-inf,PROPN PROPN VERB ADP DET NOUN ADP PROPN PUNCT VERB SCONJ PROPN PART NOUN ADP DET ADJ NOUN ADV VERB PROPN ADP PROPN PART NOUN ADP ADJ NOUN PUNCT 
6907,-27.4712735724634,-inf,PROPN PUNCT VERB PROPN NOUN PROPN PUNCT PROPN PROPN PUNCT AUX VERB NUM NOUN ADP PROPN PUNCT VERB ADP PROPN PUNCT 
6908,-12.613535879200631,-inf,DET NOUN AUX NUM NOUN ADV ADV ADP DET NOUN NOUN PUNCT 
6909,-inf,-inf,ADV ADV PUNCT PROPN PROPN VERB PUNCT DET ADJ NOUN VERB VERB ADV ADP ADJ NOUN PUNCT ADP DET NOUN NOUN VERB AUX PART PUNCT ADV VERB ADJ ADP DET ADJ NOUN PUNCT ADP PROPN ADP NOUN ADP PROPN PUNCT 
6910,-59.898988665241,-inf,ADP ADP DET NOUN ADP SCONJ CCONJ PART DET NOUN AUX ADP NOUN ADP NOUN CCONJ NOUN ADP NOUN VERB DET NOUN ADP PUNCT AUX DET NOUN ADP NOUN CCONJ PART PUNCT PUNCT 
6911,-13.743944522131951,-inf,VERB PROPN ADP ADJ NOUN CCONJ NOUN ADP NOUN ADP ADJ NOUN ADP DET NOUN PUNCT 
6912,-28.315196246959466,-inf,PROPN AUX ADV ADP DET NOUN ADP DET ADJ NOUN PUNCT ADP DET NOUN NOUN VERB ADP NOUN NUM NUM PUNCT 
6913,-24.265981615273702,-inf,ADV VERB VERB NOUN ADP PROPN CCONJ ADP DET PROPN NOUN ADP ADJ NOUN PART VERB NOUN PUNCT 
6914,-65.80610700417043,-inf,ADP NOUN PUNCT DET NOUN ADP DET PROPN VERB PUNCT DET ADJ NOUN VERB ADP DET NOUN PART NOUN PUNCT CCONJ ADP DET NOUN ADP NOUN PUNCT VERB SCONJ PROPN PART NOUN ADP NOUN AUX VERB ADV VERB ADP NOUN PUNCT 
6915,0.0,0.0,PROPN NOUN VERB 
6916,-inf,-inf,PRON VERB NOUN ADP DET NOUN ADP PROPN ADV PUNCT PUNCT ADP ADV PUNCT PROPN ADV VERB NOUN CCONJ ADJ NOUN VERB PRON PUNCT 
6917,-8.70643370227574,-9.52277707661239,PROPN CCONJ PROPN PROPN PROPN NOUN PROPN PROPN VERB PUNCT 
6918,-10.073905073059667,-inf,DET NOUN VERB PUNCT ADV PUNCT SCONJ PROPN PUNCT 
6919,-31.94300124302468,-inf,PRON AUX ADV ADJ SCONJ DET ADJ CCONJ ADJ NOUN VERB PRON VERB ADP DET NOUN ADP VERB NOUN SCONJ DET PUNCT 
6920,-9.037482379546548,-inf,ADJ NOUN VERB AUX VERB ADP DET NOUN PUNCT PROPN VERB PUNCT 
6921,-30.17730231992688,-inf,DET NOUN VERB PART VERB PROPN PUNCT ADV PROPN PROPN VERB DET NOUN SCONJ PRON AUX VERB DET NOUN PUNCT PRON ADJ 
6922,0.0,0.0,VERB ADP NOUN PUNCT 
6923,-inf,-inf,PRON VERB SCONJ DET PROPN AUX VERB PRON ADV PUNCT PRON PRON AUX ADP PROPN PUNCT AUX PROPN VERB DET ADJ NOUN ADP DET NOUN PUNCT ADJ ADP PRON PRON VERB VERB ADP PROPN VERB AUX VERB ADP PROPN PUNCT 
6924,-67.60538898504606,-inf,PUNCT VERB ADJ NOUN PUNCT NOUN NOUN PUNCT PUNCT DET NOUN VERB PUNCT PUNCT PRON ADV VERB DET NOUN SCONJ PRON VERB AUX DET NOUN SCONJ PRON VERB VERB DET NOUN PUNCT CCONJ VERB ADP SCONJ NOUN AUX ADJ ADP NOUN PUNCT PUNCT 
6925,-inf,-inf,ADP ADJ PUNCT ADJ ADJ NOUN ADP ADJ NOUN VERB ADP ADV PROPN NUM PUNCT SCONJ ADJ ADJ NOUN ADP NOUN VERB ADP ADV VERB NUM PUNCT 
6926,-6.479442571593057,-6.658753962867063,PROPN VERB PRON DET NOUN ADP PROPN VERB PUNCT 
6927,-54.49469752955719,-inf,PROPN PROPN VERB SCONJ VERB ADP PUNCT DET ADJ NOUN ADP DET PROPN PROPN ADP PROPN PUNCT VERB NOUN ADP ADJ NOUN NOUN AUX ADV VERB ADJ NOUN ADP DET ADJ NOUN PUNCT ADV ADP NOUN NOUN PUNCT PUNCT 
6928,0.0,0.0,ADP DET NOUN PUNCT 
6929,-2.005753825888677,-0.9436502497699721,NOUN ADP VERB NOUN NOUN PUNCT 
6930,-49.54879688571338,-inf,SCONJ PRON AUX PART VERB ADP PROPN PROPN ADV PRON VERB AUX VERB DET DET NOUN CCONJ DET NOUN ADP NOUN NOUN DET NOUN AUX VERB ADP DET ADJ ADJ NOUN PUNCT 
6931,-66.81937088514661,-inf,PUNCT PRON VERB ADP NOUN ADP ADV ADJ NOUN NOUN DET VERB PART AUX ADP DET PROPN PART NOUN PUNCT CCONJ PRON AUX ADV ADJ NOUN NOUN SCONJ NOUN NOUN NOUN PUNCT PUNCT PRON VERB PUNCT 
6932,-inf,-inf,PRON AUX VERB DET PROPN DET ADP DET NOUN ADP DET PROPN PROPN PUNCT PART VERB PUNCT NOUN AUX ADP DET NOUN PUNCT PUNCT 
6933,-12.822681923653477,-inf,PROPN PART ADJ NOUN AUX SCONJ PRON VERB ADV ADV PUNCT 
6934,-3.6270064865759486,-8.00858732438856,PRON VERB DET NOUN ADP ADJ NOUN PUNCT 
6935,-inf,-inf,ADP VERB DET NOUN ADP ADV NUM NOUN CCONJ VERB ADP ADJ NOUN SCONJ PROPN PRON VERB PART ADV VERB DET NOUN ADP PROPN NUM PUNCT NUM PUNCT 
6936,-inf,-inf,DET ADJ NOUN ADP PROPN PUNCT PROPN CCONJ PROPN ADV PUNCT PRON VERB DET NOUN VERB ADV VERB PUNCT ADV ADJ PUNCT CCONJ ADP ADJ NOUN PUNCT VERB ADP PRON PRON AUX VERB ADP PUNCT 
6937,-7.776898634502775,-inf,ADV VERB PRON VERB PRON CCONJ VERB PRON PUNCT 
6938,-29.916818805618576,-inf,PRON AUX ADV ADV ADJ PART VERB ADV ADV DET NOUN VERB ADP DET NOUN CCONJ AUX ADJ PART VERB PRON PUNCT 
6939,-32.662002355368706,-inf,ADP DET PROPN ADP PROPN PUNCT ADJ SCONJ NUM NOUN AUX VERB CCONJ DET NOUN PART NOUN NOUN AUX ADV ADV VERB PUNCT 
6940,-19.819286067283404,-inf,ADP VERB DET NOUN ADP DET PUNCT PRON AUX ADJ PART VERB ADP DET PROPN PUNCT 
6941,-47.82413514387847,-inf,PROPN PART NOUN PROPN PROPN PROPN ADP NUM VERB ADJ PUNCT NOUN NOUN NOUN DET VERB DET NOUN ADP ADJ NOUN CCONJ VERB DET NOUN ADP NOUN ADP PROPN PROPN CCONJ PROPN PUNCT 
6942,-13.894774140075082,-inf,PROPN PUNCT VERB NOUN ADP DET VERB PROPN CCONJ NOUN PUNCT ADJ PROPN 
6943,-21.997127646737013,-inf,ADV ADV PRON AUX DET NOUN ADP ADJ NOUN VERB ADP NOUN CCONJ NOUN DET VERB ADP DET NOUN PUNCT 
6944,-1.1457491440470393,-3.0052611968998693,NOUN ADP PROPN NOUN PUNCT 
6945,-inf,-inf,PUNCT PROPN PROPN AUX SCONJ VERB PART VERB DET NOUN PUNCT CCONJ PRON AUX ADV ADJ PUNCT 
6946,-inf,-inf,PRON AUX DET ADJ PUNCT ADJ NOUN ADP PROPN PUNCT VERB DET ADJ NOUN NOUN PART NUM SYM NUM NOUN ADP DET PROPN CCONJ DET NOUN ADP DET PROPN NUM ADJ NOUN NOUN PUNCT 
6947,-12.500737840700975,-inf,PROPN PUNCT NOUN ADP DET ADJ ADJ NOUN CCONJ PROPN PUNCT ADJ PROPN 
6948,-36.72748913971023,-inf,NOUN PART NOUN PUNCT DET VERB AUX DET NOUN ADP DET NOUN NOUN VERB ADP PROPN PROPN ADP DET NOUN NOUN PROPN PROPN PROPN PROPN PUNCT 
