,incorrect_trigram_poss,error_type,count
1194,VERB CCONJ PRON,M,1
1195,VERB CCONJ PRON,RV,1
1196,VERB CCONJ PRON,SX,1
1197,VERB CCONJ PUNCT,DJ,1
1163,VERB ADV PUNCT,R,1
1162,VERB ADV PUNCT,MY,1
1161,VERB ADV PUNCT,MV,1
1160,VERB ADV PUNCT,MP,1
305,ADV ADP ADP,UY,1
1130,VERB ADV CCONJ,RV,1
1131,VERB ADV CCONJ,S,1
304,ADV ADP ADP,RY,1
303,ADV ADP ADJ,S,1
1134,VERB ADV DET,M,1
1135,VERB ADV DET,MP,1
302,ADV ADP ADJ,MP,1
300,ADV ADJ PUNCT,UY,1
298,ADV ADJ PUNCT,RJ,1
1139,VERB ADV NOUN,DV,1
1140,VERB ADV NOUN,R,1
1141,VERB ADV NOUN,S,1
1142,VERB ADV NUM,MT,1
1143,VERB ADV NUM,TV,1
1145,VERB ADV PART,MA,1
1146,VERB ADV PART,MP,1
1147,VERB ADV PART,TV,1
296,ADV ADJ PUNCT,MP,1
1149,VERB ADV PRON,AGV,1
1150,VERB ADV PRON,DJ,1
1151,VERB ADV PRON,MA,1
1152,VERB ADV PRON,MV,1
295,ADV ADJ PUNCT,L,1
1154,VERB ADV PRON,S,1
1155,VERB ADV PRON,SX,1
1157,VERB ADV PRON,U,1
1158,VERB ADV PUNCT,FV,1
292,ADV ADJ PRON,UY,1
1198,VERB CCONJ VERB,DJ,1
1200,VERB CCONJ VERB,FV,1
1269,VERB DET VERB,RV,1
244,ADJ PUNCT _,MV,1
258,ADJ VERB PRON,DN,1
257,ADJ VERB PART,S,1
1240,VERB DET DET,W,1
256,ADJ VERB NOUN,MP,1
255,ADJ VERB DET,SX,1
254,ADJ VERB ADV,R,1
1245,VERB DET NOUN,ID,1
252,ADJ VERB ADP,UY,1
251,ADJ VERB ADP,RJ,1
250,ADJ PUNCT _,SX,1
1369,VERB PART CCONJ,MP,1
249,ADJ PUNCT _,SA,1
247,ADJ PUNCT _,RP,1
1252,VERB DET NOUN,RN,1
243,ADJ PUNCT _,MT,1
1201,VERB CCONJ VERB,R,1
242,ADJ PUNCT _,M,1
241,ADJ PUNCT _,DY,1
1257,VERB DET NOUN,UV,1
240,ADJ PUNCT _,DN,1
1259,VERB DET NUM,RV,1
1260,VERB DET PRON,SX,1
1261,VERB DET PROPN,FV,1
1262,VERB DET PROPN,MA,1
1263,VERB DET PUNCT,MV,1
239,ADJ PUNCT _,DJ,1
1265,VERB DET SYM,TV,1
1266,VERB DET VERB,M,1
1267,VERB DET VERB,MA,1
238,ADJ PUNCT X,RJ,1
259,ADJ VERB PRON,RY,1
260,ADJ VERB PUNCT,DY,1
1235,VERB DET DET,MP,1
1234,VERB DET DET,IV,1
1202,VERB CCONJ VERB,RP,1
1203,VERB CCONJ VERB,RV,1
277,ADV ADJ NOUN,FY,1
276,ADV ADJ NOUN,DJ,1
1206,VERB DET ADJ,DV,1
275,ADV ADJ DET,W,1
274,ADV ADJ CCONJ,RY,1
1209,VERB DET ADJ,M,1
273,ADV ADJ CCONJ,RJ,1
1211,VERB DET ADJ,MC,1
1212,VERB DET ADJ,MT,1
1214,VERB DET ADJ,MY,1
1215,VERB DET ADJ,R,1
271,ADV ADJ ADP,R,1
269,ADV ADJ ADP,MP,1
1219,VERB DET ADJ,U,1
1221,VERB DET ADJ,W,1
266,ADV ADJ ADP,DY,1
1223,VERB DET ADP,IV,1
1224,VERB DET ADP,MT,1
265,ADJ _ _,DY,1
264,ADJ VERB VERB,DN,1
263,ADJ VERB PUNCT,S,1
1228,VERB DET ADV,MY,1
262,ADJ VERB PUNCT,R,1
1230,VERB DET CCONJ,W,1
1231,VERB DET DET,AGV,1
1232,VERB DET DET,DJ,1
261,ADJ VERB PUNCT,L,1
184,ADJ PART NOUN,SX,1
171,ADJ NOUN VERB,CQ,1
1370,VERB PART CCONJ,S,1
1572,VERB VERB ADJ,IV,1
1558,VERB PUNCT VERB,TV,1
74,ADJ CCONJ PUNCT,DY,1
73,ADJ CCONJ PRON,S,1
1561,VERB PUNCT _,DN,1
1562,VERB PUNCT _,FV,1
1563,VERB PUNCT _,MA,1
1564,VERB PUNCT _,RJ,1
71,ADJ CCONJ NOUN,SX,1
70,ADJ CCONJ NOUN,S,1
69,ADJ CCONJ NOUN,DN,1
1568,VERB SYM NUM,TV,1
68,ADJ CCONJ DET,RJ,1
67,ADJ CCONJ DET,IJ,1
66,ADJ CCONJ ADV,W,1
1573,VERB VERB ADJ,M,1
1521,VERB PUNCT CCONJ,SX,1
65,ADJ CCONJ ADV,S,1
1575,VERB VERB ADJ,RP,1
62,ADJ CCONJ ADV,ID,1
1578,VERB VERB ADJ,UV,1
61,ADJ CCONJ ADV,DY,1
1580,VERB VERB ADP,AS,1
60,ADJ CCONJ ADJ,SA,1
1582,VERB VERB ADP,IV,1
57,ADJ CCONJ ADJ,DJ,1
1585,VERB VERB ADP,MP,1
1586,VERB VERB ADP,R,1
1587,VERB VERB ADP,RP,1
56,ADJ CCONJ ADJ,CL,1
55,ADJ ADV VERB,S,1
1557,VERB PUNCT VERB,RV,1
75,ADJ CCONJ VERB,RJ,1
1555,VERB PUNCT VERB,DY,1
1554,VERB PUNCT VERB,AGV,1
1523,VERB PUNCT DET,DJ,1
1524,VERB PUNCT DET,FV,1
84,ADJ INTJ ADP,RP,1
83,ADJ DET VERB,R,1
1527,VERB PUNCT INTJ,MV,1
1528,VERB PUNCT INTJ,S,1
1529,VERB PUNCT INTJ,TV,1
1530,VERB PUNCT NOUN,DV,1
1531,VERB PUNCT NOUN,MD,1
82,ADJ DET PRON,IN,1
80,ADJ DET NOUN,SX,1
1534,VERB PUNCT NOUN,SX,1
1535,VERB PUNCT PART,AGV,1
1536,VERB PUNCT PART,RV,1
1537,VERB PUNCT PART,S,1
1538,VERB PUNCT PRON,DJ,1
1539,VERB PUNCT PRON,DN,1
1540,VERB PUNCT PRON,DV,1
79,ADJ DET NOUN,FJ,1
1542,VERB PUNCT PRON,IV,1
1543,VERB PUNCT PRON,MV,1
78,ADJ DET ADV,S,1
1547,VERB PUNCT PROPN,L,1
1548,VERB PUNCT PROPN,RJ,1
1549,VERB PUNCT PROPN,TV,1
1550,VERB PUNCT PUNCT,DN,1
1551,VERB PUNCT PUNCT,FV,1
1552,VERB PUNCT PUNCT,RP,1
1553,VERB PUNCT PUNCT,SX,1
1590,VERB VERB ADP,SX,1
54,ADJ ADV PUNCT,TV,1
53,ADJ ADV PUNCT,S,1
1631,VERB VERB PART,UV,1
1633,VERB VERB PRON,AGV,1
1634,VERB VERB PRON,FV,1
1635,VERB VERB PRON,MA,1
18,ADJ ADP DET,DY,1
1638,VERB VERB PRON,S,1
16,ADJ ADP ADV,RJ,1
15,ADJ ADP ADV,DJ,1
1641,VERB VERB PROPN,MA,1
1642,VERB VERB PROPN,RV,1
14,ADJ ADP ADP,RJ,1
13,ADJ ADP ADP,DJ,1
12,ADJ ADP ADJ,RJ,1
11,ADJ ADP ADJ,MP,1
10,ADJ ADJ PUNCT,DY,1
9,ADJ ADJ NOUN,UJ,1
1649,VERB VERB PUNCT,UV,1
1651,VERB VERB VERB,IV,1
1652,VERB VERB VERB,M,1
1653,VERB VERB VERB,MA,1
7,ADJ ADJ NOUN,RJ,1
6,ADJ ADJ NOUN,R,1
5,ADJ ADJ NOUN,MP,1
1657,VERB VERB VERB,S,1
3,ADJ ADJ NOUN,L,1
1660,VERB VERB VERB,W,1
1661,VERB X PUNCT,MP,1
1662,X NOUN DET,UP,1
1663,X PUNCT CCONJ,S,1
1664,X VERB PART,UP,1
1632,VERB VERB PART,W,1
20,ADJ ADP DET,M,1
1594,VERB VERB ADV,MA,1
21,ADJ ADP DET,MY,1
1595,VERB VERB ADV,MN,1
1596,VERB VERB ADV,MV,1
51,ADJ ADV PRON,DJ,1
1598,VERB VERB ADV,S,1
50,ADJ ADV ADV,S,1
49,ADJ ADV ADJ,AGN,1
1602,VERB VERB ADV,X,1
1603,VERB VERB CCONJ,MA,1
46,ADJ ADP VERB,R,1
45,ADJ ADP VERB,DJ,1
44,ADJ ADP PUNCT,RJ,1
1608,VERB VERB DET,M,1
42,ADJ ADP PRON,SX,1
1610,VERB VERB DET,MC,1
1611,VERB VERB DET,MP,1
39,ADJ ADP PRON,MV,1
38,ADJ ADP PRON,MQ,1
1614,VERB VERB DET,RP,1
37,ADJ ADP PRON,MA,1
36,ADJ ADP PRON,M,1
1619,VERB VERB NOUN,MY,1
32,ADJ ADP NUM,S,1
1621,VERB VERB NOUN,S,1
31,ADJ ADP NUM,M,1
29,ADJ ADP NOUN,MP,1
28,ADJ ADP NOUN,DY,1
26,ADJ ADP DET,SX,1
24,ADJ ADP DET,RY,1
22,ADJ ADP DET,R,1
85,ADJ INTJ PUNCT,RP,1
86,ADJ NOUN ADJ,MV,1
1371,VERB PART DET,AGV,1
145,ADJ NOUN PUNCT,CN,1
1408,VERB PRON ADP,RP,1
157,ADJ NOUN PUNCT,MV,1
1411,VERB PRON ADP,SA,1
153,ADJ NOUN PUNCT,MN,1
152,ADJ NOUN PUNCT,MJ,1
1414,VERB PRON ADV,DV,1
1416,VERB PRON ADV,IV,1
1417,VERB PRON ADV,M,1
1418,VERB PRON ADV,MA,1
1419,VERB PRON ADV,MC,1
1420,VERB PRON ADV,MT,1
148,ADJ NOUN PUNCT,DN,1
1424,VERB PRON AUX,MY,1
1425,VERB PRON CCONJ,DV,1
1428,VERB PRON CCONJ,S,1
87,ADJ NOUN ADJ,R,1
143,ADJ NOUN PROPN,RP,1
142,ADJ NOUN PROPN,RJ,1
1431,VERB PRON DET,DV,1
141,ADJ NOUN PRON,SA,1
1433,VERB PRON DET,IV,1
138,ADJ NOUN PRON,MY,1
137,ADJ NOUN PRON,MD,1
136,ADJ NOUN PRON,M,1
135,ADJ NOUN PRON,FJ,1
134,ADJ NOUN PRON,DJ,1
1440,VERB PRON INTJ,RV,1
1441,VERB PRON NOUN,AGV,1
131,ADJ NOUN PART,R,1
129,ADJ NOUN NOUN,S,1
1407,VERB PRON ADP,MV,1
1406,VERB PRON ADP,MP,1
1405,VERB PRON ADP,ID,1
158,ADJ NOUN PUNCT,MY,1
1372,VERB PART DET,FV,1
1373,VERB PART DET,RV,1
1374,VERB PART DET,TV,1
1375,VERB PART NOUN,ID,1
1376,VERB PART NOUN,S,1
1377,VERB PART NUM,UP,1
1378,VERB PART PUNCT,DN,1
1379,VERB PART PUNCT,DV,1
183,ADJ NUM PROPN,UJ,1
1381,VERB PART PUNCT,IV,1
182,ADJ NOUN _,S,1
1383,VERB PART PUNCT,RP,1
181,ADJ NOUN _,RJ,1
1385,VERB PART PUNCT,SX,1
1386,VERB PART PUNCT,TV,1
180,ADJ NOUN _,DJ,1
177,ADJ NOUN VERB,UA,1
1390,VERB PART VERB,L,1
1391,VERB PART VERB,M,1
176,ADJ NOUN VERB,SX,1
175,ADJ NOUN VERB,SA,1
1127,VERB ADV ADV,X,1
170,ADJ NOUN VERB,CN,1
1398,VERB PART VERB,W,1
168,ADJ NOUN PUNCT,UY,1
165,ADJ NOUN PUNCT,SA,1
1401,VERB PRON ADJ,TV,1
162,ADJ NOUN PUNCT,RN,1
160,ADJ NOUN PUNCT,RD,1
1444,VERB PRON NOUN,S,1
1445,VERB PRON PART,AGV,1
1446,VERB PRON PART,FV,1
104,ADJ NOUN ADV,MD,1
102,ADJ NOUN ADV,AGQ,1
1488,VERB PRON VERB,UN,1
101,ADJ NOUN ADP,W,1
1491,VERB PROPN ADP,TV,1
1492,VERB PROPN ADV,RV,1
1493,VERB PROPN ADV,TV,1
1494,VERB PROPN CCONJ,TV,1
1495,VERB PROPN NUM,W,1
97,ADJ NOUN ADP,RP,1
1497,VERB PROPN PRON,TV,1
95,ADJ NOUN ADP,R,1
1499,VERB PROPN PUNCT,AGV,1
1500,VERB PROPN PUNCT,RJ,1
1501,VERB PROPN PUNCT,RV,1
1502,VERB PROPN PUNCT,TV,1
1503,VERB PUNCT ADJ,TV,1
1504,VERB PUNCT ADP,IV,1
1505,VERB PUNCT ADP,MA,1
1506,VERB PUNCT ADP,MV,1
1508,VERB PUNCT ADP,SX,1
91,ADJ NOUN ADP,M,1
1510,VERB PUNCT ADV,DJ,1
1511,VERB PUNCT ADV,FV,1
1512,VERB PUNCT ADV,MA,1
89,ADJ NOUN ADP,DJ,1
1514,VERB PUNCT ADV,S,1
1515,VERB PUNCT ADV,SX,1
1517,VERB PUNCT CCONJ,AGV,1
1518,VERB PUNCT CCONJ,FV,1
103,ADJ NOUN ADV,IV,1
105,ADJ NOUN ADV,MY,1
128,ADJ NOUN NOUN,RP,1
1482,VERB PRON VERB,RJ,1
126,ADJ NOUN NOUN,MD,1
1450,VERB PRON PART,W,1
1451,VERB PRON PRON,IV,1
1452,VERB PRON PRON,M,1
1453,VERB PRON PRON,MV,1
1454,VERB PRON PRON,R,1
1456,VERB PRON PRON,S,1
1457,VERB PRON PRON,TV,1
1458,VERB PRON PROPN,S,1
1459,VERB PRON PROPN,TV,1
124,ADJ NOUN DET,S,1
123,ADJ NOUN DET,RJ,1
122,ADJ NOUN DET,MT,1
1463,VERB PRON PUNCT,ID,1
1464,VERB PRON PUNCT,M,1
1465,VERB PRON PUNCT,MP,1
1466,VERB PRON PUNCT,MT,1
1467,VERB PRON PUNCT,R,1
117,ADJ NOUN CCONJ,RN,1
115,ADJ NOUN CCONJ,R,1
1472,VERB PRON PUNCT,UV,1
111,ADJ NOUN CCONJ,DJ,1
1474,VERB PRON VERB,DN,1
110,ADJ NOUN ADV,SX,1
1477,VERB PRON VERB,ID,1
1478,VERB PRON VERB,MA,1
1479,VERB PRON VERB,MC,1
108,ADJ NOUN ADV,RP,1
107,ADJ NOUN ADV,RN,1
1128,VERB ADV CCONJ,AGV,1
323,ADV ADP NOUN,MV,1
306,ADV ADP ADV,RY,1
473,ADV PUNCT PART,UC,1
722,PART VERB ADP,W,1
483,ADV PUNCT PRON,R,1
482,ADV PUNCT PRON,MY,1
725,PART VERB ADV,RP,1
481,ADV PUNCT PRON,MV,1
727,PART VERB ADV,U,1
728,PART VERB CCONJ,TV,1
479,ADV PUNCT PRON,MN,1
730,PART VERB DET,MV,1
478,ADV PUNCT PRON,MC,1
732,PART VERB DET,R,1
477,ADV PUNCT PRON,L,1
474,ADV PUNCT PRON,DJ,1
736,PART VERB DET,W,1
738,PART VERB NOUN,MP,1
719,PART VERB ADP,RP,1
739,PART VERB NOUN,MV,1
472,ADV PUNCT NOUN,UN,1
741,PART VERB PART,SX,1
471,ADV PUNCT NOUN,RY,1
743,PART VERB PART,UV,1
745,PART VERB PRON,ID,1
746,PART VERB PRON,MT,1
748,PART VERB PRON,UT,1
467,ADV PUNCT DET,R,1
750,PART VERB PUNCT,MT,1
751,PART VERB PUNCT,R,1
752,PART VERB PUNCT,RV,1
753,PART VERB PUNCT,SX,1
754,PART VERB PUNCT,UT,1
485,ADV PUNCT PRON,S,1
718,PART VERB ADP,R,1
682,NUM NOUN NOUN,FJ,1
699,PART ADP DET,UT,1
684,NUM NOUN PRON,MD,1
685,NUM NOUN PUNCT,M,1
686,NUM NOUN PUNCT,MN,1
497,ADV PUNCT _,R,1
496,ADV PUNCT _,MP,1
689,NUM PART NOUN,W,1
690,NUM PROPN PUNCT,MT,1
691,NUM PUNCT ADP,M,1
692,NUM PUNCT ADV,MT,1
693,NUM PUNCT NUM,MT,1
694,NUM PUNCT PRON,RN,1
695,NUM VERB VERB,AGA,1
696,PART ADJ PART,SX,1
697,PART ADP DET,R,1
700,PART ADP DET,UY,1
488,ADV PUNCT PUNCT,DY,1
701,PART CCONJ ADP,UY,1
702,PART DET NOUN,RY,1
492,ADV PUNCT _,DJ,1
704,PART NOUN ADP,SX,1
705,PART NOUN VERB,R,1
706,PART PART PRON,R,1
491,ADV PUNCT VERB,RP,1
708,PART PRON ADP,R,1
709,PART PRON ADV,W,1
710,PART PRON NOUN,MA,1
711,PART PRON PRON,ID,1
712,PART PUNCT PUNCT,RT,1
490,ADV PUNCT VERB,DJ,1
714,PART VERB ADJ,UV,1
755,PART VERB VERB,M,1
756,PART VERB VERB,MN,1
758,PART VERB VERB,TV,1
455,ADV PUNCT ADV,MJ,1
796,PROPN NOUN DET,RP,1
797,PROPN NOUN DET,S,1
798,PROPN NOUN NOUN,RP,1
799,PROPN NOUN NOUN,S,1
800,PROPN NOUN PUNCT,DJ,1
801,PROPN NOUN PUNCT,MP,1
458,ADV PUNCT CCONJ,DY,1
803,PROPN NOUN VERB,S,1
804,PROPN PART CCONJ,UP,1
805,PROPN PART NOUN,MP,1
806,PROPN PART NOUN,RP,1
808,PROPN PART PROPN,UP,1
809,PROPN PART PUNCT,UP,1
456,ADV PUNCT ADV,R,1
812,PROPN PROPN ADP,S,1
759,PROPN ADJ CCONJ,MP,1
813,PROPN PROPN ADV,DN,1
814,PROPN PROPN CCONJ,MT,1
815,PROPN PROPN CCONJ,S,1
454,ADV PUNCT ADV,IV,1
817,PROPN PROPN NOUN,MD,1
818,PROPN PROPN NUM,MP,1
453,ADV PUNCT ADV,FY,1
820,PROPN PROPN PROPN,R,1
821,PROPN PROPN PROPN,S,1
822,PROPN PROPN PUNCT,IJ,1
452,ADV PUNCT ADV,DJ,1
824,PROPN PROPN PUNCT,MV,1
451,ADV PUNCT ADP,RY,1
826,PROPN PROPN PUNCT,SX,1
794,PROPN NOUN CCONJ,MP,1
793,PROPN NOUN ADP,W,1
792,PROPN NOUN ADP,RP,1
791,PROPN NOUN ADP,DN,1
464,ADV PUNCT DET,FY,1
762,PROPN ADP DET,MT,1
463,ADV PUNCT CCONJ,UY,1
462,ADV PUNCT CCONJ,RY,1
765,PROPN ADP NOUN,S,1
766,PROPN ADP PRON,MT,1
767,PROPN ADP PRON,S,1
768,PROPN ADP PROPN,RP,1
769,PROPN ADP PUNCT,MT,1
770,PROPN ADP VERB,S,1
771,PROPN ADV ADJ,UP,1
772,PROPN ADV ADP,S,1
773,PROPN ADV ADV,MD,1
774,PROPN ADV ADV,RP,1
775,PROPN ADV PRON,MD,1
776,PROPN ADV PUNCT,SA,1
777,PROPN ADV VERB,S,1
778,PROPN CCONJ DET,RP,1
779,PROPN CCONJ DET,S,1
780,PROPN CCONJ NOUN,RP,1
781,PROPN CCONJ PRON,RP,1
782,PROPN CCONJ PRON,SA,1
783,PROPN CCONJ PROPN,RN,1
784,PROPN CCONJ PROPN,RP,1
786,PROPN DET DET,S,1
460,ADV PUNCT CCONJ,MP,1
788,PROPN DET NUM,RP,1
789,PROPN DET PROPN,S,1
790,PROPN DET VERB,RP,1
498,ADV PUNCT _,RJ,1
681,NUM NOUN CCONJ,MT,1
829,PROPN PROPN VERB,S,1
592,CCONJ ADP SYM,R,1
524,ADV VERB CCONJ,S,1
578,ADV _ _,S,1
579,CCONJ ADJ ADP,RC,1
523,ADV VERB ADV,W,1
521,ADV VERB ADV,TV,1
582,CCONJ ADJ NOUN,R,1
583,CCONJ ADJ NOUN,RC,1
584,CCONJ ADJ NOUN,SX,1
585,CCONJ ADJ PUNCT,R,1
586,CCONJ ADP ADJ,UC,1
587,CCONJ ADP DET,MP,1
588,CCONJ ADP PRON,MT,1
590,CCONJ ADP PRON,RQ,1
591,CCONJ ADP PRON,S,1
518,ADV VERB ADV,RD,1
525,ADV VERB CCONJ,X,1
594,CCONJ ADV ADP,RP,1
595,CCONJ ADV CCONJ,S,1
596,CCONJ ADV DET,MT,1
597,CCONJ ADV NOUN,MN,1
598,CCONJ ADV PART,MA,1
599,CCONJ ADV PRON,MP,1
600,CCONJ ADV PRON,MT,1
601,CCONJ ADV VERB,R,1
602,CCONJ DET ADJ,MP,1
603,CCONJ DET ADJ,MY,1
604,CCONJ DET ADJ,R,1
605,CCONJ DET ADJ,RP,1
607,CCONJ DET NOUN,MV,1
609,CCONJ DET NOUN,UC,1
576,ADV _ _,RP,1
572,ADV VERB VERB,UV,1
499,ADV PUNCT _,RP,1
555,ADV VERB PRON,UY,1
535,ADV VERB DET,UV,1
540,ADV VERB NOUN,RY,1
541,ADV VERB NOUN,TV,1
542,ADV VERB PART,MV,1
543,ADV VERB PART,R,1
544,ADV VERB PRON,AS,1
546,ADV VERB PRON,L,1
547,ADV VERB PRON,M,1
548,ADV VERB PRON,MC,1
550,ADV VERB PRON,RP,1
551,ADV VERB PRON,RY,1
532,ADV VERB DET,RP,1
553,ADV VERB PRON,UA,1
554,ADV VERB PRON,UC,1
556,ADV VERB PUNCT,ID,1
571,ADV VERB VERB,UP,1
557,ADV VERB PUNCT,MN,1
531,ADV VERB DET,RA,1
559,ADV VERB PUNCT,RP,1
560,ADV VERB PUNCT,RY,1
561,ADV VERB PUNCT,S,1
529,ADV VERB DET,MV,1
528,ADV VERB DET,MT,1
564,ADV VERB VERB,AS,1
565,ADV VERB VERB,DY,1
566,ADV VERB VERB,MV,1
567,ADV VERB VERB,RA,1
568,ADV VERB VERB,RY,1
569,ADV VERB VERB,S,1
570,ADV VERB VERB,TV,1
610,CCONJ DET PUNCT,MP,1
611,CCONJ DET VERB,MN,1
613,CCONJ NOUN ADP,SX,1
664,NUM ADP NOUN,S,1
650,INTJ ADV PUNCT,DA,1
651,INTJ DET NOUN,MP,1
652,INTJ NOUN VERB,SA,1
653,INTJ PRON VERB,RT,1
505,ADV VERB ADJ,MV,1
655,INTJ PROPN PUNCT,RP,1
656,INTJ PUNCT PRON,S,1
657,INTJ PUNCT PROPN,RP,1
658,INTJ PUNCT _,MP,1
659,INTJ PUNCT _,RP,1
660,NUM ADJ NOUN,W,1
661,NUM ADP DET,R,1
662,NUM ADP DET,U,1
663,NUM ADP NOUN,AGN,1
665,NUM ADP PRON,MT,1
614,CCONJ NOUN CCONJ,MN,1
504,ADV VERB ADJ,MT,1
667,NUM CCONJ NOUN,FN,1
668,NUM CCONJ NUM,MN,1
669,NUM DET ADJ,ID,1
670,NUM DET NUM,ID,1
671,NUM NOUN ADJ,IJ,1
672,NUM NOUN ADJ,MP,1
673,NUM NOUN ADJ,RP,1
502,ADV PUNCT _,UT,1
675,NUM NOUN ADP,MT,1
676,NUM NOUN ADP,R,1
677,NUM NOUN ADP,RD,1
678,NUM NOUN ADP,W,1
679,NUM NOUN ADV,MC,1
649,INTJ ADV ADV,RY,1
648,INTJ ADP PRON,DJ,1
647,INTJ ADP DET,DJ,1
646,CCONJ VERB VERB,MY,1
615,CCONJ NOUN NOUN,MA,1
616,CCONJ NOUN PRON,RC,1
617,CCONJ NOUN PUNCT,MP,1
513,ADV VERB ADP,TV,1
619,CCONJ NOUN PUNCT,UC,1
620,CCONJ NOUN VERB,MP,1
621,CCONJ PART VERB,MP,1
622,CCONJ PART VERB,R,1
623,CCONJ PRON ADP,MP,1
624,CCONJ PRON ADV,MP,1
625,CCONJ PRON AUX,RC,1
626,CCONJ PRON NOUN,MT,1
629,CCONJ PRON VERB,MN,1
509,ADV VERB ADP,M,1
631,CCONJ PRON VERB,MT,1
632,CCONJ PRON VERB,MY,1
633,CCONJ PRON VERB,R,1
508,ADV VERB ADP,DY,1
507,ADV VERB ADJ,W,1
506,ADV VERB ADJ,RP,1
637,CCONJ PROPN PROPN,MV,1
638,CCONJ PROPN PUNCT,RC,1
639,CCONJ PUNCT PRON,MP,1
640,CCONJ VERB DET,MN,1
641,CCONJ VERB NOUN,MT,1
642,CCONJ VERB PART,R,1
643,CCONJ VERB PRON,MA,1
644,CCONJ VERB PRON,R,1
645,CCONJ VERB PRON,RC,1
828,PROPN PROPN VERB,RP,1
830,PROPN PROPN _,MP,1
1125,VERB ADV ADV,UY,1
1031,VERB ADP DET,MV,1
1013,VERB ADP ADP,SX,1
1014,VERB ADP ADV,MP,1
1015,VERB ADP ADV,RN,1
1016,VERB ADP ADV,RV,1
374,ADV CCONJ ADV,RY,1
1018,VERB ADP CCONJ,FV,1
1019,VERB ADP CCONJ,TV,1
1020,VERB ADP DET,AGN,1
372,ADV CCONJ ADP,MP,1
371,ADV CCONJ ADP,CL,1
370,ADV ADV VERB,W,1
369,ADV ADV VERB,FY,1
368,ADV ADV PUNCT,UY,1
367,ADV ADV PUNCT,U,1
361,ADV ADV PROPN,W,1
1011,VERB ADP ADP,MA,1
1033,VERB ADP DET,RJ,1
360,ADV ADV PRON,RY,1
359,ADV ADV PRON,RP,1
358,ADV ADV PRON,RC,1
356,ADV ADV NOUN,IJ,1
1039,VERB ADP DET,U,1
1040,VERB ADP DET,UJ,1
1041,VERB ADP DET,UT,1
355,ADV ADV DET,W,1
1043,VERB ADP NOUN,DJ,1
354,ADV ADV DET,RY,1
352,ADV ADV DET,DY,1
351,ADV ADV ADV,X,1
350,ADV ADV ADV,W,1
375,ADV CCONJ DET,RP,1
1010,VERB ADP ADJ,TV,1
976,VERB ADJ CCONJ,UV,1
993,VERB ADJ PART,TV,1
390,ADV DET NOUN,MT,1
389,ADV DET NOUN,DY,1
981,VERB ADJ NOUN,IV,1
982,VERB ADJ NOUN,MA,1
983,VERB ADJ NOUN,R,1
388,ADV DET DET,W,1
387,ADV DET ADP,RY,1
986,VERB ADJ NOUN,UN,1
386,ADV DET ADP,IV,1
988,VERB ADJ NOUN,W,1
989,VERB ADJ NUM,S,1
385,ADV DET ADJ,W,1
991,VERB ADJ PART,R,1
992,VERB ADJ PART,RV,1
384,ADV DET ADJ,S,1
1009,VERB ADP ADJ,S,1
995,VERB ADJ PRON,MA,1
996,VERB ADJ PRON,TV,1
383,ADV DET ADJ,RQ,1
382,ADV DET ADJ,MV,1
381,ADV CCONJ VERB,SX,1
1000,VERB ADJ PUNCT,MP,1
380,ADV CCONJ VERB,RP,1
379,ADV CCONJ PUNCT,RY,1
378,ADV CCONJ PRON,S,1
1004,VERB ADJ PUNCT,UV,1
1005,VERB ADP ADJ,DJ,1
377,ADV CCONJ PRON,FY,1
1007,VERB ADP ADJ,IV,1
376,ADV CCONJ NOUN,UY,1
1048,VERB ADP NOUN,MD,1
1049,VERB ADP NOUN,MP,1
348,ADV ADV ADP,MA,1
1108,VERB ADV ADP,FV,1
331,ADV ADP PRON,MY,1
328,ADV ADP NOUN,W,1
1093,VERB ADP VERB,SX,1
327,ADV ADP NOUN,SX,1
1095,VERB ADV ADJ,FV,1
1096,VERB ADV ADJ,M,1
326,ADV ADP NOUN,RY,1
1098,VERB ADV ADJ,MN,1
1099,VERB ADV ADJ,MP,1
325,ADV ADP NOUN,RA,1
324,ADV ADP NOUN,MY,1
538,ADV VERB NOUN,DV,1
321,ADV ADP NOUN,M,1
1107,VERB ADV ADP,AS,1
1109,VERB ADV ADP,M,1
347,ADV ADV ADP,M,1
1110,VERB ADV ADP,MV,1
1111,VERB ADV ADP,R,1
315,ADV ADP DET,RT,1
314,ADV ADP DET,RP,1
1114,VERB ADV ADP,TV,1
312,ADV ADP DET,MP,1
310,ADV ADP DET,ID,1
1118,VERB ADV ADV,IV,1
309,ADV ADP DET,DJ,1
1120,VERB ADV ADV,MP,1
1121,VERB ADV ADV,MV,1
1122,VERB ADV ADV,R,1
308,ADV ADP DET,AS,1
307,ADV ADP ADV,W,1
1089,VERB ADP PUNCT,MV,1
1088,VERB ADP PUNCT,MA,1
1087,VERB ADP PUNCT,IV,1
1086,VERB ADP PROPN,UV,1
1052,VERB ADP NOUN,RP,1
1053,VERB ADP NOUN,RT,1
345,ADV ADV ADJ,UY,1
1056,VERB ADP NOUN,SA,1
1058,VERB ADP NOUN,W,1
1059,VERB ADP NUM,DJ,1
1060,VERB ADP NUM,IV,1
1061,VERB ADP NUM,MP,1
1062,VERB ADP NUM,RV,1
342,ADV ADP VERB,RY,1
341,ADV ADP SYM,W,1
1065,VERB ADP PRON,AS,1
340,ADV ADP PROPN,U,1
1067,VERB ADP PRON,ID,1
