,incorrect_trigram_poss,correct_trigram_poss,count
1069,VERB ADV NOUN,VERB ADP DET,1
1082,VERB ADV PRON,PRON VERB ADV,1
1068,VERB ADV NOUN,ADJ ADV NOUN,1
1083,VERB ADV PRON,VERB ADJ ADV,1
912,PUNCT VERB VERB,NOUN PUNCT VERB,1
1064,VERB ADV DET,PART VERB ADV,1
1085,VERB ADV PUNCT,ADP DET PUNCT,1
1086,VERB ADV PUNCT,ADV PUNCT INTJ,1
1087,VERB ADV PUNCT,ADV VERB ADV,1
1063,VERB ADV DET,NOUN PRON VERB,1
901,PUNCT PUNCT ADP,PUNCT PUNCT ADP,1
1088,VERB ADV PUNCT,NOUN ADV PUNCT,1
1065,VERB ADV DET,PUNCT VERB ADV,1
939,VERB ADJ DET,PUNCT PRON VERB,1
922,PUNCT _ _,PRON VERB PUNCT,1
956,VERB ADJ PRON,VERB ADJ PRON,1
1011,VERB ADP PRON,ADP PRON VERB,1
970,VERB ADP ADV,NOUN ADP ADV,1
969,VERB ADP ADP,VERB DET NOUN,1
1013,VERB ADP PRON,DET ADP PRON,1
967,VERB ADP ADP,PRON VERB ADP,1
1015,VERB ADP PRON,PRON VERB ADP,1
1016,VERB ADP PRON,PRON VERB VERB,1
1017,VERB ADP PRON,PUNCT VERB ADP,1
1019,VERB ADP PRON,VERB DET ADJ,1
1020,VERB ADP PRON,VERB DET NOUN,1
964,VERB ADP ADJ,PART VERB ADP,1
963,VERB ADP ADJ,ADV ADP ADJ,1
962,VERB ADP ADJ,ADJ ADP ADJ,1
1023,VERB ADP PRON,VERB VERB VERB,1
1024,VERB ADP PROPN,ADP PROPN PUNCT,1
959,VERB ADJ PUNCT,PUNCT VERB ADJ,1
1026,VERB ADP PROPN,PRON VERB ADP,1
1010,VERB ADP NUM,VERB VERB ADP,1
971,VERB ADP ADV,PUNCT VERB ADP,1
1008,VERB ADP NUM,PUNCT VERB ADP,1
998,VERB ADP NOUN,VERB ADJ ADP,1
985,VERB ADP DET,VERB ADJ ADP,1
984,VERB ADP DET,PUNCT _ _,1
982,VERB ADP DET,PRON VERB VERB,1
993,VERB ADP NOUN,DET NOUN ADP,1
995,VERB ADP NOUN,PART VERB NOUN,1
997,VERB ADP NOUN,PUNCT VERB ADP,1
978,VERB ADP DET,ADP NOUN PUNCT,1
977,VERB ADP DET,ADP NOUN ADP,1
1007,VERB ADP NUM,ADJ ADP NUM,1
1000,VERB ADP NOUN,VERB ADV ADJ,1
1001,VERB ADP NOUN,VERB NOUN ADV,1
1002,VERB ADP NOUN,VERB NOUN PRON,1
1096,VERB ADV VERB,ADV VERB NOUN,1
1004,VERB ADP NOUN,VERB PART ADP,1
1005,VERB ADP NOUN,VERB PUNCT PART,1
973,VERB ADP CCONJ,PART VERB ADP,1
957,VERB ADJ PUNCT,ADJ PUNCT CCONJ,1
1028,VERB ADP PUNCT,PRON VERB ADP,1
924,SYM NUM ADV,ADP SYM NUM,1
955,VERB ADJ PRON,PRON VERB ADJ,1
1045,VERB ADV ADP,ADP ADP PRON,1
1047,VERB ADV ADP,PRON VERB VERB,1
1048,VERB ADV ADP,VERB ADJ ADP,1
938,VERB ADJ DET,ADP PRON VERB,1
936,VERB ADJ CCONJ,PRON VERB ADV,1
1050,VERB ADV ADP,VERB ADV PUNCT,1
1051,VERB ADV ADP,VERB PROPN ADV,1
1052,VERB ADV ADP,VERB VERB VERB,1
935,VERB ADJ CCONJ,PART VERB ADJ,1
934,VERB ADJ CCONJ,ADJ CCONJ NOUN,1
932,VERB ADJ ADV,CCONJ DET NOUN,1
931,VERB ADJ ADP,VERB VERB ADJ,1
930,VERB ADJ ADP,VERB NOUN ADJ,1
927,VERB ADJ ADP,ADV ADJ ADP,1
926,VERB ADJ ADP,ADJ ADP DET,1
925,VERB ADJ ADJ,VERB ADP NOUN,1
1057,VERB ADV ADV,VERB ADV PUNCT,1
1043,VERB ADV ADJ,VERB PRON ADJ,1
987,VERB ADP DET,VERB ADV PUNCT,1
1042,VERB ADV ADJ,VERB ADV PUNCT,1
1035,VERB ADV ADJ,ADV ADV VERB,1
954,VERB ADJ PART,VERB VERB ADJ,1
1030,VERB ADP PUNCT,VERB PART PUNCT,1
953,VERB ADJ PART,VERB PRON PART,1
1031,VERB ADP PUNCT,VERB VERB ADP,1
1032,VERB ADP VERB,ADJ ADP VERB,1
952,VERB ADJ PART,VERB ADJ PART,1
1034,VERB ADP VERB,VERB PART VERB,1
949,VERB ADJ NUM,VERB ADJ NUM,1
940,VERB ADJ NOUN,ADJ NOUN ADP,1
947,VERB ADJ NOUN,VERB ADP VERB,1
1037,VERB ADV ADJ,DET NOUN ADP,1
945,VERB ADJ NOUN,PRON VERB ADJ,1
1038,VERB ADV ADJ,NOUN ADV ADJ,1
1039,VERB ADV ADJ,PART VERB ADV,1
942,VERB ADJ NOUN,ADJ NOUN PUNCT,1
941,VERB ADJ NOUN,ADJ NOUN DET,1
974,VERB ADP CCONJ,VERB VERB ADP,1
0,ADJ ADJ ADP,ADJ ADJ ADP,1
1101,VERB ADV VERB,DET VERB ADV,1
1398,VERB PUNCT NOUN,DET VERB PUNCT,1
1376,VERB PROPN PRON,VERB PROPN PRON,1
1379,VERB PUNCT ADJ,VERB VERB PUNCT,1
1380,VERB PUNCT ADP,PART VERB VERB,1
1381,VERB PUNCT ADP,PRON VERB PUNCT,1
1383,VERB PUNCT ADP,VERB VERB PUNCT,1
1384,VERB PUNCT ADV,ADJ PUNCT ADV,1
1385,VERB PUNCT ADV,ADV PUNCT ADV,1
1386,VERB PUNCT ADV,PART VERB PUNCT,1
1387,VERB PUNCT ADV,PRON VERB PUNCT,1
1390,VERB PUNCT CCONJ,PART VERB PUNCT,1
1392,VERB PUNCT CCONJ,VERB VERB PUNCT,1
1393,VERB PUNCT DET,ADJ PUNCT DET,1
1394,VERB PUNCT DET,VERB ADP PUNCT,1
1397,VERB PUNCT INTJ,VERB VERB PUNCT,1
1399,VERB PUNCT NOUN,NOUN PUNCT NOUN,1
1373,VERB PROPN CCONJ,VERB PROPN CCONJ,1
1402,VERB PUNCT PART,VERB ADJ PUNCT,1
1404,VERB PUNCT PRON,ADJ PUNCT PRON,1
1405,VERB PUNCT PRON,NOUN PUNCT PRON,1
1409,VERB PUNCT PROPN,ADJ PUNCT PROPN,1
1410,VERB PUNCT PROPN,VERB PUNCT PROPN,1
1411,VERB PUNCT PROPN,VERB VERB PUNCT,1
1412,VERB PUNCT PUNCT,ADV PUNCT PUNCT,1
1413,VERB PUNCT PUNCT,NOUN PUNCT PUNCT,1
1414,VERB PUNCT PUNCT,PART VERB PUNCT,1
1415,VERB PUNCT PUNCT,VERB PUNCT PUNCT,1
1416,VERB PUNCT VERB,ADV PUNCT VERB,1
1417,VERB PUNCT VERB,PART VERB PUNCT,1
1419,VERB PUNCT VERB,VERB VERB PUNCT,1
1421,VERB PUNCT _,NOUN PUNCT _,1
1374,VERB PROPN NUM,PROPN VERB NUM,1
1371,VERB PROPN ADP,VERB PROPN ADP,1
1425,VERB SYM NUM,VERB SYM NUM,1
1339,VERB PRON PART,VERB VERB PRON,1
1310,VERB PRON ADP,VERB ADP DET,1
1312,VERB PRON ADP,VERB NOUN ADP,1
1314,VERB PRON ADP,VERB PRON NOUN,1
1315,VERB PRON ADP,VERB PRON PART,1
1316,VERB PRON ADP,VERB PRON PUNCT,1
1319,VERB PRON ADV,ADP VERB PRON,1
1321,VERB PRON ADV,DET VERB PRON,1
1323,VERB PRON ADV,PRON VERB PRON,1
1324,VERB PRON ADV,PRON VERB VERB,1
1326,VERB PRON AUX,ADV VERB PRON,1
1327,VERB PRON CCONJ,PART VERB PRON,1
1334,VERB PRON INTJ,VERB PRON INTJ,1
1336,VERB PRON PART,PART VERB PRON,1
1337,VERB PRON PART,PRON VERB PART,1
1340,VERB PRON PRON,PRON VERB VERB,1
1368,VERB PRON VERB,VERB PART PRON,1
1342,VERB PRON PRON,VERB VERB PRON,1
1344,VERB PRON PUNCT,ADP VERB PRON,1
1345,VERB PRON PUNCT,PRON PUNCT VERB,1
1346,VERB PRON PUNCT,PRON VERB VERB,1
1347,VERB PRON PUNCT,PUNCT CCONJ PRON,1
1348,VERB PRON PUNCT,PUNCT VERB PRON,1
1352,VERB PRON PUNCT,VERB PRON VERB,1
1353,VERB PRON PUNCT,VERB VERB PRON,1
1354,VERB PRON VERB,ADJ PRON VERB,1
1355,VERB PRON VERB,ADV ADP PRON,1
1357,VERB PRON VERB,CCONJ VERB PRON,1
1359,VERB PRON VERB,PART VERB PRON,1
1361,VERB PRON VERB,PRON VERB DET,1
1367,VERB PRON VERB,VERB DET NOUN,1
1422,VERB PUNCT _,PRON VERB PUNCT,1
1426,VERB VERB ADJ,ADV ADJ ADP,1
1307,VERB PRON ADJ,VERB PRON PUNCT,1
1511,VERB VERB PUNCT,VERB ADJ PUNCT,1
1489,VERB VERB NOUN,VERB VERB VERB,1
1490,VERB VERB NUM,VERB NUM NOUN,1
1491,VERB VERB NUM,VERB NUM PUNCT,1
1493,VERB VERB PART,ADP VERB PART,1
1494,VERB VERB PART,DET ADJ NOUN,1
1495,VERB VERB PART,DET VERB VERB,1
1496,VERB VERB PART,PRON VERB VERB,1
1497,VERB VERB PART,VERB PART ADP,1
1501,VERB VERB PRON,AUX ADV VERB,1
1502,VERB VERB PRON,PRON VERB VERB,1
1503,VERB VERB PRON,VERB PART VERB,1
1507,VERB VERB PROPN,PRON VERB VERB,1
1508,VERB VERB PROPN,VERB PROPN PROPN,1
1509,VERB VERB PUNCT,AUX ADV VERB,1
1512,VERB VERB PUNCT,VERB PUNCT PUNCT,1
1484,VERB VERB NOUN,ADV VERB VERB,1
1513,VERB VERB PUNCT,VERB PUNCT _,1
1515,VERB VERB PUNCT,VERB VERB VERB,1
1516,VERB VERB VERB,ADV VERB ADP,1
1517,VERB VERB VERB,ADV VERB DET,1
1519,VERB VERB VERB,PRON VERB VERB,1
1521,VERB VERB VERB,VERB ADP NUM,1
1522,VERB VERB VERB,VERB ADV ADV,1
1523,VERB VERB VERB,VERB VERB ADJ,1
1526,VERB VERB VERB,VERB VERB PUNCT,1
1528,VERB X PUNCT,PUNCT VERB X,1
1529,X NOUN DET,PRON VERB VERB,1
1530,X PUNCT CCONJ,ADV PUNCT CCONJ,1
1531,X VERB PART,PRON VERB VERB,1
1532,_ _ _,PRON VERB PUNCT,1
1486,VERB VERB NOUN,VERB NOUN DET,1
1481,VERB VERB DET,VERB VERB ADV,1
1428,VERB VERB ADJ,NOUN VERB VERB,1
1454,VERB VERB ADV,DET NOUN ADP,1
1430,VERB VERB ADJ,VERB ADJ ADJ,1
1431,VERB VERB ADJ,VERB ADJ NOUN,1
1433,VERB VERB ADJ,VERB VERB VERB,1
1434,VERB VERB ADP,ADJ ADP PRON,1
1435,VERB VERB ADP,ADP VERB VERB,1
1436,VERB VERB ADP,DET VERB ADP,1
1440,VERB VERB ADP,PUNCT VERB VERB,1
1442,VERB VERB ADP,VERB ADP ADP,1
1443,VERB VERB ADP,VERB ADP ADV,1
1445,VERB VERB ADP,VERB ADP NOUN,1
1446,VERB VERB ADP,VERB ADP NUM,1
1449,VERB VERB ADP,VERB ADV VERB,1
1450,VERB VERB ADP,VERB DET NOUN,1
1453,VERB VERB ADV,ADV ADV VERB,1
1455,VERB VERB ADV,PRON VERB VERB,1
1480,VERB VERB DET,VERB DET PROPN,1
1456,VERB VERB ADV,VERB ADV ADJ,1
1457,VERB VERB ADV,VERB ADV ADP,1
1458,VERB VERB ADV,VERB ADV CCONJ,1
1460,VERB VERB ADV,VERB ADV PUNCT,1
1463,VERB VERB ADV,VERB VERB VERB,1
1464,VERB VERB CCONJ,DET VERB VERB,1
1465,VERB VERB CCONJ,VERB ADJ CCONJ,1
1466,VERB VERB CCONJ,VERB CCONJ ADV,1
1468,VERB VERB DET,ADV DET NOUN,1
1469,VERB VERB DET,ADV VERB VERB,1
1471,VERB VERB DET,PART VERB DET,1
1473,VERB VERB DET,PRON VERB DET,1
1475,VERB VERB DET,PUNCT VERB VERB,1
1476,VERB VERB DET,VERB ADP VERB,1
1309,VERB PRON ADP,PUNCT VERB PRON,1
1306,VERB PRON ADJ,VERB PRON PART,1
1102,VERB ADV VERB,NOUN VERB ADV,1
1180,VERB DET NOUN,VERB DET VERB,1
1152,VERB DET DET,ADJ DET DET,1
1153,VERB DET DET,ADP DET DET,1
1154,VERB DET DET,ADP NOUN ADP,1
1155,VERB DET DET,DET VERB DET,1
1156,VERB DET DET,PART VERB DET,1
1157,VERB DET DET,PUNCT VERB DET,1
1158,VERB DET DET,VERB ADP DET,1
1160,VERB DET NOUN,ADJ DET NOUN,1
1166,VERB DET NOUN,DET NOUN ADP,1
1167,VERB DET NOUN,DET NOUN PART,1
1171,VERB DET NOUN,NOUN VERB DET,1
1174,VERB DET NOUN,PRON VERB VERB,1
1176,VERB DET NOUN,VERB ADP ADP,1
1178,VERB DET NOUN,VERB ADV ADV,1
1181,VERB DET NOUN,VERB NOUN ADP,1
1150,VERB DET ADV,VERB DET ADV,1
1184,VERB DET NOUN,VERB PRON PART,1
1186,VERB DET NUM,VERB DET NUM,1
1187,VERB DET PRON,VERB ADP PRON,1
1188,VERB DET PROPN,PRON VERB DET,1
1189,VERB DET PROPN,VERB DET PROPN,1
1191,VERB DET PUNCT,VERB VERB DET,1
1192,VERB DET SYM,VERB DET SYM,1
1193,VERB DET VERB,DET DET VERB,1
1194,VERB DET VERB,PRON VERB DET,1
1195,VERB DET VERB,PRON VERB VERB,1
1198,VERB DET VERB,VERB PART VERB,1
1199,VERB INTJ ADV,VERB INTJ ADV,1
1200,VERB INTJ CCONJ,VERB ADP CCONJ,1
1201,VERB INTJ VERB,PART VERB INTJ,1
1151,VERB DET CCONJ,DET NOUN ADP,1
1149,VERB DET ADV,VERB ADP ADV,1
1203,VERB NOUN ADJ,PART VERB NOUN,1
1123,VERB CCONJ VERB,NOUN CCONJ NOUN,1
1104,VERB ADV VERB,PUNCT VERB ADV,1
1106,VERB ADV VERB,VERB PART ADV,1
1107,VERB CCONJ ADJ,ADJ CCONJ ADJ,1
1109,VERB CCONJ ADP,VERB DET ADP,1
1110,VERB CCONJ ADP,VERB PART CCONJ,1
1111,VERB CCONJ ADP,VERB VERB CCONJ,1
1113,VERB CCONJ DET,VERB VERB CCONJ,1
1114,VERB CCONJ PART,ADJ CCONJ PART,1
1115,VERB CCONJ PART,PART VERB CCONJ,1
1116,VERB CCONJ PART,VERB CCONJ PART,1
1118,VERB CCONJ PRON,ADP PRON VERB,1
1120,VERB CCONJ PUNCT,ADJ CCONJ PUNCT,1
1121,VERB CCONJ VERB,ADJ CCONJ VERB,1
1122,VERB CCONJ VERB,ADP NOUN CCONJ,1
1124,VERB CCONJ VERB,PART VERB CCONJ,1
1148,VERB DET ADV,PRON VERB DET,1
1126,VERB DET ADJ,ADJ PUNCT _,1
1127,VERB DET ADJ,ADP VERB DET,1
1128,VERB DET ADJ,ADV VERB DET,1
1129,VERB DET ADJ,CCONJ VERB DET,1
1130,VERB DET ADJ,DET ADJ ADP,1
1132,VERB DET ADJ,DET PRON VERB,1
1133,VERB DET ADJ,DET VERB DET,1
1134,VERB DET ADJ,NOUN DET ADJ,1
1137,VERB DET ADJ,VERB ADJ NOUN,1
1141,VERB DET ADP,ADP VERB DET,1
1143,VERB DET ADP,VERB CCONJ ADP,1
1145,VERB DET ADP,VERB VERB DET,1
1146,VERB DET ADV,ADV VERB DET,1
1147,VERB DET ADV,DET VERB DET,1
1202,VERB NOUN ADJ,DET VERB NOUN,1
1204,VERB NOUN ADJ,PRON VERB ADJ,1
1302,VERB PART VERB,VERB ADP VERB,1
1280,VERB PART ADV,VERB ADV ADV,1
1260,VERB NOUN VERB,PART VERB NOUN,1
1262,VERB NOUN VERB,VERB VERB VERB,1
1263,VERB NOUN _,ADP VERB NOUN,1
1265,VERB NUM ADP,VERB NUM ADP,1
1268,VERB NUM NOUN,ADV VERB NUM,1
1269,VERB NUM NOUN,DET NUM NOUN,1
1270,VERB NUM NOUN,NUM NUM NOUN,1
1272,VERB NUM PROPN,ADP DET NOUN,1
1273,VERB PART ADJ,VERB ADJ NOUN,1
1274,VERB PART ADJ,VERB VERB ADP,1
1275,VERB PART ADP,NOUN ADP VERB,1
1276,VERB PART ADP,PART VERB PART,1
1277,VERB PART ADP,VERB ADP NOUN,1
1278,VERB PART ADP,VERB ADP NUM,1
1281,VERB PART ADV,VERB ADV PUNCT,1
1256,VERB NOUN PUNCT,VERB ADP NOUN,1
1282,VERB PART ADV,VERB PART ADV,1
1285,VERB PART DET,VERB VERB ADP,1
1286,VERB PART NOUN,NOUN PART NOUN,1
1287,VERB PART NOUN,VERB ADP NOUN,1
1288,VERB PART NUM,VERB NUM NOUN,1
1290,VERB PART PUNCT,PART VERB PART,1
1292,VERB PART PUNCT,VERB PUNCT DET,1
1294,VERB PART VERB,ADV PRON VERB,1
1295,VERB PART VERB,ADV VERB PART,1
1296,VERB PART VERB,NOUN PART VERB,1
1297,VERB PART VERB,PART VERB PART,1
1298,VERB PART VERB,PRON ADJ PART,1
1299,VERB PART VERB,PRON VERB PART,1
1301,VERB PART VERB,VERB ADJ PART,1
1258,VERB NOUN PUNCT,VERB VERB NOUN,1
1255,VERB NOUN PUNCT,VERB ADJ PUNCT,1
1207,VERB NOUN ADP,ADP VERB NOUN,1
1229,VERB NOUN CCONJ,ADP NOUN CCONJ,1
1208,VERB NOUN ADP,ADV VERB NOUN,1
1210,VERB NOUN ADP,NOUN ADP DET,1
1211,VERB NOUN ADP,NOUN NOUN ADP,1
1212,VERB NOUN ADP,NUM NOUN ADP,1
1214,VERB NOUN ADP,VERB ADP DET,1
1217,VERB NOUN ADP,VERB PART VERB,1
1219,VERB NOUN ADP,VERB VERB ADP,1
1221,VERB NOUN ADV,ADJ NOUN ADV,1
1222,VERB NOUN ADV,ADV VERB NOUN,1
1223,VERB NOUN ADV,DET ADJ NOUN,1
1225,VERB NOUN ADV,NOUN ADV VERB,1
1226,VERB NOUN ADV,NOUN VERB ADV,1
1227,VERB NOUN ADV,VERB NOUN ADV,1
1228,VERB NOUN ADV,VERB VERB ADV,1
1230,VERB NOUN CCONJ,ADP VERB NOUN,1
1254,VERB NOUN PUNCT,PUNCT VERB NOUN,1
1232,VERB NOUN CCONJ,NOUN CCONJ NOUN,1
1233,VERB NOUN CCONJ,PART VERB NOUN,1
895,PUNCT PRON VERB,PRON PUNCT PRON,1
1235,VERB NOUN DET,ADJ NOUN DET,1
1236,VERB NOUN DET,PRON VERB NOUN,1
1237,VERB NOUN DET,VERB DET NOUN,1
1238,VERB NOUN DET,VERB NOUN DET,1
1239,VERB NOUN NOUN,PUNCT VERB NOUN,1
1241,VERB NOUN PART,PRON VERB ADJ,1
1245,VERB NOUN PUNCT,ADJ NOUN PUNCT,1
1246,VERB NOUN PUNCT,ADP VERB NOUN,1
1247,VERB NOUN PUNCT,ADV VERB NOUN,1
1248,VERB NOUN PUNCT,CCONJ VERB NOUN,1
1249,VERB NOUN PUNCT,DET NOUN ADP,1
896,PUNCT PRON VERB,PUNCT DET VERB,1
767,PROPN PROPN ADP,PROPN PROPN ADP,1
894,PUNCT PRON VERB,PART VERB PUNCT,1
313,ADV CCONJ ADP,ADV CCONJ ADP,1
322,ADV CCONJ VERB,ADP ADV CCONJ,1
321,ADV CCONJ VERB,ADJ CCONJ VERB,1
320,ADV CCONJ PUNCT,ADV CCONJ PUNCT,1
318,ADV CCONJ NOUN,CCONJ NOUN ADV,1
317,ADV CCONJ DET,DET NOUN CCONJ,1
315,ADV CCONJ ADV,ADV CCONJ ADV,1
314,ADV CCONJ ADP,PUNCT ADV CCONJ,1
312,ADV ADV VERB,ADV VERB ADV,1
324,ADV DET ADJ,DET ADJ NOUN,1
311,ADV ADV VERB,ADV ADV VERB,1
310,ADV ADV PUNCT,PUNCT _ _,1
309,ADV ADV PUNCT,PUNCT CCONJ DET,1
308,ADV ADV PUNCT,PRON ADV ADV,1
307,ADV ADV PUNCT,DET ADP DET,1
304,ADV ADV PUNCT,ADV ADV ADP,1
303,ADV ADV PUNCT,ADP NOUN PUNCT,1
323,ADV DET ADJ,ADV DET ADJ,1
325,ADV DET ADJ,PRON DET ADJ,1
299,ADV ADV PRON,CCONJ ADV PRON,1
338,ADV DET PROPN,PRON DET PROPN,1
349,ADV NOUN PUNCT,NOUN PUNCT _,1
348,ADV NOUN PUNCT,DET NOUN PUNCT,1
347,ADV NOUN PUNCT,ADV PUNCT _,1
345,ADV NOUN PRON,ADV PRON VERB,1
344,ADV NOUN NOUN,ADJ NOUN NOUN,1
343,ADV NOUN CCONJ,PUNCT ADV NOUN,1
342,ADV NOUN ADP,PUNCT ADV NOUN,1
336,ADV DET NOUN,DET NOUN PUNCT,1
326,ADV DET ADJ,VERB ADV DET,1
335,ADV DET NOUN,DET NOUN NOUN,1
334,ADV DET NOUN,CCONJ DET NOUN,1
333,ADV DET NOUN,ADV VERB ADV,1
330,ADV DET NOUN,ADP ADV DET,1
329,ADV DET DET,VERB ADV ADJ,1
328,ADV DET ADP,VERB DET ADP,1
327,ADV DET ADP,ADV DET ADP,1
301,ADV ADV PROPN,PROPN ADV ADV,1
297,ADV ADV NOUN,ADV ADJ NOUN,1
353,ADV NOUN VERB,PRON ADV NOUN,1
254,ADV ADP DET,ADP DET PRON,1
264,ADV ADP NOUN,ADP NOUN ADV,1
263,ADV ADP NOUN,ADP ADP NOUN,1
262,ADV ADP DET,VERB DET PROPN,1
260,ADV ADP DET,PUNCT ADV ADP,1
259,ADV ADP DET,PRON DET NOUN,1
257,ADV ADP DET,ADV PRON VERB,1
255,ADV ADP DET,ADP NOUN ADP,1
252,ADV ADP DET,ADP ADV DET,1
266,ADV ADP NOUN,ADV ADV ADP,1
250,ADV ADP ADV,ADV VERB ADP,1
249,ADV ADP ADV,ADV ADP ADV,1
248,ADV ADP ADP,ADV ADP ADP,1
247,ADV ADP ADP,ADP ADP DET,1
246,ADV ADP ADJ,PUNCT ADV ADP,1
245,ADV ADP ADJ,ADV ADP ADJ,1
244,ADV ADJ PUNCT,VERB VERB ADV,1
265,ADV ADP NOUN,ADV ADP NOUN,1
267,ADV ADP NOUN,DET VERB ADV,1
295,ADV ADV DET,DET NOUN ADV,1
282,ADV ADP PROPN,PROPN NOUN ADP,1
293,ADV ADV ADV,ADV PART VERB,1
292,ADV ADV ADV,ADV ADV ADV,1
291,ADV ADV ADP,PRON ADV VERB,1
290,ADV ADV ADP,PRON ADV ADV,1
288,ADV ADV ADP,ADP DET NOUN,1
285,ADV ADV ADJ,ADV ADJ PUNCT,1
283,ADV ADP SYM,ADP ADV SYM,1
281,ADV ADP PROPN,PART VERB ADV,1
268,ADV ADP NOUN,NOUN ADP NOUN,1
279,ADV ADP PRON,VERB VERB ADJ,1
278,ADV ADP PRON,VERB ADV ADP,1
276,ADV ADP PRON,ADV ADV ADP,1
273,ADV ADP PRON,ADP PRON ADV,1
272,ADV ADP PRON,ADP ADV ADP,1
271,ADV ADP PRON,ADJ ADP PRON,1
270,ADV ADP NOUN,VERB ADV ADP,1
350,ADV NOUN VERB,ADJ PUNCT NOUN,1
354,ADV NOUN VERB,PRON NOUN VERB,1
242,ADV ADJ PUNCT,PUNCT ADV ADJ,1
430,ADV PUNCT _,DET ADV PUNCT,1
439,ADV VERB ADJ,VERB ADV VERB,1
438,ADV VERB ADJ,VERB ADV ADJ,1
437,ADV VERB ADJ,ADV VERB ADJ,1
436,ADV VERB ADJ,ADP ADV VERB,1
434,ADV PUNCT _,PUNCT ADV PUNCT,1
433,ADV PUNCT _,PROPN ADV PUNCT,1
431,ADV PUNCT _,DET NOUN PUNCT,1
424,ADV PUNCT PRON,VERB ADV PUNCT,1
442,ADV VERB ADP,VERB ADP PROPN,1
421,ADV PUNCT PRON,NOUN ADV PUNCT,1
420,ADV PUNCT PRON,CCONJ ADV PUNCT,1
418,ADV PUNCT PRON,ADV ADV PUNCT,1
417,ADV PUNCT PRON,ADP DET NOUN,1
416,ADV PUNCT PRON,ADP ADJ PUNCT,1
415,ADV PUNCT PRON,ADJ PUNCT PRON,1
414,ADV PUNCT PART,PUNCT PART PUNCT,1
441,ADV VERB ADP,PRON VERB ADV,1
443,ADV VERB ADP,VERB ADP PUNCT,1
410,ADV PUNCT DET,PUNCT DET NOUN,1
462,ADV VERB DET,VERB ADV VERB,1
471,ADV VERB PART,VERB ADV VERB,1
470,ADV VERB PART,PRON VERB PART,1
469,ADV VERB NOUN,VERB VERB NOUN,1
468,ADV VERB NOUN,VERB ADV VERB,1
467,ADV VERB NOUN,PUNCT ADV VERB,1
466,ADV VERB NOUN,ADV VERB NOUN,1
463,ADV VERB DET,VERB DET ADV,1
460,ADV VERB DET,PRON VERB DET,1
447,ADV VERB ADV,DET NOUN ADV,1
458,ADV VERB DET,PRON DET NOUN,1
456,ADV VERB DET,ADP DET NOUN,1
455,ADV VERB DET,ADP ADV VERB,1
452,ADV VERB ADV,VERB ADV CCONJ,1
451,ADV VERB ADV,VERB ADV ADV,1
450,ADV VERB ADV,VERB ADV ADP,1
449,ADV VERB ADV,PRON VERB ADV,1
413,ADV PUNCT NOUN,PUNCT NOUN PUNCT,1
408,ADV PUNCT DET,PRON ADV PUNCT,1
355,ADV NOUN VERB,PRON VERB ADV,1
366,ADV PART VERB,PART VERB VERB,1
373,ADV PRON VERB,ADP ADV PRON,1
372,ADV PRON PUNCT,CCONJ PRON PUNCT,1
371,ADV PRON PART,PART VERB ADP,1
370,ADV PRON ADV,PUNCT ADV PRON,1
369,ADV PART VERB,VERB PART VERB,1
368,ADV PART VERB,VERB ADV VERB,1
367,ADV PART VERB,PRON VERB ADV,1
365,ADV PART VERB,PART VERB PUNCT,1
375,ADV PRON VERB,ADP PRON VERB,1
364,ADV PART VERB,PART VERB PRON,1
363,ADV PART VERB,PART VERB NOUN,1
362,ADV PART VERB,PART VERB DET,1
361,ADV PART VERB,PART VERB ADP,1
360,ADV PART VERB,DET ADV PART,1
358,ADV PART VERB,ADP ADV VERB,1
356,ADV NOUN _,ADJ NOUN _,1
374,ADV PRON VERB,ADP DET PRON,1
376,ADV PRON VERB,ADV ADV PRON,1
407,ADV PUNCT DET,NOUN ADV PUNCT,1
394,ADV PUNCT ADP,ADP DET ADJ,1
405,ADV PUNCT CCONJ,PUNCT CCONJ PRON,1
404,ADV PUNCT CCONJ,PUNCT ADV PUNCT,1
401,ADV PUNCT ADV,VERB PUNCT ADV,1
399,ADV PUNCT ADV,ADP DET ADJ,1
398,ADV PUNCT ADV,ADJ PUNCT ADV,1
397,ADV PUNCT ADV,ADJ ADV PUNCT,1
396,ADV PUNCT ADP,CCONJ PUNCT ADP,1
393,ADV PUNCT ADJ,ADV PUNCT ADJ,1
378,ADV PRON VERB,CCONJ ADV PRON,1
392,ADV PROPN PROPN,DET ADV PROPN,1
391,ADV PROPN NOUN,ADV VERB NOUN,1
390,ADV PROPN ADV,DET PROPN ADV,1
389,ADV PRON VERB,VERB ADP DET,1
387,ADV PRON VERB,PRON VERB VERB,1
382,ADV PRON VERB,DET SYM NUM,1
381,ADV PRON VERB,DET PRON VERB,1
243,ADV ADJ PUNCT,VERB ADV ADJ,1
241,ADV ADJ PUNCT,NOUN ADJ PUNCT,1
474,ADV VERB PRON,PRON ADV VERB,1
78,ADJ NOUN ADP,NOUN VERB ADP,1
87,ADJ NOUN ADV,DET NOUN ADV,1
86,ADJ NOUN ADV,DET ADJ NOUN,1
85,ADJ NOUN ADV,ADV ADJ NOUN,1
84,ADJ NOUN ADV,ADJ PUNCT ADJ,1
82,ADJ NOUN ADP,VERB VERB ADJ,1
81,ADJ NOUN ADP,VERB ADJ NOUN,1
