,correct_trigram_poss,error_type,count
279,ADP NUM ADJ,RY,1
282,ADP NUM NOUN,SX,1
283,ADP NUM PRON,RT,1
284,ADP NUM PROPN,RT,1
285,ADP NUM PUNCT,RT,1
286,ADP PART VERB,MT,1
234,ADP DET NOUN,MY,1
229,ADP DET CCONJ,RT,1
226,ADP DET ADP,R,1
225,ADP DET ADP,M,1
188,ADJ VERB PART,S,1
189,ADJ VERB PUNCT,S,1
191,ADP ADJ CCONJ,RP,1
195,ADP ADJ NOUN,UQ,1
196,ADP ADJ PROPN,ID,1
197,ADP ADP DET,ID,1
198,ADP ADP DET,MT,1
201,ADP ADP DET,RY,1
202,ADP ADP NOUN,R,1
203,ADP ADP NOUN,RT,1
204,ADP ADP PRON,MC,1
205,ADP ADP PRON,RT,1
206,ADP ADV ADV,R,1
207,ADP ADV ADV,RA,1
208,ADP ADV DET,ID,1
211,ADP ADV PRON,U,1
212,ADP ADV PUNCT,RT,1
213,ADP ADV VERB,R,1
214,ADP ADV VERB,RP,1
215,ADP ADV VERB,RT,1
217,ADP DET ADJ,M,1
218,ADP DET ADJ,MC,1
220,ADP DET ADJ,MY,1
223,ADP DET ADJ,SX,1
224,ADP DET ADJ,W,1
287,ADP PART VERB,R,1
292,ADP PRON AUX,R,1
385,ADV ADV PART,R,1
369,ADV ADP NOUN,RJ,1
350,ADV ADJ CCONJ,R,1
353,ADV ADJ NOUN,MN,1
356,ADV ADJ NOUN,S,1
358,ADV ADJ NOUN,W,1
359,ADV ADJ PUNCT,RP,1
360,ADV ADP ADP,SX,1
361,ADV ADP DET,DY,1
362,ADV ADP DET,ID,1
363,ADV ADP DET,M,1
364,ADV ADP DET,R,1
366,ADV ADP NOUN,DY,1
367,ADV ADP NOUN,MY,1
370,ADV ADP NUM,RP,1
294,ADP PRON DET,R,1
371,ADV ADP PRON,R,1
372,ADV ADP PRON,RP,1
373,ADV ADP PRON,RQ,1
374,ADV ADP PRON,W,1
375,ADV ADP SYM,R,1
376,ADV ADP VERB,R,1
377,ADV ADP VERB,RP,1
379,ADV ADP VERB,W,1
380,ADV ADV ADJ,R,1
381,ADV ADV ADP,W,1
382,ADV ADV ADV,R,1
383,ADV ADV ADV,RA,1
347,ADV ADJ ADP,DY,1
346,ADP VERB VERB,RT,1
345,ADP VERB PUNCT,SX,1
344,ADP VERB PRON,RT,1
295,ADP PRON NOUN,RT,1
297,ADP PRON PRON,RT,1
298,ADP PRON PUNCT,M,1
302,ADP PRON VERB,L,1
304,ADP PRON VERB,MC,1
305,ADP PRON VERB,MT,1
308,ADP PRON VERB,RP,1
311,ADP PRON VERB,UA,1
312,ADP PRON VERB,UT,1
314,ADP PROPN ADV,RT,1
318,ADP PROPN PRON,RD,1
321,ADP PROPN PROPN,RY,1
322,ADP PROPN PROPN,SX,1
324,ADP PROPN VERB,RT,1
325,ADP PUNCT ADJ,MT,1
327,ADP PUNCT ADV,MP,1
328,ADP PUNCT ADV,RT,1
329,ADP PUNCT ADV,UA,1
330,ADP PUNCT DET,RT,1
333,ADP PUNCT PROPN,RT,1
335,ADP SYM NUM,MT,1
336,ADP SYM NUM,RT,1
337,ADP VERB ADJ,RT,1
339,ADP VERB ADV,RT,1
340,ADP VERB DET,ID,1
187,ADJ VERB DET,UT,1
186,ADJ VERB ADV,UT,1
185,ADJ VERB ADP,UT,1
68,ADJ NOUN ADV,UD,1
48,ADJ CCONJ PRON,S,1
49,ADJ CCONJ PRON,UT,1
50,ADJ DET ADV,S,1
51,ADJ DET NOUN,FJ,1
52,ADJ DET NOUN,RT,1
54,ADJ NOUN ADP,DJ,1
56,ADJ NOUN ADP,MJ,1
57,ADJ NOUN ADP,R,1
59,ADJ NOUN ADP,RP,1
61,ADJ NOUN ADP,SX,1
65,ADJ NOUN ADV,IV,1
66,ADJ NOUN ADV,RP,1
69,ADJ NOUN ADV,UT,1
184,ADJ VERB ADJ,UT,1
70,ADJ NOUN CCONJ,DJ,1
71,ADJ NOUN CCONJ,L,1
76,ADJ NOUN CCONJ,U,1
77,ADJ NOUN CCONJ,UD,1
78,ADJ NOUN DET,RJ,1
79,ADJ NOUN DET,S,1
80,ADJ NOUN DET,UT,1
81,ADJ NOUN NOUN,RJ,1
82,ADJ NOUN NOUN,UT,1
84,ADJ NOUN PART,UT,1
86,ADJ NOUN PRON,DJ,1
87,ADJ NOUN PRON,FJ,1
46,ADJ CCONJ NOUN,S,1
45,ADJ CCONJ DET,RJ,1
44,ADJ CCONJ DET,IJ,1
43,ADJ CCONJ ADV,S,1
2,ADJ ADJ NOUN,MJ,1
3,ADJ ADJ NOUN,MY,1
4,ADJ ADJ NOUN,S,1
6,ADJ ADJ NOUN,UQ,1
7,ADJ ADP ADP,DJ,1
8,ADJ ADP ADP,RJ,1
9,ADJ ADP ADV,DJ,1
10,ADJ ADP ADV,RJ,1
13,ADJ ADP DET,R,1
16,ADJ ADP DET,SX,1
17,ADJ ADP DET,U,1
19,ADJ ADP NOUN,UT,1
20,ADJ ADP NUM,S,1
26,ADJ ADP PRON,SX,1
27,ADJ ADP PUNCT,RJ,1
28,ADJ ADP VERB,DJ,1
29,ADJ ADP VERB,RJ,1
31,ADJ ADV ADV,S,1
32,ADJ ADV PRON,DJ,1
34,ADJ ADV PUNCT,S,1
35,ADJ CCONJ ADJ,CL,1
36,ADJ CCONJ ADJ,DJ,1
37,ADJ CCONJ ADJ,M,1
39,ADJ CCONJ ADJ,SA,1
40,ADJ CCONJ ADJ,SX,1
88,ADJ NOUN PRON,R,1
91,ADJ NOUN PRON,SA,1
92,ADJ NOUN PRON,UD,1
136,ADJ PUNCT ADP,FJ,1
140,ADJ PUNCT ADP,U,1
141,ADJ PUNCT ADV,DJ,1
145,ADJ PUNCT ADV,U,1
150,ADJ PUNCT CCONJ,SX,1
151,ADJ PUNCT CCONJ,UD,1
152,ADJ PUNCT DET,MP,1
155,ADJ PUNCT NOUN,FJ,1
158,ADJ PUNCT NOUN,RP,1
159,ADJ PUNCT NOUN,S,1
160,ADJ PUNCT NOUN,UD,1
161,ADJ PUNCT NUM,S,1
162,ADJ PUNCT PRON,AGQ,1
164,ADJ PUNCT PRON,IJ,1
165,ADJ PUNCT PRON,MN,1
169,ADJ PUNCT PRON,SX,1
170,ADJ PUNCT PRON,UA,1
172,ADJ PUNCT VERB,DJ,1
174,ADJ PUNCT X,RJ,1
175,ADJ PUNCT _,DJ,1
176,ADJ PUNCT _,M,1
177,ADJ PUNCT _,MP,1
178,ADJ PUNCT _,R,1
180,ADJ PUNCT _,RP,1
182,ADJ PUNCT _,SA,1
183,ADJ PUNCT _,UD,1
138,ADJ PUNCT ADP,RJ,1
134,ADJ PUNCT ADJ,R,1
93,ADJ NOUN PRON,UT,1
132,ADJ PROPN PUNCT,UD,1
94,ADJ NOUN PROPN,RJ,1
95,ADJ NOUN PUNCT,AGQ,1
96,ADJ NOUN PUNCT,CN,1
99,ADJ NOUN PUNCT,ID,1
100,ADJ NOUN PUNCT,R,1
104,ADJ NOUN PUNCT,SA,1
105,ADJ NOUN PUNCT,U,1
109,ADJ NOUN VERB,CQ,1
110,ADJ NOUN VERB,DJ,1
111,ADJ NOUN VERB,R,1
112,ADJ NOUN VERB,RQ,1
114,ADJ NOUN VERB,SA,1
116,ADJ NOUN VERB,UT,1
117,ADJ NOUN _,DJ,1
118,ADJ NOUN _,RJ,1
119,ADJ NOUN _,S,1
120,ADJ PART VERB,DJ,1
121,ADJ PART VERB,IJ,1
124,ADJ PART VERB,UD,1
125,ADJ PRON PUNCT,RJ,1
126,ADJ PRON VERB,DN,1
127,ADJ PRON VERB,RJ,1
129,ADJ PRON VERB,SX,1
130,ADJ PROPN ADP,R,1
131,ADJ PROPN PUNCT,RP,1
384,ADV ADV CCONJ,S,1
386,ADV ADV VERB,ID,1
738,NOUN NOUN PRON,UT,1
653,DET VERB VERB,S,1
631,DET PUNCT CCONJ,RA,1
633,DET PUNCT DET,RA,1
634,DET PUNCT DET,UT,1
635,DET PUNCT NOUN,MD,1
638,DET PUNCT PROPN,MP,1
639,DET PUNCT VERB,FA,1
643,DET VERB ADV,MP,1
644,DET VERB ADV,R,1
646,DET VERB DET,AGA,1
647,DET VERB DET,MA,1
648,DET VERB DET,R,1
650,DET VERB NOUN,RA,1
654,DET _ _,RP,1
669,NOUN ADP ADJ,RJ,1
655,INTJ ADP DET,SX,1
656,INTJ NOUN VERB,RP,1
658,INTJ PUNCT DET,RP,1
659,INTJ PUNCT PRON,RP,1
660,INTJ PUNCT PUNCT,RP,1
661,INTJ _ _,SX,1
662,NOUN ADJ ADP,RP,1
663,NOUN ADJ NOUN,UD,1
664,NOUN ADJ PUNCT,ID,1
665,NOUN ADJ PUNCT,UT,1
666,NOUN ADJ PUNCT,W,1
667,NOUN ADJ VERB,DA,1
630,DET PUNCT ADV,RA,1
626,DET PROPN PUNCT,R,1
625,DET PROPN PUNCT,FD,1
623,DET PROPN PROPN,RD,1
556,DET NOUN ADP,M,1
563,DET NOUN ADP,SX,1
566,DET NOUN ADV,AGQ,1
567,DET NOUN ADV,AS,1
571,DET NOUN CCONJ,AGD,1
572,DET NOUN CCONJ,DD,1
576,DET NOUN CCONJ,RP,1
577,DET NOUN CCONJ,UT,1
578,DET NOUN DET,MD,1
581,DET NOUN DET,W,1
582,DET NOUN NOUN,ID,1
586,DET NOUN NOUN,RQ,1
587,DET NOUN NOUN,W,1
590,DET NOUN PART,RA,1
591,DET NOUN PART,RD,1
595,DET NOUN PRON,UT,1
596,DET NOUN PROPN,AGD,1
599,DET NOUN PUNCT,CQ,1
1,ADJ ADJ ADP,UT,1
606,DET NOUN PUNCT,UP,1
613,DET NOUN VERB,RQ,1
614,DET NOUN VERB,S,1
615,DET NOUN VERB,SX,1
616,DET NOUN VERB,W,1
617,DET NOUN VERB,X,1
668,NOUN ADP ADJ,MQ,1
670,NOUN ADP DET,M,1
387,ADV CCONJ ADP,R,1
720,NOUN DET VERB,UJ,1
706,NOUN CCONJ DET,UT,1
707,NOUN CCONJ NOUN,DN,1
708,NOUN CCONJ NOUN,RP,1
711,NOUN CCONJ PRON,UD,1
712,NOUN CCONJ VERB,RJ,1
713,NOUN CCONJ VERB,RP,1
714,NOUN CCONJ VERB,UT,1
715,NOUN DET NOUN,RA,1
716,NOUN DET NOUN,UT,1
717,NOUN DET VERB,R,1
718,NOUN DET VERB,RA,1
719,NOUN DET VERB,RP,1
721,NOUN NOUN ADJ,UC,1
671,NOUN ADP DET,R,1
722,NOUN NOUN ADJ,W,1
725,NOUN NOUN ADP,UT,1
726,NOUN NOUN ADV,RN,1
727,NOUN NOUN ADV,SX,1
728,NOUN NOUN ADV,UT,1
729,NOUN NOUN CCONJ,RN,1
731,NOUN NOUN DET,UT,1
732,NOUN NOUN NOUN,S,1
733,NOUN NOUN NOUN,UJ,1
734,NOUN NOUN PART,R,1
735,NOUN NOUN PART,UD,1
736,NOUN NOUN PRON,UA,1
704,NOUN CCONJ ADJ,UD,1
702,NOUN ADV VERB,S,1
701,NOUN ADV PUNCT,W,1
700,NOUN ADV PUNCT,UD,1
672,NOUN ADP DET,RP,1
673,NOUN ADP DET,U,1
674,NOUN ADP DET,UA,1
677,NOUN ADP DET,W,1
678,NOUN ADP DET,X,1
679,NOUN ADP NOUN,ID,1
680,NOUN ADP NOUN,S,1
681,NOUN ADP NOUN,UD,1
682,NOUN ADP NOUN,UJ,1
683,NOUN ADP PRON,IN,1
684,NOUN ADP PRON,MN,1
685,NOUN ADP PRON,RA,1
686,NOUN ADP PRON,RJ,1
687,NOUN ADP PRON,RP,1
688,NOUN ADP PRON,U,1
689,NOUN ADP PRON,UD,1
690,NOUN ADP PRON,UJ,1
691,NOUN ADP PUNCT,RP,1
692,NOUN ADP VERB,UD,1
693,NOUN ADV ADJ,AGN,1
694,NOUN ADV ADJ,RP,1
695,NOUN ADV ADV,UD,1
696,NOUN ADV DET,UD,1
698,NOUN ADV PRON,UD,1
699,NOUN ADV PUNCT,R,1
555,DET NOUN ADP,ID,1
553,DET NOUN ADP,DD,1
552,DET NOUN ADP,AGQ,1
441,ADV VERB ADJ,M,1
423,ADV PUNCT CCONJ,MY,1
424,ADV PUNCT CCONJ,R,1
425,ADV PUNCT DET,DY,1
427,ADV PUNCT DET,MP,1
430,ADV PUNCT PRON,DY,1
432,ADV PUNCT PRON,R,1
435,ADV PUNCT PROPN,DY,1
436,ADV PUNCT _,DY,1
437,ADV PUNCT _,MY,1
438,ADV PUNCT _,SX,1
439,ADV PUNCT _,U,1
440,ADV PUNCT _,UA,1
442,ADV VERB ADJ,SX,1
549,DET NOUN ADJ,S,1
443,ADV VERB ADP,R,1
444,ADV VERB ADP,UA,1
445,ADV VERB ADV,R,1
446,ADV VERB ADV,UD,1
448,ADV VERB DET,R,1
450,ADV VERB DET,SX,1
451,ADV VERB DET,UT,1
452,ADV VERB DET,W,1
453,ADV VERB NOUN,MY,1
454,ADV VERB NOUN,RA,1
455,ADV VERB NUM,RA,1
456,ADV VERB PART,UA,1
422,ADV PUNCT CCONJ,DY,1
421,ADV PUNCT ADV,RY,1
420,ADV PUNCT ADV,ID,1
419,ADV PUNCT ADP,R,1
388,ADV CCONJ ADV,DY,1
390,ADV CCONJ PUNCT,DY,1
391,ADV CCONJ VERB,UD,1
392,ADV DET NOUN,DY,1
394,ADV DET NOUN,RY,1
395,ADV DET NOUN,X,1
396,ADV NOUN CCONJ,R,1
397,ADV NOUN CCONJ,UD,1
398,ADV NOUN NOUN,UA,1
399,ADV PART VERB,R,1
400,ADV PART VERB,S,1
401,ADV PRON ADV,RC,1
402,ADV PRON AUX,RY,1
403,ADV PRON NOUN,W,1
404,ADV PRON PRON,W,1
406,ADV PRON VERB,ID,1
407,ADV PRON VERB,M,1
409,ADV PRON VERB,RA,1
410,ADV PRON VERB,RC,1
413,ADV PRON VERB,S,1
414,ADV PRON VERB,UA,1
415,ADV PUNCT ADJ,MP,1
416,ADV PUNCT ADJ,MY,1
417,ADV PUNCT ADP,DY,1
418,ADV PUNCT ADP,MP,1
457,ADV VERB PRON,RC,1
458,ADV VERB PRON,RY,1
460,ADV VERB PUNCT,L,1
506,DET ADJ CCONJ,DD,1
508,DET ADJ NOUN,AS,1
511,DET ADJ NOUN,ID,1
516,DET ADJ NOUN,RJ,1
519,DET ADJ NOUN,SX,1
520,DET ADJ NOUN,UT,1
522,DET ADJ NUM,R,1
523,DET ADJ PART,RQ,1
524,DET ADJ PROPN,RP,1
526,DET ADJ VERB,R,1
528,DET ADP DET,R,1
529,DET ADP DET,RA,1
530,DET ADP DET,RP,1
531,DET ADP PRON,AGA,1
532,DET ADP PRON,RQ,1
533,DET ADV ADJ,ID,1
535,DET ADV ADJ,R,1
536,DET ADV ADJ,RP,1
537,DET ADV PART,MA,1
539,DET ADV PUNCT,RA,1
540,DET ADV PUNCT,RP,1
541,DET ADV PUNCT,UP,1
544,DET CCONJ PRON,MA,1
545,DET DET NOUN,R,1
547,DET DET NOUN,W,1
548,DET NOUN ADJ,DI,1
507,DET ADJ NOUN,AGD,1
505,DET ADJ ADJ,MD,1
461,ADV VERB PUNCT,R,1
504,DET ADJ ADJ,FD,1
464,ADV VERB VERB,SX,1
465,ADV _ _,DY,1
469,CCONJ ADJ ADP,RC,1
470,CCONJ ADJ ADP,SX,1
472,CCONJ ADJ PUNCT,R,1
473,CCONJ ADJ PUNCT,SX,1
475,CCONJ ADV ADJ,R,1
477,CCONJ ADV ADP,RP,1
478,CCONJ ADV ADP,SX,1
479,CCONJ ADV NOUN,R,1
480,CCONJ ADV PRON,R,1
481,CCONJ DET ADJ,RP,1
482,CCONJ DET NOUN,ID,1
483,CCONJ DET NOUN,R,1
485,CCONJ DET NOUN,SX,1
486,CCONJ DET PUNCT,R,1
487,CCONJ NOUN ADV,RT,1
488,CCONJ NOUN PART,R,1
489,CCONJ NOUN PRON,RC,1
491,CCONJ PRON AUX,RC,1
492,CCONJ PRON NOUN,R,1
493,CCONJ PRON NOUN,SX,1
494,CCONJ PRON VERB,MC,1
498,CCONJ PROPN PUNCT,RC,1
503,CCONJ VERB DET,R,1
1208,X VERB VERB,UT,1
